MVMTNO,AIRL,A/CTYPE,STA,STD,LOADTYPE,DESTN,PAXIN,PAXOUT,HIST_STAND,MODEL_STAND,TYPE
25071373,ABY,A320,2025-07-09 18:50:00,2025-07-10 00:10:00,Pax,CGP,91,145,34,34,PREDAY
25071386,ABY,A320,2025-07-09 19:45:00,2025-07-10 00:13:00,Pax,KHI,170,124,54,54,PREDAY
25071380,ABY,A320,2025-07-09 20:05:00,2025-07-10 03:00:00,Pax,KWI,115,139,36,36,PREDAY
25071404,ABY,A320,2025-07-09 21:10:00,2025-07-10 03:50:00,Pax,DMM,131,172,58,58,PREDAY
25071400,ABY,A320,2025-07-09 21:20:00,2025-07-10 00:49:00,Pax,BOM,181,167,37,37,PREDAY
25071413,ABY,A320,2025-07-09 21:50:00,2025-07-10 08:00:00,Pax,BEY,144,31,1C,1C,PREDAY
25071407,ABY,A321,2025-07-09 22:10:00,2025-07-10 01:15:00,Pax,DAC,209,201,14,14,PREDAY
25071411,ABY,A320,2025-07-09 22:20:00,2025-07-10 00:25:00,Pax,AMD,170,171,22,22,PREDAY
25071409,ABY,A320,2025-07-09 22:25:00,2025-07-10 00:31:00,Pax,JAI,123,167,5,5,PREDAY
25071408,ABY,A320,2025-07-09 22:25:00,2025-07-10 03:55:00,Pax,BAH,87,87,38,38,PREDAY
25071406,AXB,A320,2025-07-09 22:30:00,2025-07-10 00:55:00,Pax,DEL,160,170,25,25,PREDAY
25071412,FJL,A320,2025-07-09 22:55:00,2025-07-10 00:40:00,Pax,LHE,167,98,6,6,PREDAY
25071416,ABY,A320,2025-07-09 23:20:00,2025-07-10 02:10:00,Pax,KTM,77,155,21,21,PREDAY
25071415,ABY,A320,2025-07-09 23:25:00,2025-07-10 02:40:00,Pax,PEW,147,154,16,16,PREDAY
25071414,QTR,A320,2025-07-09 23:30:00,2025-07-10 00:30:00,Pax,DOH,95,97,4,4,PREDAY
25071418,PIA,A320,2025-07-09 23:45:00,2025-07-10 01:00:00,Pax,PEW,144,100,7,7,PREDAY
25071417,AXB,B738,2025-07-09 23:51:00,2025-07-10 02:00:00,Pax,TRV,80,183,8,8,PREDAY
25071424,GWN,A30B,2025-07-10 00:00:00,2025-07-10 02:00:00,Cgo,FRU,0,0,60,51,OPS
25071419,ABY,A321,2025-07-10 00:15:00,2025-07-10 07:50:00,Pax,BKK,169,214,35,50,OPS
25071423,UBG,B738,2025-07-10 00:30:00,2025-07-10 01:30:00,Pax,DAC,186,151,23,23,OPS
25071421,IGO,A320,2025-07-10 00:55:00,2025-07-10 01:55:00,Pax,LKO,177,175,3,4,OPS
25071425,ABY,A321,2025-07-10 01:35:00,2025-07-10 02:50:00,Pax,DOH,212,108,7,3,OPS
25071426,MSR,A321,2025-07-10 02:00:00,2025-07-10 03:00:00,Pax,CAI,92,171,4,5,OPS
25071430,ABY,A320,2025-07-10 02:10:00,2025-07-10 04:45:00,Pax,MUX,158,160,21,1A,OPS
25071428,TKJ,B738,2025-07-10 02:45:00,2025-07-10 03:55:00,Pax,SAW,147,186,8,4,OPS
25071427,AXB,A20N,2025-07-10 03:15:00,2025-07-10 04:15:00,Pax,CCJ,116,187,5,6,OPS
25071429,ABY,A320,2025-07-10 03:15:00,2025-07-10 09:45:00,Pax,EBL,39,133,40,52,OPS
25071431,ABY,A320,2025-07-10 03:25:00,2025-07-10 08:05:00,Pax,MCT,37,130,30,55,OPS
25071435,ETH,B38M,2025-07-10 03:25:00,2025-07-10 04:25:00,Pax,ADD,127,109,6,8,OPS
25071432,PGT,A321,2025-07-10 03:40:00,2025-07-10 04:50:00,Pax,SAW,179,193,3,3,OPS
25071433,IGO,A320,2025-07-10 03:55:00,2025-07-10 04:55:00,Pax,TRV,114,188,7,5,OPS
25071434,ABY,A320,2025-07-10 04:05:00,2025-07-10 07:30:00,Pax,JED,20,173,39,34,OPS
25071436,QTR,A320,2025-07-10 04:10:00,2025-07-10 05:40:00,Pax,DOH,58,131,4,1B,OPS
