MVMTNO,AIRL,A/CTYPE,STA,STD,LOADTYPE,DESTN,PAXIN,PAXOUT,HIST_STAND,MODEL_STAND,TYPE
25074631,ABY,A320,2025-07-28 19:45:00,2025-07-29 00:10:00,Pax,CGP,123,160,30,30,PREDAY
25074630,NWY,IL76,2025-07-28 20:00:00,2025-07-29 00:00:00,Cgo,AMD,0,0,61,61,PREDAY
25074632,ABY,A320,2025-07-28 20:05:00,2025-07-29 07:35:00,Pax,WAW,152,124,56,56,PREDAY
25074640,ABY,A321,2025-07-28 20:35:00,2025-07-29 08:00:00,Pax,HKT,173,211,38,38,PREDAY
25074638,ABY,A320,2025-07-28 20:45:00,2025-07-29 04:15:00,Pax,DAM,129,140,39,39,PREDAY
25074645,ABY,A320,2025-07-28 21:00:00,2025-07-29 01:15:00,Pax,DAC,167,132,52,52,PREDAY
25074651,ABY,A320,2025-07-28 21:40:00,2025-07-29 02:10:00,Pax,KTM,171,117,26,26,PREDAY
25074652,ABY,A321,2025-07-28 21:50:00,2025-07-29 03:50:00,Pax,DMM,206,191,35,35,PREDAY
25074659,ABY,A321,2025-07-28 22:10:00,2025-07-29 07:50:00,Pax,BKK,164,209,54,54,PREDAY
25074661,ABY,A320,2025-07-28 22:25:00,2025-07-29 00:25:00,Pax,AMD,116,164,7,7,PREDAY
25074662,ABY,A320,2025-07-28 22:25:00,2025-07-29 08:00:00,Pax,VIE,150,162,29,29,PREDAY
25074654,AXB,A320,2025-07-28 22:30:00,2025-07-29 00:55:00,Pax,DEL,143,140,24,24,PREDAY
25074667,ABY,A320,2025-07-28 23:25:00,2025-07-29 01:20:00,Pax,NJF,162,154,16,16,PREDAY
25074665,QTR,A320,2025-07-28 23:30:00,2025-07-29 00:30:00,Pax,DOH,66,85,8,8,PREDAY
25074670,ABY,A320,2025-07-28 23:40:00,2025-07-29 08:05:00,Pax,MCT,168,147,32,32,PREDAY
25074668,AXB,B738,2025-07-28 23:44:00,2025-07-29 03:05:00,Pax,BOM,103,83,22,22,PREDAY
25074669,ABY,A320,2025-07-28 23:45:00,2025-07-29 03:55:00,Pax,BAH,173,149,14,14,PREDAY
25074666,PIA,A320,2025-07-28 23:45:00,2025-07-29 01:00:00,Pax,PEW,113,92,6,6,PREDAY
25074671,AXB,B738,2025-07-29 00:25:00,2025-07-29 02:00:00,Pax,VGA,182,120,3,5,OPS
25074672,UBG,B738,2025-07-29 00:30:00,2025-07-29 01:30:00,Pax,DAC,190,125,5,3,OPS
25074674,ACP,B762,2025-07-29 00:50:00,2025-07-29 03:30:00,Cgo,NBO,0,0,62,51,OPS
25074673,IGO,A320,2025-07-29 00:55:00,2025-07-29 01:55:00,Pax,LKO,170,139,4,4,OPS
25074675,AXB,B738,2025-07-29 01:05:00,2025-07-29 02:20:00,Pax,CCJ,163,175,7,8,OPS
25074678,KQA,B738,2025-07-29 01:30:00,2025-07-29 09:00:00,Cgo,NBO,0,0,57,55,OPS
25074677,ABY,A320,2025-07-29 01:30:00,2025-07-29 07:30:00,Pax,MED,155,174,34,60,OPS
25074680,ABY,A320,2025-07-29 01:50:00,2025-07-29 02:50:00,Pax,DOH,80,88,6,6,OPS
25074679,TKJ,B738,2025-07-29 01:55:00,2025-07-29 03:55:00,Pax,SAW,181,128,8,16,OPS
25074683,MSR,B738,2025-07-29 02:00:00,2025-07-29 03:00:00,Pax,CAI,130,119,5,7,OPS
25074685,ABQ,A320,2025-07-29 03:10:00,2025-07-29 04:45:00,Pax,LHE,145,70,3,1A,OPS
25074699,GTI,B777,2025-07-29 03:10:00,2025-07-29 05:10:00,Cgo,LGG,0,0,51,53,OPS
25074681,AXB,A20N,2025-07-29 03:15:00,2025-07-29 04:15:00,Pax,CCJ,179,190,4,3,OPS
25074688,ABY,A320,2025-07-29 03:15:00,2025-07-29 04:45:00,Pax,MUX,140,123,16,8,OPS
25074687,ABY,A320,2025-07-29 03:25:00,2025-07-29 05:20:00,Pax,AMM,154,172,21,6,OPS
25074686,PGT,A321,2025-07-29 03:40:00,2025-07-29 04:50:00,Pax,SAW,203,214,7,4,OPS
