STAND,STATUS,FROM,TO,DURATION_MIN,MVMTNO
14,FREE,2025-07-19 00:00:00,2025-07-19 06:25:00,385.0,
14,OCCUPIED,2025-07-19 06:25:00,2025-07-19 07:35:00,70.0,25072995
14,FREE,2025-07-19 07:35:00,2025-07-19 12:15:00,280.0,
14,OCCUPIED,2025-07-19 12:15:00,2025-07-19 14:00:00,105.0,25073044
14,FREE,2025-07-19 14:00:00,2025-07-19 16:45:00,165.0,
14,OCCUPIED,2025-07-19 16:45:00,2025-07-19 17:45:00,60.0,25073070
14,FREE,2025-07-19 17:45:00,2025-07-19 19:40:00,115.0,
14,OCCUPIED,2025-07-19 19:40:00,2025-07-19 21:30:00,110.0,25073092
14,FREE,2025-07-19 21:30:00,2025-07-19 21:50:00,20.0,
14,OCCUPIED,2025-07-19 21:50:00,2025-07-20 00:08:00,138.0,25073124
16,FREE,2025-07-19 00:00:00,2025-07-19 06:00:00,360.0,
16,OCCUPIED,2025-07-19 06:00:00,2025-07-19 08:20:00,140.0,25072985
16,FREE,2025-07-19 08:20:00,2025-07-19 11:40:00,200.0,
16,OCCUPIED,2025-07-19 11:40:00,2025-07-19 13:15:00,95.0,25073026
16,FREE,2025-07-19 13:15:00,2025-07-19 15:20:00,125.0,
16,OCCUPIED,2025-07-19 15:20:00,2025-07-19 16:55:00,95.0,25073066
16,FREE,2025-07-19 16:55:00,2025-07-19 19:00:00,125.0,
16,OCCUPIED,2025-07-19 19:00:00,2025-07-19 20:50:00,110.0,25073087
16,FREE,2025-07-19 20:50:00,2025-07-19 21:20:00,30.0,
16,OCCUPIED,2025-07-19 21:20:00,2025-07-20 00:10:00,170.0,25073118
1A,FREE,2025-07-19 00:00:00,2025-07-19 01:30:00,90.0,
1A,OCCUPIED,2025-07-19 01:30:00,2025-07-19 03:55:00,145.0,25072959
1A,FREE,2025-07-19 03:55:00,2025-07-19 06:30:00,155.0,
1A,OCCUPIED,2025-07-19 06:30:00,2025-07-19 08:10:00,100.0,25073009
1A,FREE,2025-07-19 08:10:00,2025-07-19 11:55:00,225.0,
1A,OCCUPIED,2025-07-19 11:55:00,2025-07-19 13:15:00,80.0,25073035
1A,FREE,2025-07-19 13:15:00,2025-07-19 14:25:00,70.0,
