STAND,STATUS,FROM,TO,DURATION_MIN,MVMTNO
14,OCCUPIED,2025-07-15 22:10:00,2025-07-16 03:50:00,340.0,25072424
14,FREE,2025-07-16 03:50:00,2025-07-16 04:10:00,20.0,
14,OCCUPIED,2025-07-16 04:10:00,2025-07-16 06:05:00,115.0,25072455
14,FREE,2025-07-16 06:05:00,2025-07-16 06:45:00,40.0,
14,OCCUPIED,2025-07-16 06:45:00,2025-07-16 09:00:00,135.0,25072486
14,FREE,2025-07-16 09:00:00,2025-07-16 12:05:00,185.0,
14,OCCUPIED,2025-07-16 12:05:00,2025-07-16 14:00:00,115.0,25072519
14,FREE,2025-07-16 14:00:00,2025-07-16 15:25:00,85.0,
14,OCCUPIED,2025-07-16 15:25:00,2025-07-16 16:45:00,80.0,25072531
14,FREE,2025-07-16 16:45:00,2025-07-16 17:15:00,30.0,
14,OCCUPIED,2025-07-16 17:15:00,2025-07-16 18:55:00,100.0,25072546
14,FREE,2025-07-16 18:55:00,2025-07-16 20:50:00,115.0,
14,OCCUPIED,2025-07-16 20:50:00,2025-07-16 22:25:00,95.0,25072577
14,FREE,2025-07-16 22:25:00,2025-07-16 23:59:59,94.98333333333333,
16,FREE,2025-07-16 00:00:00,2025-07-16 02:10:00,130.0,
16,OCCUPIED,2025-07-16 02:10:00,2025-07-16 04:15:00,125.0,25072441
16,FREE,2025-07-16 04:15:00,2025-07-16 05:20:00,65.0,
16,OCCUPIED,2025-07-16 05:20:00,2025-07-16 07:30:00,130.0,25072462
16,FREE,2025-07-16 07:30:00,2025-07-16 11:40:00,250.0,
16,OCCUPIED,2025-07-16 11:40:00,2025-07-16 13:40:00,120.0,25072513
16,FREE,2025-07-16 13:40:00,2025-07-16 14:25:00,45.0,
16,OCCUPIED,2025-07-16 14:25:00,2025-07-16 17:00:00,155.0,25072530
16,FREE,2025-07-16 17:00:00,2025-07-16 17:30:00,30.0,
16,OCCUPIED,2025-07-16 17:30:00,2025-07-16 18:55:00,85.0,25072547
16,FREE,2025-07-16 18:55:00,2025-07-16 19:55:00,60.0,
16,OCCUPIED,2025-07-16 19:55:00,2025-07-16 22:10:00,135.0,25072563
16,FREE,2025-07-16 22:10:00,2025-07-16 23:59:59,109.98333333333333,
1A,FREE,2025-07-16 00:00:00,2025-07-16 01:35:00,95.0,
1A,OCCUPIED,2025-07-16 01:35:00,2025-07-16 03:55:00,140.0,25072438
1A,FREE,2025-07-16 03:55:00,2025-07-16 05:50:00,115.0,
1A,OCCUPIED,2025-07-16 05:50:00,2025-07-16 07:00:00,70.0,25072463
