STAND,STATUS,FROM,TO,DURATION_MIN,MVMTNO
14,FREE,2025-07-21 00:00:00,2025-07-21 06:45:00,405.0,
14,OCCUPIED,2025-07-21 06:45:00,2025-07-21 09:00:00,135.0,25073346
14,FREE,2025-07-21 09:00:00,2025-07-21 12:20:00,200.0,
14,OCCUPIED,2025-07-21 12:20:00,2025-07-21 14:50:00,150.0,25073382
14,FREE,2025-07-21 14:50:00,2025-07-21 16:55:00,125.0,
14,OCCUPIED,2025-07-21 16:55:00,2025-07-21 18:55:00,120.0,25073404
14,FREE,2025-07-21 18:55:00,2025-07-21 19:40:00,45.0,
14,OCCUPIED,2025-07-21 19:40:00,2025-07-21 21:45:00,125.0,25073429
14,FREE,2025-07-21 21:45:00,2025-07-21 23:59:59,134.98333333333332,
16,FREE,2025-07-21 00:00:00,2025-07-21 06:15:00,375.0,
16,OCCUPIED,2025-07-21 06:15:00,2025-07-21 08:20:00,125.0,25073334
16,FREE,2025-07-21 08:20:00,2025-07-21 11:40:00,200.0,
16,OCCUPIED,2025-07-21 11:40:00,2025-07-21 13:05:00,85.0,25073369
16,FREE,2025-07-21 13:05:00,2025-07-21 13:45:00,40.0,
16,OCCUPIED,2025-07-21 13:45:00,2025-07-21 15:00:00,75.0,25073388
16,FREE,2025-07-21 15:00:00,2025-07-21 17:45:00,165.0,
16,OCCUPIED,2025-07-21 17:45:00,2025-07-21 18:55:00,70.0,25073411
16,FREE,2025-07-21 18:55:00,2025-07-21 20:00:00,65.0,
16,OCCUPIED,2025-07-21 20:00:00,2025-07-21 21:25:00,85.0,25073435
16,FREE,2025-07-21 21:25:00,2025-07-21 23:59:59,154.98333333333332,
1A,FREE,2025-07-21 00:00:00,2025-07-21 06:35:00,395.0,
1A,OCCUPIED,2025-07-21 06:35:00,2025-07-21 08:10:00,95.0,25073341
1A,FREE,2025-07-21 08:10:00,2025-07-21 11:40:00,210.0,
1A,OCCUPIED,2025-07-21 11:40:00,2025-07-21 12:30:00,50.0,25073370
1A,FREE,2025-07-21 12:30:00,2025-07-21 14:40:00,130.0,
1A,OCCUPIED,2025-07-21 14:40:00,2025-07-21 15:40:00,60.0,25073389
1A,FREE,2025-07-21 15:40:00,2025-07-21 17:05:00,85.0,
1A,OCCUPIED,2025-07-21 17:05:00,2025-07-21 19:10:00,125.0,25073407
1A,FREE,2025-07-21 19:10:00,2025-07-21 19:30:00,20.0,
1A,OCCUPIED,2025-07-21 19:30:00,2025-07-21 21:05:00,95.0,25073430
1A,FREE,2025-07-21 21:05:00,2025-07-21 21:40:00,35.0,
1A,OCCUPIED,2025-07-21 21:40:00,2025-07-21 22:40:00,60.0,25073447
1A,FREE,2025-07-21 22:40:00,2025-07-21 23:59:59,79.98333333333333,
1B,FREE,2025-07-21 00:00:00,2025-07-21 03:25:00,205.0,
1B,OCCUPIED,2025-07-21 03:25:00,2025-07-21 04:15:00,50.0,25073311
