MVMTNO,AIRL,A/CTYPE,STA,STD,LOADTYPE,DESTN,PAXIN,PAXOUT,HIST_STAND,MODEL_STAND,TYPE
25073928,NWY,IL76,2025-07-24 18:45:00,2025-07-27 04:30:00,Cgo,AUH,0,1,60,60,PREDAY
25074235,BSC,A30B,2025-07-26 13:00:00,2025-07-27 03:00:00,Cgo,NBO,0,0,57,57,PREDAY
25074237,JAG,B734,2025-07-26 13:45:00,2025-07-27 04:30:00,Cgo,HGA,0,0,53,53,PREDAY
25074275,ABY,A320,2025-07-26 18:20:00,2025-07-27 02:50:00,Pax,DOH,164,155,31,31,PREDAY
25074319,ABY,A320,2025-07-26 19:40:00,2025-07-27 00:21:00,Pax,DAC,167,141,56,56,PREDAY
25074284,ABY,A320,2025-07-26 19:45:00,2025-07-27 03:55:00,Pax,BAH,159,77,40,40,PREDAY
25074290,ABY,A320,2025-07-26 20:05:00,2025-07-27 00:45:00,Pax,HYD,165,165,35,35,PREDAY
25074293,ABY,A320,2025-07-26 20:25:00,2025-07-27 01:14:00,Pax,BOM,122,164,36,36,PREDAY
25074291,ABY,A320,2025-07-26 20:50:00,2025-07-27 00:10:00,Pax,CGP,171,157,38,38,PREDAY
25074316,ACP,B762,2025-07-26 21:00:00,2025-07-27 02:00:00,Cgo,HKG,0,0,55,55,PREDAY
25074318,ABY,A320,2025-07-26 22:25:00,2025-07-27 00:11:00,Pax,JAI,145,168,6,6,PREDAY
25074308,AXB,B38M,2025-07-26 22:30:00,2025-07-27 00:15:00,Pax,CNN,168,176,22,22,PREDAY
25074317,AXB,A320,2025-07-26 22:30:00,2025-07-27 00:55:00,Pax,DEL,147,154,24,24,PREDAY
25074321,ABY,A320,2025-07-26 23:40:00,2025-07-27 01:15:00,Pax,DAC,168,131,26,26,PREDAY
25074322,AXB,B738,2025-07-26 23:45:00,2025-07-27 03:05:00,Pax,BOM,153,120,23,23,PREDAY
25074320,BBC,B738,2025-07-26 23:50:00,2025-07-27 01:15:00,Pax,CGP,161,85,5,5,PREDAY
25074324,ABY,A320,2025-07-27 00:00:00,2025-07-27 02:10:00,Pax,KTM,174,139,16,8,OPS
25074328,AXB,B738,2025-07-27 00:25:00,2025-07-27 02:00:00,Pax,ATQ,184,139,22,4,OPS
25074325,UBG,B738,2025-07-27 00:30:00,2025-07-27 01:30:00,Pax,DAC,190,111,3,3,OPS
25074327,IGO,A320,2025-07-27 00:55:00,2025-07-27 01:55:00,Pax,LKO,182,179,7,7,OPS
25074330,ABY,A320,2025-07-27 01:30:00,2025-07-27 03:00:00,Pax,KWI,157,120,8,6,OPS
25074329,ABY,A320,2025-07-27 01:35:00,2025-07-27 04:45:00,Pax,MUX,98,113,21,30,OPS
25074332,MSR,A321,2025-07-27 02:00:00,2025-07-27 03:00:00,Pax,CAI,170,158,6,5,OPS
25074331,ABY,A320,2025-07-27 02:10:00,2025-07-27 07:30:00,Pax,MED,138,125,29,52,OPS
25074334,ABQ,A320,2025-07-27 03:10:00,2025-07-27 04:45:00,Pax,LHE,174,103,5,7,OPS
25074333,AXB,A20N,2025-07-27 03:15:00,2025-07-27 04:15:00,Pax,CCJ,181,186,4,8,OPS
25074342,ABY,A320,2025-07-27 03:15:00,2025-07-27 05:50:00,Pax,TUU,132,153,34,3,OPS
25074335,ABY,A320,2025-07-27 03:25:00,2025-07-27 04:15:00,Pax,DAM,79,141,25,4,OPS
25074348,PGT,A321,2025-07-27 03:40:00,2025-07-27 04:50:00,Pax,SAW,199,172,3,5,OPS
25074336,MNB,A333,2025-07-27 03:50:00,2025-07-27 05:20:00,Cgo,KWI,0,0,51,51,OPS
25074337,IGO,A320,2025-07-27 03:55:00,2025-07-27 04:55:00,Pax,TRV,183,182,7,6,OPS
25074343,ABY,A320,2025-07-27 04:10:00,2025-07-27 07:55:00,Pax,CAI,154,169,50,62,OPS
25074338,QTR,A320,2025-07-27 04:10:00,2025-07-27 05:40:00,Pax,DOH,73,143,8,1B,OPS
25074341,ETH,B763,2025-07-27 04:30:00,2025-07-27 06:30:00,Cgo,ADD,0,0,59,55,OPS
25074347,ABY,A320,2025-07-27 04:40:00,2025-07-27 13:40:00,Pax,AMM,165,162,62,36,OPS
25074345,ABY,A320,2025-07-27 04:50:00,2025-07-27 08:20:00,Pax,AMM,168,178,37,56,OPS
25074340,AXB,B738,2025-07-27 05:00:00,2025-07-27 06:00:00,Pax,COK,176,184,4,8,OPS
25074349,ABY,A321,2025-07-27 05:15:00,2025-07-27 06:11:00,Pax,DMM,165,200,23,4,OPS
25074344,ABY,A320,2025-07-27 05:15:00,2025-07-27 08:10:00,Pax,TBS,174,132,31,30,OPS
25074353,ABY,A321,2025-07-27 05:30:00,2025-07-27 07:30:00,Pax,RUH,215,150,5,14,OPS
25074354,ABY,A320,2025-07-27 05:35:00,2025-07-27 09:55:00,Pax,ALA,169,184,54,40,OPS
25074346,SEP,B738,2025-07-27 05:40:00,2025-07-27 06:40:00,Pax,PEW,192,50,22,5,OPS
25074350,ABY,A320,2025-07-27 05:40:00,2025-07-27 08:10:00,Pax,KWI,176,136,35,23,OPS
25074356,ABY,A320,2025-07-27 05:45:00,2025-07-27 07:10:00,Pax,PEW,170,114,16,34,OPS
25074351,ABY,A320,2025-07-27 05:50:00,2025-07-27 09:00:00,Pax,DME,170,147,39,58,OPS
25074355,ABY,A320,2025-07-27 05:55:00,2025-07-27 07:35:00,Pax,SLL,156,176,6,1C,OPS
25074352,ABY,A320,2025-07-27 06:00:00,2025-07-27 07:00:00,Pax,KHI,90,103,25,32,OPS
25074367,ABY,A320,2025-07-27 06:05:00,2025-07-27 08:20:00,Pax,CMB,165,175,33,16,OPS
25074361,ABY,A320,2025-07-27 06:15:00,2025-07-27 09:10:00,Pax,IKA,164,140,1B,22,OPS
25074379,ABY,A320,2025-07-27 06:25:00,2025-07-27 09:25:00,Pax,IST,163,145,40,54,OPS
25074359,ABY,A320,2025-07-27 06:25:00,2025-07-27 07:30:00,Pax,JED,159,166,8,3,OPS
25074371,ABY,A320,2025-07-27 06:25:00,2025-07-27 08:05:00,Pax,MCT,177,170,1C,1A,OPS
25074368,ABY,A320,2025-07-27 06:30:00,2025-07-27 11:30:00,Pax,EBL,164,108,1A,37,OPS
