MVMTNO,AIRL,A/CTYPE,STA,STD,LOADTYPE,DESTN,PAXIN,PAXOUT,HIST_STAND,MODEL_STAND,TYPE
25070252,JAG,B752,2025-07-02 20:00:00,2025-07-04 06:00:00,Cgo,JUB,0,0,60,60,PREDAY
25070387,RMX,B738,2025-07-03 16:00:00,2025-07-04 05:00:00,Cgo,BEN,0,0,62,62,PREDAY
25070425,ABY,A320,2025-07-03 20:30:00,2025-07-04 06:05:00,Pax,UET,168,117,39,39,PREDAY
25070445,ABY,A320,2025-07-03 20:35:00,2025-07-04 00:50:00,Pax,BOM,83,170,32,32,PREDAY
25070435,ABY,A320,2025-07-03 20:50:00,2025-07-04 00:04:00,Pax,DAC,174,166,21,21,PREDAY
25070439,ABY,A320,2025-07-03 21:40:00,2025-07-04 00:13:00,Pax,JAI,167,163,22,22,PREDAY
25070444,ABY,A320,2025-07-03 21:50:00,2025-07-04 00:10:00,Pax,DEL,151,165,14,14,PREDAY
25070442,ABY,A321,2025-07-03 21:50:00,2025-07-04 00:15:00,Pax,KHI,209,161,5,5,PREDAY
25070443,ABY,A321,2025-07-03 22:10:00,2025-07-04 07:50:00,Pax,BKK,167,200,33,33,PREDAY
25070449,ABY,A320,2025-07-03 22:20:00,2025-07-04 00:48:00,Pax,NAG,173,166,4,4,PREDAY
25070446,ABY,A321,2025-07-03 22:25:00,2025-07-04 07:30:00,Pax,RUH,53,205,30,30,PREDAY
25070448,ABY,A320,2025-07-03 22:25:00,2025-07-04 00:10:00,Pax,CGP,174,155,16,16,PREDAY
25070447,ABY,A320,2025-07-03 22:40:00,2025-07-04 00:25:00,Pax,AMD,99,165,7,7,PREDAY
25070450,FJL,A320,2025-07-03 22:55:00,2025-07-04 00:27:00,Pax,LHE,169,152,3,3,PREDAY
25070451,ABY,A320,2025-07-03 23:25:00,2025-07-04 02:10:00,Pax,KTM,117,174,8,8,PREDAY
25070453,AXB,B738,2025-07-03 23:47:00,2025-07-04 03:05:00,Pax,BOM,97,152,23,23,PREDAY
25070454,ABY,A320,2025-07-04 00:21:00,2025-07-04 01:15:00,Pax,DAC,175,171,6,1A,OPS
25070463,AXB,B738,2025-07-04 00:25:00,2025-07-04 02:00:00,Pax,TRV,78,185,24,21,OPS
25070455,UBG,B738,2025-07-04 00:30:00,2025-07-04 01:30:00,Pax,DAC,189,151,5,14,OPS
25070456,IGO,A320,2025-07-04 00:55:00,2025-07-04 01:55:00,Pax,LKO,162,178,3,3,OPS
25070460,ABY,A320,2025-07-04 01:30:00,2025-07-04 05:50:00,Pax,TUU,160,158,16,32,OPS
25070457,ABY,A320,2025-07-04 01:35:00,2025-07-04 02:50:00,Pax,DOH,23,95,21,7,OPS
25070458,ABY,A320,2025-07-04 01:35:00,2025-07-04 03:50:00,Pax,DMM,174,171,7,4,OPS
25070459,MSR,A321,2025-07-04 02:00:00,2025-07-04 03:00:00,Pax,CAI,167,160,4,5,OPS
25070461,ABY,A320,2025-07-04 02:10:00,2025-07-04 03:55:00,Pax,BAH,132,69,5,6,OPS
25070469,ETH,B763,2025-07-04 02:25:00,2025-07-04 05:45:00,Cgo,KAN,0,0,59,55,OPS
25070473,ETH,B738,2025-07-04 02:35:00,2025-07-04 03:55:00,Cgo,NBO,0,0,57,51,OPS
25070462,GTI,B777,2025-07-04 03:05:00,2025-07-04 05:06:00,Cgo,LGG,0,0,51,53,OPS
25070472,PVV,A306,2025-07-04 03:10:00,2025-07-04 05:10:00,Cgo,FJR,0,0,61,57,OPS
25070468,ABY,A320,2025-07-04 03:15:00,2025-07-04 07:55:00,Pax,CAI,69,167,32,54,OPS
25070465,AXB,A320,2025-07-04 03:15:00,2025-07-04 04:15:00,Pax,CCJ,150,191,8,3,OPS
25070464,ABY,A320,2025-07-04 03:25:00,2025-07-04 04:45:00,Pax,MUX,70,170,3,8,OPS
25070466,PGT,A321,2025-07-04 03:40:00,2025-07-04 04:50:00,Pax,SAW,143,148,23,5,OPS
25070467,IGO,A320,2025-07-04 03:55:00,2025-07-04 04:55:00,Pax,TRV,85,183,6,7,OPS
25070478,ABY,A321,2025-07-04 04:00:00,2025-07-04 07:00:00,Pax,HKT,172,219,7,35,OPS
25070474,ABY,A320,2025-07-04 04:05:00,2025-07-04 07:30:00,Pax,MED,34,166,21,37,OPS
25070475,QTR,A320,2025-07-04 04:10:00,2025-07-04 05:40:00,Pax,DOH,139,107,4,4,OPS
25070470,ABY,A320,2025-07-04 04:10:00,2025-07-04 09:55:00,Pax,ALA,167,161,37,56,OPS
25070476,JAG,B734,2025-07-04 04:15:00,2025-07-04 05:45:00,Cgo,HSA,0,0,55,51,OPS
25070471,ABY,A320,2025-07-04 04:15:00,2025-07-04 07:10:00,Pax,ELQ,152,159,26,16,OPS
25070503,AXB,B738,2025-07-04 05:00:00,2025-07-04 06:00:00,Pax,COK,58,178,24,3,OPS
25070480,ABY,A321,2025-07-04 05:30:00,2025-07-04 09:00:00,Pax,DAC,35,195,36,52,OPS
25070481,ABY,A320,2025-07-04 05:35:00,2025-07-04 13:25:00,Pax,TBS,118,181,40,58,OPS
25070479,ABY,A320,2025-07-04 05:40:00,2025-07-04 07:00:00,Pax,KHI,129,103,8,5,OPS
25070485,ABY,A320,2025-07-04 05:55:00,2025-07-04 08:05:00,Pax,EVN,154,137,35,29,OPS
25070482,ABY,A320,2025-07-04 06:00:00,2025-07-04 09:55:00,Pax,BGW,176,167,1B,36,OPS
25070491,ABY,A320,2025-07-04 06:05:00,2025-07-04 08:20:00,Pax,CMB,175,173,31,1A,OPS
25070483,PGT,A321,2025-07-04 06:15:00,2025-07-04 07:20:00,Pax,SAW,107,154,23,23,OPS
25070486,ABY,A320,2025-07-04 06:15:00,2025-07-04 08:10:00,Pax,KWI,105,146,50,1C,OPS
25070488,ABY,A320,2025-07-04 06:15:00,2025-07-04 12:45:00,Pax,AHB,124,174,38,38,OPS
25070509,ABY,A320,2025-07-04 06:25:00,2025-07-04 13:40:00,Pax,AMM,150,188,34,39,OPS
25070487,ABY,A320,2025-07-04 06:30:00,2025-07-04 07:30:00,Pax,JED,164,165,5,4,OPS
25070490,ABY,A320,2025-07-04 06:30:00,2025-07-04 08:10:00,Pax,DME,159,115,4,21,OPS
25070507,ABY,A320,2025-07-04 06:30:00,2025-07-04 12:10:00,Pax,MHD,167,164,1C,40,OPS
25070502,ABY,A320,2025-07-04 06:35:00,2025-07-04 08:20:00,Pax,AMM,118,183,52,24,OPS
25070494,ABY,A320,2025-07-04 06:40:00,2025-07-04 08:55:00,Pax,KRK,100,109,25,32,OPS
25070497,ABY,A320,2025-07-04 06:40:00,2025-07-04 09:25:00,Pax,IST,97,129,58,34,OPS
25070504,ABY,A320,2025-07-04 06:40:00,2025-07-04 09:20:00,Pax,BEY,153,175,29,31,OPS
25070499,ABY,A320,2025-07-04 06:40:00,2025-07-04 08:05:00,Pax,MCT,162,152,1A,1B,OPS
25070493,ABY,A320,2025-07-04 06:40:00,2025-07-04 09:00:00,Pax,GOX,175,169,56,26,OPS
25070500,ABY,A321,2025-07-04 06:45:00,2025-07-04 08:10:00,Pax,DMM,191,178,14,3,OPS
25070495,ABY,A320,2025-07-04 06:50:00,2025-07-04 07:50:00,Pax,MLE,109,175,3,6,OPS
25070489,ABY,A320,2025-07-04 07:00:00,2025-07-04 08:00:00,Pax,VIE,167,143,6,7,OPS
25070496,ABY,A320,2025-07-04 07:00:00,2025-07-04 08:45:00,Pax,AER,172,144,39,25,OPS
25070501,ABY,A321,2025-07-04 07:00:00,2025-07-04 09:00:00,Pax,NBO,187,207,7,14,OPS
25070492,ABY,A320,2025-07-04 07:00:00,2025-07-04 08:05:00,Pax,BAH,124,68,16,8,OPS
25070484,AXB,B738,2025-07-04 07:05:00,2025-07-04 08:05:00,Pax,CNN,113,188,22,22,OPS
25070505,ABY,A320,2025-07-04 07:20:00,2025-07-04 09:10:00,Pax,EBB,145,153,26,5,OPS
25070523,RWD,B738,2025-07-04 08:10:00,2025-07-04 11:00:00,Cgo,KGL,0,0,59,55,OPS
25070510,ABY,A320,2025-07-04 08:10:00,2025-07-04 11:45:00,Pax,BSR,113,126,6,33,OPS
25070506,FJL,A320,2025-07-04 08:15:00,2025-07-04 09:05:00,Pax,ISB,170,173,5,4,OPS
25070513,MSC,B738,2025-07-04 09:00:00,2025-07-04 10:00:00,Pax,CAI,168,176,4,3,OPS
25070517,ABY,A320,2025-07-04 09:05:00,2025-07-04 13:05:00,Pax,GYD,174,178,14,30,OPS
25070512,CGS,B738,2025-07-04 09:10:00,2025-07-04 10:25:00,Cgo,EDL,0,0,54,51,OPS
25070515,KQA,B738,2025-07-04 09:30:00,2025-07-04 12:00:00,Cgo,NBO,0,0,57,53,OPS
25070514,SYR,A320,2025-07-04 10:05:00,2025-07-04 11:05:00,Pax,DAM,24,162,3,5,OPS
25070516,AXB,A320,2025-07-04 10:40:00,2025-07-04 12:05:00,Pax,VNS,83,183,24,16,OPS
25070518,ABY,A320,2025-07-04 10:45:00,2025-07-04 12:00:00,Pax,YNB,166,139,8,3,OPS
25070526,ABY,A320,2025-07-04 10:55:00,2025-07-04 15:30:00,Pax,ELQ,174,146,29,34,OPS
25070521,ABY,A320,2025-07-04 11:00:00,2025-07-04 12:55:00,Pax,TRV,144,173,7,1A,OPS
25070519,ABY,A320,2025-07-04 11:10:00,2025-07-04 12:30:00,Pax,MED,173,127,4,4,OPS
25070520,ABY,A320,2025-07-04 11:15:00,2025-07-04 13:05:00,Pax,KTM,116,175,26,1B,OPS
25070528,ABY,A321,2025-07-04 11:20:00,2025-07-04 12:45:00,Pax,CAI,124,215,5,6,OPS
25070524,ABY,A320,2025-07-04 11:40:00,2025-07-04 18:10:00,Pax,DME,148,74,33,29,OPS
25070522,ABY,A320,2025-07-04 11:40:00,2025-07-04 13:15:00,Pax,IST,179,176,25,7,OPS
25070532,ABY,A320,2025-07-04 11:55:00,2025-07-04 13:05:00,Pax,DEL,171,163,3,5,OPS
25070525,ABY,A320,2025-07-04 11:55:00,2025-07-04 15:00:00,Pax,KWI,175,158,31,31,OPS
25070527,ABY,A320,2025-07-04 12:00:00,2025-07-04 12:55:00,Pax,CGP,133,159,22,8,OPS
25070529,ABY,A321,2025-07-04 12:05:00,2025-07-04 14:55:00,Pax,DAC,154,196,23,14,OPS
