MVMTNO,AIRL,A/CTYPE,STA,STD,LOADTYPE,DESTN,PAXIN,PAXOUT,HIST_STAND,MODEL_STAND,TYPE
25071868,ABY,A320,2025-07-12 16:55:00,2025-07-13 08:30:00,Pax,WAW,83,155,56,56,PREDAY
25071895,ABY,A320,2025-07-12 20:05:00,2025-07-13 14:00:00,Pax,DOH,116,100,29,29,PREDAY
25071906,ABY,A320,2025-07-12 20:50:00,2025-07-13 01:15:00,Pax,BOM,175,168,1C,1C,PREDAY
25071918,ABY,A321,2025-07-12 21:20:00,2025-07-13 00:35:00,Pax,BKK,213,213,7,7,PREDAY
25071916,ABY,A321,2025-07-12 21:50:00,2025-07-13 00:13:00,Pax,KHI,204,128,3,3,PREDAY
25071920,ABY,A320,2025-07-12 21:50:00,2025-07-13 00:57:00,Pax,HYD,153,168,37,37,PREDAY
25071919,ABY,A321,2025-07-12 22:10:00,2025-07-13 02:50:00,Pax,DOH,179,154,23,23,PREDAY
25071924,ABY,A320,2025-07-12 22:15:00,2025-07-13 01:42:00,Pax,JAI,123,169,26,26,PREDAY
25071915,ABY,A320,2025-07-12 22:25:00,2025-07-13 00:02:00,Pax,SKT,102,131,8,8,PREDAY
25071923,ABY,A320,2025-07-12 22:25:00,2025-07-13 01:15:00,Pax,NAG,164,169,5,5,PREDAY
25071921,FJL,A320,2025-07-12 22:55:00,2025-07-13 00:57:00,Pax,LHE,162,175,21,21,PREDAY
25071926,BBC,B738,2025-07-12 23:50:00,2025-07-13 01:15:00,Pax,CGP,161,152,6,6,PREDAY
25071927,ABY,A320,2025-07-13 00:16:00,2025-07-13 01:15:00,Pax,DAC,171,159,8,1A,OPS
25071989,MNB,A333,2025-07-13 00:20:00,2025-07-13 01:20:00,Cgo,KWI,0,0,53,51,OPS
25071936,AXB,B38M,2025-07-13 00:25:00,2025-07-13 02:00:00,Pax,TRV,137,171,24,8,OPS
25071928,UBG,B738,2025-07-13 00:30:00,2025-07-13 01:30:00,Pax,DAC,184,151,3,3,OPS
25071929,IGO,A320,2025-07-13 00:55:00,2025-07-13 01:55:00,Pax,LKO,182,188,25,7,OPS
25071932,ABY,A320,2025-07-13 01:35:00,2025-07-13 03:00:00,Pax,KWI,19,167,21,6,OPS
25071933,ABY,A321,2025-07-13 01:35:00,2025-07-13 03:50:00,Pax,DMM,214,212,6,4,OPS
25071935,MSR,A321,2025-07-13 02:00:00,2025-07-13 03:00:00,Pax,CAI,168,182,7,5,OPS
25071934,ABY,A320,2025-07-13 02:10:00,2025-07-13 03:55:00,Pax,BAH,173,85,8,3,OPS
25071941,ABY,A320,2025-07-13 03:25:00,2025-07-13 04:15:00,Pax,DAM,29,133,5,8,OPS
25071938,PGT,A321,2025-07-13 03:40:00,2025-07-13 04:50:00,Pax,SAW,172,163,3,6,OPS
25071939,IGO,A320,2025-07-13 03:55:00,2025-07-13 04:55:00,Pax,TRV,172,181,4,5,OPS
25071946,ABY,A321,2025-07-13 04:00:00,2025-07-13 08:00:00,Pax,HKT,203,220,39,52,OPS
25071940,QTR,A320,2025-07-13 04:10:00,2025-07-13 05:40:00,Pax,DOH,49,143,8,7,OPS
25071943,ABY,A320,2025-07-13 04:10:00,2025-07-13 05:50:00,Pax,TUU,155,168,14,4,OPS
25071948,ABY,A320,2025-07-13 04:40:00,2025-07-13 09:55:00,Pax,ALA,170,164,36,39,OPS
25071942,AXB,B738,2025-07-13 05:00:00,2025-07-13 06:00:00,Pax,COK,159,182,6,3,OPS
25071951,ABY,A321,2025-07-13 05:30:00,2025-07-13 09:00:00,Pax,DAC,138,195,38,35,OPS
25071950,ABY,A320,2025-07-13 05:35:00,2025-07-13 09:25:00,Pax,IST,130,128,37,54,OPS
25071945,SEP,B738,2025-07-13 05:40:00,2025-07-13 06:40:00,Pax,PEW,196,49,3,8,OPS
25071953,ABY,A320,2025-07-13 05:40:00,2025-07-13 07:30:00,Pax,JED,174,168,4,16,OPS
