STAND,STATUS,FROM,TO,DURATION_MIN,MVMTNO
14,FREE,2025-07-25 00:00:00,2025-07-25 06:45:00,405.0,
14,OCCUPIED,2025-07-25 06:45:00,2025-07-25 08:10:00,85.0,25074015
14,FREE,2025-07-25 08:10:00,2025-07-25 12:05:00,235.0,
14,OCCUPIED,2025-07-25 12:05:00,2025-07-25 14:00:00,115.0,25074054
14,FREE,2025-07-25 14:00:00,2025-07-25 16:45:00,165.0,
14,OCCUPIED,2025-07-25 16:45:00,2025-07-25 17:45:00,60.0,25074086
14,FREE,2025-07-25 17:45:00,2025-07-25 20:25:00,160.0,
14,OCCUPIED,2025-07-25 20:25:00,2025-07-25 21:40:00,75.0,25074107
14,FREE,2025-07-25 21:40:00,2025-07-25 22:30:00,50.0,
14,OCCUPIED,2025-07-25 22:30:00,2025-07-26 00:14:00,104.0,25074132
16,FREE,2025-07-25 00:00:00,2025-07-25 05:45:00,345.0,
16,OCCUPIED,2025-07-25 05:45:00,2025-07-25 07:10:00,85.0,25074006
16,FREE,2025-07-25 07:10:00,2025-07-25 11:55:00,285.0,
16,OCCUPIED,2025-07-25 11:55:00,2025-07-25 13:15:00,80.0,25074052
16,FREE,2025-07-25 13:15:00,2025-07-25 15:05:00,110.0,
16,OCCUPIED,2025-07-25 15:05:00,2025-07-25 16:45:00,100.0,25074068
16,FREE,2025-07-25 16:45:00,2025-07-25 18:55:00,130.0,
16,OCCUPIED,2025-07-25 18:55:00,2025-07-25 20:50:00,115.0,25074100
16,FREE,2025-07-25 20:50:00,2025-07-25 21:20:00,30.0,
16,OCCUPIED,2025-07-25 21:20:00,2025-07-25 23:15:00,115.0,25074129
16,FREE,2025-07-25 23:15:00,2025-07-25 23:59:59,44.983333333333334,
1A,FREE,2025-07-25 00:00:00,2025-07-25 02:10:00,130.0,
1A,OCCUPIED,2025-07-25 02:10:00,2025-07-25 03:55:00,105.0,25073984
1A,FREE,2025-07-25 03:55:00,2025-07-25 07:00:00,185.0,
1A,OCCUPIED,2025-07-25 07:00:00,2025-07-25 08:45:00,105.0,25074013
1A,FREE,2025-07-25 08:45:00,2025-07-25 10:45:00,120.0,
1A,OCCUPIED,2025-07-25 10:45:00,2025-07-25 12:10:00,85.0,25074042
1A,FREE,2025-07-25 12:10:00,2025-07-25 15:05:00,175.0,
1A,OCCUPIED,2025-07-25 15:05:00,2025-07-25 16:35:00,90.0,25074071
1A,FREE,2025-07-25 16:35:00,2025-07-25 17:50:00,75.0,
1A,OCCUPIED,2025-07-25 17:50:00,2025-07-25 19:20:00,90.0,25074098
1A,FREE,2025-07-25 19:20:00,2025-07-25 19:55:00,35.0,
1A,OCCUPIED,2025-07-25 19:55:00,2025-07-25 21:20:00,85.0,25074102
1A,FREE,2025-07-25 21:20:00,2025-07-25 21:40:00,20.0,
1A,OCCUPIED,2025-07-25 21:40:00,2025-07-25 22:40:00,60.0,25074126
1A,FREE,2025-07-25 22:40:00,2025-07-25 23:59:59,79.98333333333333,
1B,OCCUPIED,2025-07-24 21:50:00,2025-07-25 01:20:00,210.0,25073963
1B,FREE,2025-07-25 01:20:00,2025-07-25 03:15:00,115.0,
1B,OCCUPIED,2025-07-25 03:15:00,2025-07-25 06:05:00,170.0,25073990
1B,FREE,2025-07-25 06:05:00,2025-07-25 06:30:00,25.0,
1B,OCCUPIED,2025-07-25 06:30:00,2025-07-25 08:05:00,95.0,25074016
1B,FREE,2025-07-25 08:05:00,2025-07-25 11:10:00,185.0,
1B,OCCUPIED,2025-07-25 11:10:00,2025-07-25 12:30:00,80.0,25074044
1B,FREE,2025-07-25 12:30:00,2025-07-25 17:05:00,275.0,
1B,OCCUPIED,2025-07-25 17:05:00,2025-07-25 19:20:00,135.0,25074090
1B,FREE,2025-07-25 19:20:00,2025-07-25 20:20:00,60.0,
1B,OCCUPIED,2025-07-25 20:20:00,2025-07-25 21:25:00,65.0,25074118
1B,FREE,2025-07-25 21:25:00,2025-07-25 21:50:00,25.0,
1B,OCCUPIED,2025-07-25 21:50:00,2025-07-25 22:50:00,60.0,25074131
1B,FREE,2025-07-25 22:50:00,2025-07-25 23:59:59,69.98333333333333,
1C,FREE,2025-07-25 00:00:00,2025-07-25 04:10:00,250.0,
1C,OCCUPIED,2025-07-25 04:10:00,2025-07-25 05:40:00,90.0,25073993
1C,FREE,2025-07-25 05:40:00,2025-07-25 06:40:00,60.0,
1C,OCCUPIED,2025-07-25 06:40:00,2025-07-25 08:05:00,85.0,25074027
1C,FREE,2025-07-25 08:05:00,2025-07-25 12:00:00,235.0,
1C,OCCUPIED,2025-07-25 12:00:00,2025-07-25 13:10:00,70.0,25074053
1C,FREE,2025-07-25 13:10:00,2025-07-25 15:45:00,155.0,
1C,OCCUPIED,2025-07-25 15:45:00,2025-07-25 16:50:00,65.0,25074077
1C,FREE,2025-07-25 16:50:00,2025-07-25 17:15:00,25.0,
1C,OCCUPIED,2025-07-25 17:15:00,2025-07-25 18:55:00,100.0,25074089
1C,FREE,2025-07-25 18:55:00,2025-07-25 19:30:00,35.0,
1C,OCCUPIED,2025-07-25 19:30:00,2025-07-25 20:50:00,80.0,25074105
1C,FREE,2025-07-25 20:50:00,2025-07-25 21:10:00,20.0,
1C,OCCUPIED,2025-07-25 21:10:00,2025-07-25 22:10:00,60.0,25074127
1C,FREE,2025-07-25 22:10:00,2025-07-25 22:30:00,20.0,
1C,OCCUPIED,2025-07-25 22:30:00,2025-07-26 00:55:00,145.0,25074130
21,FREE,2025-07-25 00:00:00,2025-07-25 06:40:00,400.0,
21,OCCUPIED,2025-07-25 06:40:00,2025-07-25 09:10:00,150.0,25074025
21,FREE,2025-07-25 09:10:00,2025-07-25 11:20:00,130.0,
21,OCCUPIED,2025-07-25 11:20:00,2025-07-25 12:45:00,85.0,25074057
21,FREE,2025-07-25 12:45:00,2025-07-25 20:50:00,485.0,
21,OCCUPIED,2025-07-25 20:50:00,2025-07-25 22:20:00,90.0,25074124
21,FREE,2025-07-25 22:20:00,2025-07-25 23:59:59,99.98333333333333,
22,OCCUPIED,2025-07-24 23:34:00,2025-07-25 03:05:00,211.0,25073974
22,FREE,2025-07-25 03:05:00,2025-07-25 06:15:00,190.0,
22,OCCUPIED,2025-07-25 06:15:00,2025-07-25 08:00:00,105.0,25074012
22,FREE,2025-07-25 08:00:00,2025-07-25 20:30:00,750.0,
22,OCCUPIED,2025-07-25 20:30:00,2025-07-25 22:05:00,95.0,25074113
22,FREE,2025-07-25 22:05:00,2025-07-25 23:59:59,114.98333333333333,
23,FREE,2025-07-25 00:00:00,2025-07-25 07:00:00,420.0,
23,OCCUPIED,2025-07-25 07:00:00,2025-07-25 09:00:00,120.0,25074023
23,FREE,2025-07-25 09:00:00,2025-07-25 12:15:00,195.0,
23,OCCUPIED,2025-07-25 12:15:00,2025-07-25 14:25:00,130.0,25074061
23,FREE,2025-07-25 14:25:00,2025-07-25 20:00:00,335.0,
23,OCCUPIED,2025-07-25 20:00:00,2025-07-25 22:15:00,135.0,25074108
23,FREE,2025-07-25 22:15:00,2025-07-25 23:59:59,104.98333333333333,
24,OCCUPIED,2025-07-24 22:30:00,2025-07-25 00:55:00,145.0,25073965
24,FREE,2025-07-25 00:55:00,2025-07-25 07:05:00,370.0,
24,OCCUPIED,2025-07-25 07:05:00,2025-07-25 08:05:00,60.0,25074010
24,FREE,2025-07-25 08:05:00,2025-07-25 11:15:00,190.0,
24,OCCUPIED,2025-07-25 11:15:00,2025-07-25 13:20:00,125.0,25074046
24,FREE,2025-07-25 13:20:00,2025-07-25 20:50:00,450.0,
24,OCCUPIED,2025-07-25 20:50:00,2025-07-25 22:05:00,75.0,25074117
24,FREE,2025-07-25 22:05:00,2025-07-25 23:59:59,114.98333333333333,
25,FREE,2025-07-25 00:00:00,2025-07-25 06:35:00,395.0,
25,OCCUPIED,2025-07-25 06:35:00,2025-07-25 08:10:00,95.0,25074024
25,FREE,2025-07-25 08:10:00,2025-07-25 11:40:00,210.0,
25,OCCUPIED,2025-07-25 11:40:00,2025-07-25 13:05:00,85.0,25074049
25,FREE,2025-07-25 13:05:00,2025-07-25 20:45:00,460.0,
25,OCCUPIED,2025-07-25 20:45:00,2025-07-25 21:35:00,50.0,25074116
25,FREE,2025-07-25 21:35:00,2025-07-25 23:59:59,144.98333333333332,
26,FREE,2025-07-25 00:00:00,2025-07-25 07:00:00,420.0,
26,OCCUPIED,2025-07-25 07:00:00,2025-07-25 09:00:00,120.0,25074014
26,FREE,2025-07-25 09:00:00,2025-07-25 10:55:00,115.0,
26,OCCUPIED,2025-07-25 10:55:00,2025-07-25 12:55:00,120.0,25074056
26,FREE,2025-07-25 12:55:00,2025-07-25 20:45:00,470.0,
26,OCCUPIED,2025-07-25 20:45:00,2025-07-25 21:45:00,60.0,25074112
26,FREE,2025-07-25 21:45:00,2025-07-25 23:59:59,134.98333333333332,
29,OCCUPIED,2025-07-24 22:10:00,2025-07-25 03:50:00,340.0,25073967
29,FREE,2025-07-25 03:50:00,2025-07-25 06:15:00,145.0,
29,OCCUPIED,2025-07-25 06:15:00,2025-07-25 07:20:00,65.0,25074029
29,FREE,2025-07-25 07:20:00,2025-07-25 20:50:00,810.0,
29,OCCUPIED,2025-07-25 20:50:00,2025-07-25 22:20:00,90.0,25074119
29,FREE,2025-07-25 22:20:00,2025-07-25 23:59:59,99.98333333333333,
3,OCCUPIED,2025-07-24 23:40:00,2025-07-25 00:25:00,45.0,25073976
3,FREE,2025-07-25 00:25:00,2025-07-25 01:30:00,65.0,
3,OCCUPIED,2025-07-25 01:30:00,2025-07-25 04:15:00,165.0,25073982
3,FREE,2025-07-25 04:15:00,2025-07-25 05:00:00,45.0,
3,OCCUPIED,2025-07-25 05:00:00,2025-07-25 06:00:00,60.0,25073996
3,FREE,2025-07-25 06:00:00,2025-07-25 07:00:00,60.0,
3,OCCUPIED,2025-07-25 07:00:00,2025-07-25 07:50:00,50.0,25074020
3,FREE,2025-07-25 07:50:00,2025-07-25 09:10:00,80.0,
3,OCCUPIED,2025-07-25 09:10:00,2025-07-25 10:00:00,50.0,25074034
3,FREE,2025-07-25 10:00:00,2025-07-25 11:40:00,100.0,
3,OCCUPIED,2025-07-25 11:40:00,2025-07-25 12:45:00,65.0,25074050
3,FREE,2025-07-25 12:45:00,2025-07-25 13:20:00,35.0,
3,OCCUPIED,2025-07-25 13:20:00,2025-07-25 14:20:00,60.0,25074060
3,FREE,2025-07-25 14:20:00,2025-07-25 14:40:00,20.0,
3,OCCUPIED,2025-07-25 14:40:00,2025-07-25 15:40:00,60.0,25074070
3,FREE,2025-07-25 15:40:00,2025-07-25 16:45:00,65.0,
3,OCCUPIED,2025-07-25 16:45:00,2025-07-25 17:35:00,50.0,25074082
3,FREE,2025-07-25 17:35:00,2025-07-25 18:10:00,35.0,
3,OCCUPIED,2025-07-25 18:10:00,2025-07-25 19:10:00,60.0,25074091
3,FREE,2025-07-25 19:10:00,2025-07-25 20:05:00,55.0,
3,OCCUPIED,2025-07-25 20:05:00,2025-07-25 21:25:00,80.0,25074109
3,FREE,2025-07-25 21:25:00,2025-07-25 21:50:00,25.0,
3,OCCUPIED,2025-07-25 21:50:00,2025-07-25 22:40:00,50.0,25074134
3,FREE,2025-07-25 22:40:00,2025-07-25 23:40:00,60.0,
3,OCCUPIED,2025-07-25 23:40:00,2025-07-26 00:25:00,45.0,25074144
30,FREE,2025-07-25 00:00:00,2025-07-25 01:35:00,95.0,
30,OCCUPIED,2025-07-25 01:35:00,2025-07-25 04:45:00,190.0,25073983
30,FREE,2025-07-25 04:45:00,2025-07-25 06:40:00,115.0,
30,OCCUPIED,2025-07-25 06:40:00,2025-07-25 08:45:00,125.0,25074009
30,FREE,2025-07-25 08:45:00,2025-07-25 20:25:00,700.0,
30,OCCUPIED,2025-07-25 20:25:00,2025-07-25 21:35:00,70.0,25074115
30,FREE,2025-07-25 21:35:00,2025-07-25 23:44:00,129.0,
30,OCCUPIED,2025-07-25 23:44:00,2025-07-26 03:05:00,201.0,25074142
31,OCCUPIED,2025-07-24 19:30:00,2025-07-25 01:20:00,350.0,25073946
31,FREE,2025-07-25 01:20:00,2025-07-25 06:35:00,315.0,
31,OCCUPIED,2025-07-25 06:35:00,2025-07-25 07:55:00,80.0,25074007
31,FREE,2025-07-25 07:55:00,2025-07-25 14:55:00,420.0,
31,OCCUPIED,2025-07-25 14:55:00,2025-07-25 22:25:00,450.0,25074072
31,FREE,2025-07-25 22:25:00,2025-07-25 23:59:59,94.98333333333333,
32,FREE,2025-07-25 00:00:00,2025-07-25 06:50:00,410.0,
