STAND,STATUS,FROM,TO,DURATION_MIN,MVMTNO
14,OCCUPIED,2025-07-04 22:20:00,2025-07-05 00:15:00,115.0,25070602
14,FREE,2025-07-05 00:15:00,2025-07-05 06:15:00,360.0,
14,OCCUPIED,2025-07-05 06:15:00,2025-07-05 07:35:00,80.0,25070645
14,FREE,2025-07-05 07:35:00,2025-07-05 12:15:00,280.0,
14,OCCUPIED,2025-07-05 12:15:00,2025-07-05 15:10:00,175.0,25070696
14,FREE,2025-07-05 15:10:00,2025-07-05 19:55:00,285.0,
14,OCCUPIED,2025-07-05 19:55:00,2025-07-05 21:40:00,105.0,25070734
14,FREE,2025-07-05 21:40:00,2025-07-05 22:30:00,50.0,
14,OCCUPIED,2025-07-05 22:30:00,2025-07-06 00:55:00,145.0,25070760
16,OCCUPIED,2025-07-04 22:40:00,2025-07-05 00:25:00,105.0,25070607
16,FREE,2025-07-05 00:25:00,2025-07-05 06:00:00,335.0,
16,OCCUPIED,2025-07-05 06:00:00,2025-07-05 07:30:00,90.0,25070641
16,FREE,2025-07-05 07:30:00,2025-07-05 10:55:00,205.0,
16,OCCUPIED,2025-07-05 10:55:00,2025-07-05 13:10:00,135.0,25070684
16,FREE,2025-07-05 13:10:00,2025-07-05 19:40:00,390.0,
16,OCCUPIED,2025-07-05 19:40:00,2025-07-05 21:45:00,125.0,25070743
16,FREE,2025-07-05 21:45:00,2025-07-05 22:25:00,40.0,
16,OCCUPIED,2025-07-05 22:25:00,2025-07-06 00:22:00,117.0,25070764
1A,OCCUPIED,2025-07-04 23:25:00,2025-07-05 01:20:00,115.0,25070612
1A,FREE,2025-07-05 01:20:00,2025-07-05 06:30:00,310.0,
1A,OCCUPIED,2025-07-05 06:30:00,2025-07-05 08:20:00,110.0,25070640
1A,FREE,2025-07-05 08:20:00,2025-07-05 10:45:00,145.0,
1A,OCCUPIED,2025-07-05 10:45:00,2025-07-05 12:55:00,130.0,25070680
1A,FREE,2025-07-05 12:55:00,2025-07-05 16:00:00,185.0,
1A,OCCUPIED,2025-07-05 16:00:00,2025-07-05 16:55:00,55.0,25070709
1A,FREE,2025-07-05 16:55:00,2025-07-05 18:35:00,100.0,
1A,OCCUPIED,2025-07-05 18:35:00,2025-07-05 19:45:00,70.0,25070724
1A,FREE,2025-07-05 19:45:00,2025-07-05 20:25:00,40.0,
1A,OCCUPIED,2025-07-05 20:25:00,2025-07-05 22:05:00,100.0,25070741
1A,FREE,2025-07-05 22:05:00,2025-07-05 22:25:00,20.0,
1A,OCCUPIED,2025-07-05 22:25:00,2025-07-06 00:25:00,120.0,25070768
1B,OCCUPIED,2025-07-04 21:40:00,2025-07-05 00:36:00,176.0,25070596
1B,FREE,2025-07-05 00:36:00,2025-07-05 06:40:00,364.0,
1B,OCCUPIED,2025-07-05 06:40:00,2025-07-05 08:10:00,90.0,25070658
1B,FREE,2025-07-05 08:10:00,2025-07-05 11:40:00,210.0,
1B,OCCUPIED,2025-07-05 11:40:00,2025-07-05 13:35:00,115.0,25070692
1B,FREE,2025-07-05 13:35:00,2025-07-05 15:45:00,130.0,
1B,OCCUPIED,2025-07-05 15:45:00,2025-07-05 16:50:00,65.0,25070707
1B,FREE,2025-07-05 16:50:00,2025-07-05 19:45:00,175.0,
1B,OCCUPIED,2025-07-05 19:45:00,2025-07-05 21:05:00,80.0,25070735
1B,FREE,2025-07-05 21:05:00,2025-07-05 21:40:00,35.0,
1B,OCCUPIED,2025-07-05 21:40:00,2025-07-05 22:40:00,60.0,25070751
1B,FREE,2025-07-05 22:40:00,2025-07-05 23:59:59,79.98333333333333,
1C,FREE,2025-07-05 00:00:00,2025-07-05 02:10:00,130.0,
1C,OCCUPIED,2025-07-05 02:10:00,2025-07-05 03:50:00,100.0,25070622
1C,FREE,2025-07-05 03:50:00,2025-07-05 06:25:00,155.0,
1C,OCCUPIED,2025-07-05 06:25:00,2025-07-05 07:50:00,85.0,25070647
1C,FREE,2025-07-05 07:50:00,2025-07-05 11:00:00,190.0,
1C,OCCUPIED,2025-07-05 11:00:00,2025-07-05 13:05:00,125.0,25070681
1C,FREE,2025-07-05 13:05:00,2025-07-05 15:05:00,120.0,
1C,OCCUPIED,2025-07-05 15:05:00,2025-07-05 17:20:00,135.0,25070706
1C,FREE,2025-07-05 17:20:00,2025-07-05 17:50:00,30.0,
1C,OCCUPIED,2025-07-05 17:50:00,2025-07-05 19:20:00,90.0,25070722
1C,FREE,2025-07-05 19:20:00,2025-07-05 20:00:00,40.0,
1C,OCCUPIED,2025-07-05 20:00:00,2025-07-05 21:25:00,85.0,25070738
1C,FREE,2025-07-05 21:25:00,2025-07-05 21:50:00,25.0,
1C,OCCUPIED,2025-07-05 21:50:00,2025-07-05 22:50:00,60.0,25070761
1C,FREE,2025-07-05 22:50:00,2025-07-05 23:59:59,69.98333333333333,
21,OCCUPIED,2025-07-04 23:45:00,2025-07-05 01:00:00,75.0,25070611
21,FREE,2025-07-05 01:00:00,2025-07-05 05:30:00,270.0,
21,OCCUPIED,2025-07-05 05:30:00,2025-07-05 07:40:00,130.0,25070636
21,FREE,2025-07-05 07:40:00,2025-07-05 20:35:00,775.0,
21,OCCUPIED,2025-07-05 20:35:00,2025-07-05 22:15:00,100.0,25070746
21,FREE,2025-07-05 22:15:00,2025-07-05 23:59:59,104.98333333333333,
22,FREE,2025-07-05 00:00:00,2025-07-05 00:25:00,25.0,
22,OCCUPIED,2025-07-05 00:25:00,2025-07-05 02:00:00,95.0,25070613
22,FREE,2025-07-05 02:00:00,2025-07-05 07:25:00,325.0,
22,OCCUPIED,2025-07-05 07:25:00,2025-07-05 08:20:00,55.0,25070661
22,FREE,2025-07-05 08:20:00,2025-07-05 20:25:00,725.0,
22,OCCUPIED,2025-07-05 20:25:00,2025-07-05 22:10:00,105.0,25070748
22,FREE,2025-07-05 22:10:00,2025-07-05 23:59:59,109.98333333333333,
23,FREE,2025-07-05 00:00:00,2025-07-05 06:25:00,385.0,
23,OCCUPIED,2025-07-05 06:25:00,2025-07-05 09:00:00,155.0,25070644
23,FREE,2025-07-05 09:00:00,2025-07-05 12:05:00,185.0,
23,OCCUPIED,2025-07-05 12:05:00,2025-07-05 14:55:00,170.0,25070691
23,FREE,2025-07-05 14:55:00,2025-07-05 21:20:00,385.0,
23,OCCUPIED,2025-07-05 21:20:00,2025-07-05 22:40:00,80.0,25070766
