STAND,STATUS,FROM,TO,DURATION_MIN,MVMTNO
14,FREE,2025-07-13 00:00:00,2025-07-13 06:25:00,385.0,
14,OCCUPIED,2025-07-13 06:25:00,2025-07-13 07:30:00,65.0,25071961
14,FREE,2025-07-13 07:30:00,2025-07-13 11:10:00,220.0,
14,OCCUPIED,2025-07-13 11:10:00,2025-07-13 12:45:00,95.0,25072001
14,FREE,2025-07-13 12:45:00,2025-07-13 20:30:00,465.0,
14,OCCUPIED,2025-07-13 20:30:00,2025-07-13 21:25:00,55.0,25072072
14,FREE,2025-07-13 21:25:00,2025-07-13 21:50:00,25.0,
14,OCCUPIED,2025-07-13 21:50:00,2025-07-14 00:25:00,155.0,25072082
16,FREE,2025-07-13 00:00:00,2025-07-13 05:40:00,340.0,
16,OCCUPIED,2025-07-13 05:40:00,2025-07-13 07:30:00,110.0,25071953
16,FREE,2025-07-13 07:30:00,2025-07-13 11:55:00,265.0,
16,OCCUPIED,2025-07-13 11:55:00,2025-07-13 13:20:00,85.0,25072012
16,FREE,2025-07-13 13:20:00,2025-07-13 15:05:00,105.0,
16,OCCUPIED,2025-07-13 15:05:00,2025-07-13 16:25:00,80.0,25072034
16,FREE,2025-07-13 16:25:00,2025-07-13 20:40:00,255.0,
16,OCCUPIED,2025-07-13 20:40:00,2025-07-13 22:30:00,110.0,25072071
16,FREE,2025-07-13 22:30:00,2025-07-13 23:59:59,89.98333333333333,
1A,FREE,2025-07-13 00:00:00,2025-07-13 05:50:00,350.0,
1A,OCCUPIED,2025-07-13 05:50:00,2025-07-13 07:35:00,105.0,25071947
1A,FREE,2025-07-13 07:35:00,2025-07-13 11:40:00,245.0,
1A,OCCUPIED,2025-07-13 11:40:00,2025-07-13 13:05:00,85.0,25072004
1A,FREE,2025-07-13 13:05:00,2025-07-13 13:45:00,40.0,
1A,OCCUPIED,2025-07-13 13:45:00,2025-07-13 15:00:00,75.0,25072019
1A,FREE,2025-07-13 15:00:00,2025-07-13 18:20:00,200.0,
1A,OCCUPIED,2025-07-13 18:20:00,2025-07-13 19:50:00,90.0,25072049
1A,FREE,2025-07-13 19:50:00,2025-07-13 20:20:00,30.0,
1A,OCCUPIED,2025-07-13 20:20:00,2025-07-13 21:25:00,65.0,25072062
1A,FREE,2025-07-13 21:25:00,2025-07-13 22:25:00,60.0,
1A,OCCUPIED,2025-07-13 22:25:00,2025-07-14 00:38:00,133.0,25072091
1B,FREE,2025-07-13 00:00:00,2025-07-13 00:16:00,16.0,
1B,OCCUPIED,2025-07-13 00:16:00,2025-07-13 01:15:00,59.0,25071927
1B,FREE,2025-07-13 01:15:00,2025-07-13 06:30:00,315.0,
1B,OCCUPIED,2025-07-13 06:30:00,2025-07-13 08:10:00,100.0,25071977
1B,FREE,2025-07-13 08:10:00,2025-07-13 11:20:00,190.0,
1B,OCCUPIED,2025-07-13 11:20:00,2025-07-13 13:05:00,105.0,25072013
1B,FREE,2025-07-13 13:05:00,2025-07-13 20:45:00,460.0,
1B,OCCUPIED,2025-07-13 20:45:00,2025-07-13 22:10:00,85.0,25072088
1B,FREE,2025-07-13 22:10:00,2025-07-13 22:30:00,20.0,
1B,OCCUPIED,2025-07-13 22:30:00,2025-07-14 00:55:00,145.0,25072080
1C,OCCUPIED,2025-07-12 20:50:00,2025-07-13 01:15:00,265.0,25071906
1C,FREE,2025-07-13 01:15:00,2025-07-13 06:55:00,340.0,
1C,OCCUPIED,2025-07-13 06:55:00,2025-07-13 08:10:00,75.0,25071959
1C,FREE,2025-07-13 08:10:00,2025-07-13 11:55:00,225.0,
1C,OCCUPIED,2025-07-13 11:55:00,2025-07-13 13:15:00,80.0,25072005
1C,FREE,2025-07-13 13:15:00,2025-07-13 19:30:00,375.0,
1C,OCCUPIED,2025-07-13 19:30:00,2025-07-13 20:50:00,80.0,25072056
1C,FREE,2025-07-13 20:50:00,2025-07-13 21:20:00,30.0,
1C,OCCUPIED,2025-07-13 21:20:00,2025-07-13 22:35:00,75.0,25072084
1C,FREE,2025-07-13 22:35:00,2025-07-13 23:59:59,84.98333333333333,
21,OCCUPIED,2025-07-12 22:55:00,2025-07-13 00:57:00,122.0,25071921
21,FREE,2025-07-13 00:57:00,2025-07-13 06:50:00,353.0,
21,OCCUPIED,2025-07-13 06:50:00,2025-07-13 08:10:00,80.0,25071974
