STAND,STATUS,FROM,TO,DURATION_MIN,MVMTNO
14,FREE,2025-07-17 00:00:00,2025-07-17 06:40:00,400.0,
14,OCCUPIED,2025-07-17 06:40:00,2025-07-17 08:20:00,100.0,25072646
14,FREE,2025-07-17 08:20:00,2025-07-17 12:15:00,235.0,
14,OCCUPIED,2025-07-17 12:15:00,2025-07-17 14:00:00,105.0,25072694
14,FREE,2025-07-17 14:00:00,2025-07-17 20:20:00,380.0,
14,OCCUPIED,2025-07-17 20:20:00,2025-07-17 21:45:00,85.0,25072753
14,FREE,2025-07-17 21:45:00,2025-07-17 23:59:59,134.98333333333332,
16,OCCUPIED,2025-07-16 23:25:00,2025-07-17 00:25:00,60.0,25072599
16,FREE,2025-07-17 00:25:00,2025-07-17 05:10:00,285.0,
16,OCCUPIED,2025-07-17 05:10:00,2025-07-17 07:30:00,140.0,25072622
16,FREE,2025-07-17 07:30:00,2025-07-17 11:40:00,250.0,
16,OCCUPIED,2025-07-17 11:40:00,2025-07-17 12:55:00,75.0,25072685
16,FREE,2025-07-17 12:55:00,2025-07-17 18:50:00,355.0,
16,OCCUPIED,2025-07-17 18:50:00,2025-07-17 20:50:00,120.0,25072731
16,FREE,2025-07-17 20:50:00,2025-07-17 21:20:00,30.0,
16,OCCUPIED,2025-07-17 21:20:00,2025-07-17 23:15:00,115.0,25072765
16,FREE,2025-07-17 23:15:00,2025-07-17 23:59:59,44.983333333333334,
1A,FREE,2025-07-17 00:00:00,2025-07-17 04:01:00,241.0,
1A,OCCUPIED,2025-07-17 04:01:00,2025-07-17 05:55:00,114.0,25072626
1A,FREE,2025-07-17 05:55:00,2025-07-17 06:40:00,45.0,
1A,OCCUPIED,2025-07-17 06:40:00,2025-07-17 08:10:00,90.0,25072649
1A,FREE,2025-07-17 08:10:00,2025-07-17 11:00:00,170.0,
1A,OCCUPIED,2025-07-17 11:00:00,2025-07-17 12:10:00,70.0,25072680
1A,FREE,2025-07-17 12:10:00,2025-07-17 15:15:00,185.0,
1A,OCCUPIED,2025-07-17 15:15:00,2025-07-17 16:35:00,80.0,25072708
1A,FREE,2025-07-17 16:35:00,2025-07-17 19:45:00,190.0,
1A,OCCUPIED,2025-07-17 19:45:00,2025-07-17 21:05:00,80.0,25072743
1A,FREE,2025-07-17 21:05:00,2025-07-17 21:40:00,35.0,
1A,OCCUPIED,2025-07-17 21:40:00,2025-07-17 23:10:00,90.0,25072764
1A,FREE,2025-07-17 23:10:00,2025-07-17 23:59:59,49.983333333333334,
1B,FREE,2025-07-17 00:00:00,2025-07-17 04:10:00,250.0,
1B,OCCUPIED,2025-07-17 04:10:00,2025-07-17 05:40:00,90.0,25072619
1B,FREE,2025-07-17 05:40:00,2025-07-17 06:05:00,25.0,
1B,OCCUPIED,2025-07-17 06:05:00,2025-07-17 07:35:00,90.0,25072634
1B,FREE,2025-07-17 07:35:00,2025-07-17 10:45:00,190.0,
