MVMTNO,AIRL,A/CTYPE,STA,STD,LOADTYPE,DESTN,PAXIN,PAXOUT,HIST_STAND,MODEL_STAND,TYPE
25073244,ABY,A320,2025-07-20 17:30:00,2025-07-21 02:40:00,Pax,PEW,150,130,38,38,PREDAY
25073290,VYU,A320,2025-07-20 19:25:00,2025-07-21 05:25:00,Cgo,EBL,0,0,57,57,PREDAY
25073275,ABY,A320,2025-07-20 20:40:00,2025-07-21 01:15:00,Pax,DAC,171,156,40,40,PREDAY
25073270,ABY,A320,2025-07-20 20:45:00,2025-07-21 09:00:00,Pax,NBO,166,171,39,39,PREDAY
25073274,ABY,A321,2025-07-20 20:50:00,2025-07-21 08:45:00,Pax,DOH,198,172,60,60,PREDAY
25073289,ABY,A321,2025-07-20 21:50:00,2025-07-21 08:00:00,Pax,HKT,206,217,31,31,PREDAY
25073288,ABY,A321,2025-07-20 22:10:00,2025-07-21 07:40:00,Pax,BGY,162,114,58,58,PREDAY
25073293,ABY,A320,2025-07-20 22:25:00,2025-07-21 03:55:00,Pax,BAH,152,94,62,62,PREDAY
25073281,AXB,A320,2025-07-20 22:30:00,2025-07-21 00:55:00,Pax,DEL,155,162,34,34,PREDAY
25073296,ABY,A320,2025-07-20 23:20:00,2025-07-21 06:05:00,Pax,UET,153,68,35,35,PREDAY
25073297,ABY,A320,2025-07-20 23:25:00,2025-07-21 00:25:00,Pax,AMD,160,147,7,7,PREDAY
25073300,ABY,A320,2025-07-20 23:40:00,2025-07-21 02:10:00,Pax,KTM,174,115,8,8,PREDAY
25073299,PIA,A320,2025-07-20 23:45:00,2025-07-21 01:00:00,Pax,PEW,164,81,4,4,PREDAY
25073301,UBG,B738,2025-07-21 00:30:00,2025-07-21 01:30:00,Pax,DAC,189,129,3,5,OPS
25073302,IGO,A320,2025-07-21 00:55:00,2025-07-21 01:55:00,Pax,LKO,166,176,5,6,OPS
25073306,ABY,A320,2025-07-21 01:35:00,2025-07-21 02:50:00,Pax,DOH,168,88,6,3,OPS
25073304,ABY,A320,2025-07-21 01:35:00,2025-07-21 04:45:00,Pax,MUX,153,113,23,34,OPS
25073307,MSR,A321,2025-07-21 02:00:00,2025-07-21 03:00:00,Pax,CAI,168,158,4,7,OPS
25073308,TKJ,B738,2025-07-21 02:05:00,2025-07-21 03:40:00,Pax,SAW,183,175,7,4,OPS
25073305,ABY,A320,2025-07-21 02:10:00,2025-07-21 03:50:00,Pax,DMM,168,174,21,5,OPS
25073316,AXB,B738,2025-07-21 03:00:00,2025-07-21 04:00:00,Pax,COK,163,187,24,6,OPS
25073312,ABY,A320,2025-07-21 03:15:00,2025-07-21 08:55:00,Pax,KRK,116,156,40,54,OPS
25073318,ETH,B738,2025-07-21 03:25:00,2025-07-21 04:25:00,Pax,ADD,139,127,3,3,OPS
25073311,ABY,A320,2025-07-21 03:25:00,2025-07-21 04:15:00,Pax,DAM,136,131,5,1B,OPS
25073309,JAG,B752,2025-07-21 03:30:00,2025-07-21 06:00:00,Cgo,AKX,0,0,59,51,OPS
25073319,PGT,A321,2025-07-21 03:40:00,2025-07-21 04:50:00,Pax,SAW,172,194,4,8,OPS
25073313,IGO,A320,2025-07-21 03:55:00,2025-07-21 04:55:00,Pax,TRV,185,187,6,7,OPS
25073315,ABY,A320,2025-07-21 04:00:00,2025-07-21 07:50:00,Pax,MLE,164,172,38,52,OPS
25073317,ABY,A320,2025-07-21 04:05:00,2025-07-21 07:30:00,Pax,MED,96,172,36,56,OPS
25073314,ABY,A320,2025-07-21 04:10:00,2025-07-21 05:50:00,Pax,TUU,150,160,25,5,OPS
25073321,QTR,A320,2025-07-21 04:10:00,2025-07-21 05:40:00,Pax,DOH,97,98,8,4,OPS
25073324,ABY,A320,2025-07-21 04:40:00,2025-07-21 13:40:00,Pax,AMM,163,177,37,37,OPS
25073322,ABY,A320,2025-07-21 05:00:00,2025-07-21 08:10:00,Pax,DMM,136,171,34,36,OPS
25073320,AXB,A320,2025-07-21 05:00:00,2025-07-21 06:00:00,Pax,CCJ,181,174,7,6,OPS
25073325,ABY,A321,2025-07-21 05:30:00,2025-07-21 07:30:00,Pax,RUH,121,191,5,7,OPS
25073323,SEP,B738,2025-07-21 05:40:00,2025-07-21 06:40:00,Pax,ISB,143,34,22,3,OPS
25073326,ABY,A320,2025-07-21 05:50:00,2025-07-21 07:20:00,Pax,KBL,173,154,6,25,OPS
25073329,ABY,A320,2025-07-21 05:50:00,2025-07-21 09:25:00,Pax,IST,160,109,30,62,OPS
25073330,ABY,A320,2025-07-21 05:55:00,2025-07-21 08:50:00,Pax,FRU,152,166,32,40,OPS
25073328,ABY,A320,2025-07-21 06:00:00,2025-07-21 07:00:00,Pax,KHI,127,60,21,34,OPS
25073332,ABY,A320,2025-07-21 06:05:00,2025-07-21 09:45:00,Pax,EBL,161,115,56,38,OPS
25073327,ABY,A320,2025-07-21 06:05:00,2025-07-21 08:10:00,Pax,TBS,172,141,14,26,OPS
25073340,PGT,A321,2025-07-21 06:15:00,2025-07-21 07:20:00,Pax,SAW,161,99,23,4,OPS
25073334,ABY,A320,2025-07-21 06:15:00,2025-07-21 08:20:00,Pax,CMB,163,170,16,16,OPS
25073338,ABY,A321,2025-07-21 06:25:00,2025-07-21 12:45:00,Pax,CAI,202,216,53,35,OPS
25073354,ABY,A320,2025-07-21 06:25:00,2025-07-21 13:25:00,Pax,TBS,149,121,1C,50,OPS
25073333,KQA,B738,2025-07-21 06:30:00,2025-07-21 09:00:00,Cgo,BOM,0,0,55,51,OPS
