STAND,STATUS,FROM,TO,DURATION_MIN,MVMTNO
14,OCCUPIED,2025-07-09 22:10:00,2025-07-10 01:15:00,185.0,25071407
14,FREE,2025-07-10 01:15:00,2025-07-10 06:45:00,330.0,
14,OCCUPIED,2025-07-10 06:45:00,2025-07-10 09:00:00,135.0,25071461
14,FREE,2025-07-10 09:00:00,2025-07-10 11:55:00,175.0,
14,OCCUPIED,2025-07-10 11:55:00,2025-07-10 13:35:00,100.0,25071499
14,FREE,2025-07-10 13:35:00,2025-07-10 14:00:00,25.0,
14,OCCUPIED,2025-07-10 14:00:00,2025-07-10 15:00:00,60.0,25071512
14,FREE,2025-07-10 15:00:00,2025-07-10 19:40:00,280.0,
14,OCCUPIED,2025-07-10 19:40:00,2025-07-10 21:45:00,125.0,25071550
14,FREE,2025-07-10 21:45:00,2025-07-10 23:59:59,134.98333333333332,
16,OCCUPIED,2025-07-09 23:25:00,2025-07-10 02:40:00,195.0,25071415
16,FREE,2025-07-10 02:40:00,2025-07-10 07:00:00,260.0,
16,OCCUPIED,2025-07-10 07:00:00,2025-07-10 08:50:00,110.0,25071462
16,FREE,2025-07-10 08:50:00,2025-07-10 12:10:00,200.0,
16,OCCUPIED,2025-07-10 12:10:00,2025-07-10 13:20:00,70.0,25071503
16,FREE,2025-07-10 13:20:00,2025-07-10 15:05:00,105.0,
16,OCCUPIED,2025-07-10 15:05:00,2025-07-10 16:25:00,80.0,25071509
16,FREE,2025-07-10 16:25:00,2025-07-10 20:00:00,215.0,
16,OCCUPIED,2025-07-10 20:00:00,2025-07-10 21:00:00,60.0,25071537
16,FREE,2025-07-10 21:00:00,2025-07-10 21:20:00,20.0,
16,OCCUPIED,2025-07-10 21:20:00,2025-07-11 00:05:00,165.0,25071568
1A,FREE,2025-07-10 00:00:00,2025-07-10 04:10:00,250.0,
1A,OCCUPIED,2025-07-10 04:10:00,2025-07-10 05:40:00,90.0,25071436
1A,FREE,2025-07-10 05:40:00,2025-07-10 06:05:00,25.0,
1A,OCCUPIED,2025-07-10 06:05:00,2025-07-10 07:35:00,90.0,25071456
1A,FREE,2025-07-10 07:35:00,2025-07-10 10:55:00,200.0,
1A,OCCUPIED,2025-07-10 10:55:00,2025-07-10 13:15:00,140.0,25071498
1A,FREE,2025-07-10 13:15:00,2025-07-10 15:15:00,120.0,
1A,OCCUPIED,2025-07-10 15:15:00,2025-07-10 16:35:00,80.0,25071517
1A,FREE,2025-07-10 16:35:00,2025-07-10 20:20:00,225.0,
1A,OCCUPIED,2025-07-10 20:20:00,2025-07-10 21:25:00,65.0,25071546
1A,FREE,2025-07-10 21:25:00,2025-07-10 21:50:00,25.0,
1A,OCCUPIED,2025-07-10 21:50:00,2025-07-10 22:50:00,60.0,25071571
1A,FREE,2025-07-10 22:50:00,2025-07-10 23:59:59,69.98333333333333,
