STAND,STATUS,FROM,TO,DURATION_MIN,MVMTNO
14,FREE,2025-07-06 00:00:00,2025-07-06 06:00:00,360.0,
14,OCCUPIED,2025-07-06 06:00:00,2025-07-06 08:10:00,130.0,25070805
14,FREE,2025-07-06 08:10:00,2025-07-06 12:05:00,235.0,
14,OCCUPIED,2025-07-06 12:05:00,2025-07-06 14:00:00,115.0,25070853
14,FREE,2025-07-06 14:00:00,2025-07-06 15:05:00,65.0,
14,OCCUPIED,2025-07-06 15:05:00,2025-07-06 16:25:00,80.0,25070871
14,FREE,2025-07-06 16:25:00,2025-07-06 16:45:00,20.0,
14,OCCUPIED,2025-07-06 16:45:00,2025-07-06 18:35:00,110.0,25070883
14,FREE,2025-07-06 18:35:00,2025-07-06 20:25:00,110.0,
14,OCCUPIED,2025-07-06 20:25:00,2025-07-06 22:05:00,100.0,25070919
14,FREE,2025-07-06 22:05:00,2025-07-06 23:59:59,114.98333333333333,
16,OCCUPIED,2025-07-05 22:25:00,2025-07-06 00:25:00,120.0,25070768
16,FREE,2025-07-06 00:25:00,2025-07-06 05:55:00,330.0,
16,OCCUPIED,2025-07-06 05:55:00,2025-07-06 07:35:00,100.0,25070813
16,FREE,2025-07-06 07:35:00,2025-07-06 10:40:00,185.0,
16,OCCUPIED,2025-07-06 10:40:00,2025-07-06 12:05:00,85.0,25070841
16,FREE,2025-07-06 12:05:00,2025-07-06 20:45:00,520.0,
16,OCCUPIED,2025-07-06 20:45:00,2025-07-06 22:10:00,85.0,25070922
16,FREE,2025-07-06 22:10:00,2025-07-06 23:59:59,109.98333333333333,
1A,FREE,2025-07-06 00:00:00,2025-07-06 03:15:00,195.0,
1A,OCCUPIED,2025-07-06 03:15:00,2025-07-06 04:45:00,90.0,25070784
1A,FREE,2025-07-06 04:45:00,2025-07-06 06:30:00,105.0,
1A,OCCUPIED,2025-07-06 06:30:00,2025-07-06 08:10:00,100.0,25070818
1A,FREE,2025-07-06 08:10:00,2025-07-06 11:40:00,210.0,
1A,OCCUPIED,2025-07-06 11:40:00,2025-07-06 13:15:00,95.0,25070854
1A,FREE,2025-07-06 13:15:00,2025-07-06 15:05:00,110.0,
1A,OCCUPIED,2025-07-06 15:05:00,2025-07-06 16:35:00,90.0,25070876
1A,FREE,2025-07-06 16:35:00,2025-07-06 17:30:00,55.0,
1A,OCCUPIED,2025-07-06 17:30:00,2025-07-06 19:10:00,100.0,25070890
1A,FREE,2025-07-06 19:10:00,2025-07-06 20:30:00,80.0,
1A,OCCUPIED,2025-07-06 20:30:00,2025-07-06 21:45:00,75.0,25070909
1A,FREE,2025-07-06 21:45:00,2025-07-06 22:25:00,40.0,
1A,OCCUPIED,2025-07-06 22:25:00,2025-07-07 00:26:00,121.0,25070938
1B,FREE,2025-07-06 00:00:00,2025-07-06 03:15:00,195.0,
1B,OCCUPIED,2025-07-06 03:15:00,2025-07-06 05:50:00,155.0,25070786
1B,FREE,2025-07-06 05:50:00,2025-07-06 06:40:00,50.0,
1B,OCCUPIED,2025-07-06 06:40:00,2025-07-06 08:05:00,85.0,25070828
1B,FREE,2025-07-06 08:05:00,2025-07-06 11:50:00,225.0,
1B,OCCUPIED,2025-07-06 11:50:00,2025-07-06 13:20:00,90.0,25070856
1B,FREE,2025-07-06 13:20:00,2025-07-06 13:45:00,25.0,
1B,OCCUPIED,2025-07-06 13:45:00,2025-07-06 15:00:00,75.0,25070860
1B,FREE,2025-07-06 15:00:00,2025-07-06 16:10:00,70.0,
1B,OCCUPIED,2025-07-06 16:10:00,2025-07-06 17:55:00,105.0,25070882
1B,FREE,2025-07-06 17:55:00,2025-07-06 19:40:00,105.0,
1B,OCCUPIED,2025-07-06 19:40:00,2025-07-06 21:20:00,100.0,25070904
1B,FREE,2025-07-06 21:20:00,2025-07-06 21:40:00,20.0,
1B,OCCUPIED,2025-07-06 21:40:00,2025-07-06 22:40:00,60.0,25070925
1B,FREE,2025-07-06 22:40:00,2025-07-06 23:59:59,79.98333333333333,
1C,OCCUPIED,2025-07-05 20:35:00,2025-07-06 00:30:00,235.0,25070754
1C,FREE,2025-07-06 00:30:00,2025-07-06 07:05:00,395.0,
1C,OCCUPIED,2025-07-06 07:05:00,2025-07-06 08:45:00,100.0,25070826
1C,FREE,2025-07-06 08:45:00,2025-07-06 11:10:00,145.0,
1C,OCCUPIED,2025-07-06 11:10:00,2025-07-06 12:55:00,105.0,25070845
1C,FREE,2025-07-06 12:55:00,2025-07-06 17:50:00,295.0,
1C,OCCUPIED,2025-07-06 17:50:00,2025-07-06 19:20:00,90.0,25070887
1C,FREE,2025-07-06 19:20:00,2025-07-06 20:20:00,60.0,
1C,OCCUPIED,2025-07-06 20:20:00,2025-07-06 21:25:00,65.0,25070910
1C,FREE,2025-07-06 21:25:00,2025-07-06 22:30:00,65.0,
1C,OCCUPIED,2025-07-06 22:30:00,2025-07-07 00:55:00,145.0,25070934
21,OCCUPIED,2025-07-05 23:25:00,2025-07-06 03:50:00,265.0,25070772
21,FREE,2025-07-06 03:50:00,2025-07-06 05:30:00,100.0,
21,OCCUPIED,2025-07-06 05:30:00,2025-07-06 07:30:00,120.0,25070802
21,FREE,2025-07-06 07:30:00,2025-07-06 11:20:00,230.0,
21,OCCUPIED,2025-07-06 11:20:00,2025-07-06 12:45:00,85.0,25070849
21,FREE,2025-07-06 12:45:00,2025-07-06 20:50:00,485.0,
21,OCCUPIED,2025-07-06 20:50:00,2025-07-06 22:25:00,95.0,25070911
21,FREE,2025-07-06 22:25:00,2025-07-06 23:59:59,94.98333333333333,
22,FREE,2025-07-06 00:00:00,2025-07-06 06:40:00,400.0,
22,OCCUPIED,2025-07-06 06:40:00,2025-07-06 09:00:00,140.0,25070816
22,FREE,2025-07-06 09:00:00,2025-07-06 10:55:00,115.0,
22,OCCUPIED,2025-07-06 10:55:00,2025-07-06 13:05:00,130.0,25070850
22,FREE,2025-07-06 13:05:00,2025-07-06 21:20:00,495.0,
22,OCCUPIED,2025-07-06 21:20:00,2025-07-06 22:20:00,60.0,25070921
22,FREE,2025-07-06 22:20:00,2025-07-06 23:59:59,99.98333333333333,
23,FREE,2025-07-06 00:00:00,2025-07-06 06:25:00,385.0,
23,OCCUPIED,2025-07-06 06:25:00,2025-07-06 09:00:00,155.0,25070815
23,FREE,2025-07-06 09:00:00,2025-07-06 20:40:00,700.0,
23,OCCUPIED,2025-07-06 20:40:00,2025-07-06 21:50:00,70.0,25070916
23,FREE,2025-07-06 21:50:00,2025-07-06 23:59:59,129.98333333333332,
24,FREE,2025-07-06 00:00:00,2025-07-06 06:35:00,395.0,
24,OCCUPIED,2025-07-06 06:35:00,2025-07-06 08:30:00,115.0,25070819
24,FREE,2025-07-06 08:30:00,2025-07-06 20:00:00,690.0,
24,OCCUPIED,2025-07-06 20:00:00,2025-07-06 22:05:00,125.0,25070912
24,FREE,2025-07-06 22:05:00,2025-07-06 23:59:59,114.98333333333333,
25,OCCUPIED,2025-07-05 22:40:00,2025-07-06 00:14:00,94.0,25070765
25,FREE,2025-07-06 00:14:00,2025-07-06 06:05:00,351.0,
25,OCCUPIED,2025-07-06 06:05:00,2025-07-06 07:10:00,65.0,25070801
25,FREE,2025-07-06 07:10:00,2025-07-06 20:30:00,800.0,
25,OCCUPIED,2025-07-06 20:30:00,2025-07-06 22:40:00,130.0,25070917
25,FREE,2025-07-06 22:40:00,2025-07-06 23:59:59,79.98333333333333,
26,OCCUPIED,2025-07-05 22:30:00,2025-07-06 00:55:00,145.0,25070760
26,FREE,2025-07-06 00:55:00,2025-07-06 06:50:00,355.0,
26,OCCUPIED,2025-07-06 06:50:00,2025-07-06 08:05:00,75.0,25070821
26,FREE,2025-07-06 08:05:00,2025-07-06 19:30:00,685.0,
26,OCCUPIED,2025-07-06 19:30:00,2025-07-06 22:10:00,160.0,25070896
26,FREE,2025-07-06 22:10:00,2025-07-06 23:59:59,109.98333333333333,
29,FREE,2025-07-06 00:00:00,2025-07-06 07:00:00,420.0,
29,OCCUPIED,2025-07-06 07:00:00,2025-07-06 09:00:00,120.0,25070825
29,FREE,2025-07-06 09:00:00,2025-07-06 20:30:00,690.0,
29,OCCUPIED,2025-07-06 20:30:00,2025-07-06 21:35:00,65.0,25070907
29,FREE,2025-07-06 21:35:00,2025-07-06 22:25:00,50.0,
29,OCCUPIED,2025-07-06 22:25:00,2025-07-07 07:50:00,565.0,25070937
3,FREE,2025-07-06 00:00:00,2025-07-06 00:30:00,30.0,
3,OCCUPIED,2025-07-06 00:30:00,2025-07-06 01:30:00,60.0,25070774
3,FREE,2025-07-06 01:30:00,2025-07-06 02:10:00,40.0,
3,OCCUPIED,2025-07-06 02:10:00,2025-07-06 03:00:00,50.0,25070778
3,FREE,2025-07-06 03:00:00,2025-07-06 03:55:00,55.0,
3,OCCUPIED,2025-07-06 03:55:00,2025-07-06 04:55:00,60.0,25070790
3,FREE,2025-07-06 04:55:00,2025-07-06 05:40:00,45.0,
3,OCCUPIED,2025-07-06 05:40:00,2025-07-06 06:40:00,60.0,25070796
3,FREE,2025-07-06 06:40:00,2025-07-06 07:05:00,25.0,
3,OCCUPIED,2025-07-06 07:05:00,2025-07-06 08:05:00,60.0,25070830
3,FREE,2025-07-06 08:05:00,2025-07-06 09:00:00,55.0,
3,OCCUPIED,2025-07-06 09:00:00,2025-07-06 10:00:00,60.0,25070844
3,FREE,2025-07-06 10:00:00,2025-07-06 10:45:00,45.0,
3,OCCUPIED,2025-07-06 10:45:00,2025-07-06 11:45:00,60.0,25070840
3,FREE,2025-07-06 11:45:00,2025-07-06 12:20:00,35.0,
3,OCCUPIED,2025-07-06 12:20:00,2025-07-06 13:15:00,55.0,25070851
3,FREE,2025-07-06 13:15:00,2025-07-06 13:55:00,40.0,
3,OCCUPIED,2025-07-06 13:55:00,2025-07-06 15:30:00,95.0,25070870
3,FREE,2025-07-06 15:30:00,2025-07-06 16:00:00,30.0,
3,OCCUPIED,2025-07-06 16:00:00,2025-07-06 17:00:00,60.0,25070880
3,FREE,2025-07-06 17:00:00,2025-07-06 17:40:00,40.0,
3,OCCUPIED,2025-07-06 17:40:00,2025-07-06 18:30:00,50.0,25070888
3,FREE,2025-07-06 18:30:00,2025-07-06 19:30:00,60.0,
3,OCCUPIED,2025-07-06 19:30:00,2025-07-06 20:30:00,60.0,25070897
3,FREE,2025-07-06 20:30:00,2025-07-06 21:00:00,30.0,
3,OCCUPIED,2025-07-06 21:00:00,2025-07-06 22:15:00,75.0,25070918
3,FREE,2025-07-06 22:15:00,2025-07-06 23:20:00,65.0,
3,OCCUPIED,2025-07-06 23:20:00,2025-07-07 00:25:00,65.0,25070943
30,FREE,2025-07-06 00:00:00,2025-07-06 07:00:00,420.0,
30,OCCUPIED,2025-07-06 07:00:00,2025-07-06 08:20:00,80.0,25070808
30,FREE,2025-07-06 08:20:00,2025-07-06 09:05:00,45.0,
30,OCCUPIED,2025-07-06 09:05:00,2025-07-06 12:30:00,205.0,25070838
30,FREE,2025-07-06 12:30:00,2025-07-06 19:30:00,420.0,
30,OCCUPIED,2025-07-06 19:30:00,2025-07-06 21:35:00,125.0,25070906
