STAND,STATUS,FROM,TO,DURATION_MIN,MVMTNO
14,FREE,2025-07-21 00:00:00,2025-07-21 06:45:00,405.0,
14,OCCUPIED,2025-07-21 06:45:00,2025-07-21 09:00:00,135.0,25073346
14,FREE,2025-07-21 09:00:00,2025-07-21 12:20:00,200.0,
14,OCCUPIED,2025-07-21 12:20:00,2025-07-21 14:50:00,150.0,25073382
14,FREE,2025-07-21 14:50:00,2025-07-21 16:55:00,125.0,
14,OCCUPIED,2025-07-21 16:55:00,2025-07-21 18:55:00,120.0,25073404
14,FREE,2025-07-21 18:55:00,2025-07-21 19:40:00,45.0,
14,OCCUPIED,2025-07-21 19:40:00,2025-07-21 21:45:00,125.0,25073429
14,FREE,2025-07-21 21:45:00,2025-07-21 23:59:59,134.98333333333332,
16,FREE,2025-07-21 00:00:00,2025-07-21 06:15:00,375.0,
16,OCCUPIED,2025-07-21 06:15:00,2025-07-21 08:20:00,125.0,25073334
16,FREE,2025-07-21 08:20:00,2025-07-21 11:40:00,200.0,
16,OCCUPIED,2025-07-21 11:40:00,2025-07-21 13:05:00,85.0,25073369
16,FREE,2025-07-21 13:05:00,2025-07-21 17:45:00,280.0,
16,OCCUPIED,2025-07-21 17:45:00,2025-07-21 18:55:00,70.0,25073411
16,FREE,2025-07-21 18:55:00,2025-07-21 20:00:00,65.0,
16,OCCUPIED,2025-07-21 20:00:00,2025-07-21 21:25:00,85.0,25073435
16,FREE,2025-07-21 21:25:00,2025-07-21 23:59:59,154.98333333333332,
1A,FREE,2025-07-21 00:00:00,2025-07-21 03:25:00,205.0,
1A,OCCUPIED,2025-07-21 03:25:00,2025-07-21 04:15:00,50.0,25073311
1A,FREE,2025-07-21 04:15:00,2025-07-21 06:40:00,145.0,
1A,OCCUPIED,2025-07-21 06:40:00,2025-07-21 08:05:00,85.0,25073342
1A,FREE,2025-07-21 08:05:00,2025-07-21 11:20:00,195.0,
1A,OCCUPIED,2025-07-21 11:20:00,2025-07-21 12:55:00,95.0,25073375
1A,FREE,2025-07-21 12:55:00,2025-07-21 14:25:00,90.0,
1A,OCCUPIED,2025-07-21 14:25:00,2025-07-21 16:35:00,130.0,25073393
1A,FREE,2025-07-21 16:35:00,2025-07-21 18:55:00,140.0,
1A,OCCUPIED,2025-07-21 18:55:00,2025-07-21 20:00:00,65.0,25073422
1A,FREE,2025-07-21 20:00:00,2025-07-21 20:30:00,30.0,
1A,OCCUPIED,2025-07-21 20:30:00,2025-07-21 22:10:00,100.0,25073436
1A,FREE,2025-07-21 22:10:00,2025-07-21 22:30:00,20.0,
1A,OCCUPIED,2025-07-21 22:30:00,2025-07-22 00:55:00,145.0,25073448
1B,FREE,2025-07-21 00:00:00,2025-07-21 06:35:00,395.0,
1B,OCCUPIED,2025-07-21 06:35:00,2025-07-21 08:10:00,95.0,25073341
1B,FREE,2025-07-21 08:10:00,2025-07-21 11:40:00,210.0,
