STAND,STATUS,FROM,TO,DURATION_MIN,MVMTNO
14,FREE,2025-07-07 00:00:00,2025-07-07 07:00:00,420.0,
14,OCCUPIED,2025-07-07 07:00:00,2025-07-07 09:00:00,120.0,25070997
14,FREE,2025-07-07 09:00:00,2025-07-07 15:25:00,385.0,
14,OCCUPIED,2025-07-07 15:25:00,2025-07-07 16:45:00,80.0,25071032
14,FREE,2025-07-07 16:45:00,2025-07-07 17:05:00,20.0,
14,OCCUPIED,2025-07-07 17:05:00,2025-07-07 18:35:00,90.0,25071049
14,FREE,2025-07-07 18:35:00,2025-07-07 19:40:00,65.0,
14,OCCUPIED,2025-07-07 19:40:00,2025-07-07 21:45:00,125.0,25071067
14,FREE,2025-07-07 21:45:00,2025-07-07 23:59:59,134.98333333333332,
16,OCCUPIED,2025-07-06 23:20:00,2025-07-07 00:25:00,65.0,25070943
16,FREE,2025-07-07 00:25:00,2025-07-07 06:40:00,375.0,
16,OCCUPIED,2025-07-07 06:40:00,2025-07-07 08:20:00,100.0,25070988
16,FREE,2025-07-07 08:20:00,2025-07-07 10:40:00,140.0,
16,OCCUPIED,2025-07-07 10:40:00,2025-07-07 12:05:00,85.0,25071010
16,FREE,2025-07-07 12:05:00,2025-07-07 18:35:00,390.0,
16,OCCUPIED,2025-07-07 18:35:00,2025-07-07 19:45:00,70.0,25071056
16,FREE,2025-07-07 19:45:00,2025-07-07 21:20:00,95.0,
16,OCCUPIED,2025-07-07 21:20:00,2025-07-07 23:35:00,135.0,25071094
16,FREE,2025-07-07 23:35:00,2025-07-07 23:59:59,24.983333333333334,
1A,FREE,2025-07-07 00:00:00,2025-07-07 04:05:00,245.0,
1A,OCCUPIED,2025-07-07 04:05:00,2025-07-07 06:05:00,120.0,25070964
1A,FREE,2025-07-07 06:05:00,2025-07-07 06:35:00,30.0,
1A,OCCUPIED,2025-07-07 06:35:00,2025-07-07 08:45:00,130.0,25070980
1A,FREE,2025-07-07 08:45:00,2025-07-07 10:45:00,120.0,
1A,OCCUPIED,2025-07-07 10:45:00,2025-07-07 12:55:00,130.0,25071007
1A,FREE,2025-07-07 12:55:00,2025-07-07 18:15:00,320.0,
1A,OCCUPIED,2025-07-07 18:15:00,2025-07-07 19:50:00,95.0,25071054
1A,FREE,2025-07-07 19:50:00,2025-07-07 20:25:00,35.0,
1A,OCCUPIED,2025-07-07 20:25:00,2025-07-07 22:10:00,105.0,25071084
1A,FREE,2025-07-07 22:10:00,2025-07-07 22:30:00,20.0,
1A,OCCUPIED,2025-07-07 22:30:00,2025-07-08 00:55:00,145.0,25071089
1B,FREE,2025-07-07 00:00:00,2025-07-07 00:02:00,2.0,
1B,OCCUPIED,2025-07-07 00:02:00,2025-07-07 01:20:00,78.0,25070945
1B,FREE,2025-07-07 01:20:00,2025-07-07 02:10:00,50.0,
1B,OCCUPIED,2025-07-07 02:10:00,2025-07-07 03:55:00,105.0,25070956
1B,FREE,2025-07-07 03:55:00,2025-07-07 06:05:00,130.0,
1B,OCCUPIED,2025-07-07 06:05:00,2025-07-07 08:10:00,125.0,25070973
1B,FREE,2025-07-07 08:10:00,2025-07-07 11:55:00,225.0,
1B,OCCUPIED,2025-07-07 11:55:00,2025-07-07 14:40:00,165.0,25071028
1B,FREE,2025-07-07 14:40:00,2025-07-07 15:45:00,65.0,
1B,OCCUPIED,2025-07-07 15:45:00,2025-07-07 16:50:00,65.0,25071039
1B,FREE,2025-07-07 16:50:00,2025-07-07 18:20:00,90.0,
1B,OCCUPIED,2025-07-07 18:20:00,2025-07-07 20:00:00,100.0,25071058
1B,FREE,2025-07-07 20:00:00,2025-07-07 20:30:00,30.0,
1B,OCCUPIED,2025-07-07 20:30:00,2025-07-07 22:00:00,90.0,25071082
1B,FREE,2025-07-07 22:00:00,2025-07-07 22:25:00,25.0,
1B,OCCUPIED,2025-07-07 22:25:00,2025-07-08 01:15:00,170.0,25071097
1C,FREE,2025-07-07 00:00:00,2025-07-07 01:35:00,95.0,
1C,OCCUPIED,2025-07-07 01:35:00,2025-07-07 03:50:00,135.0,25070952
1C,FREE,2025-07-07 03:50:00,2025-07-07 07:00:00,190.0,
1C,OCCUPIED,2025-07-07 07:00:00,2025-07-07 08:10:00,70.0,25070991
1C,FREE,2025-07-07 08:10:00,2025-07-07 11:40:00,210.0,
1C,OCCUPIED,2025-07-07 11:40:00,2025-07-07 12:30:00,50.0,25071016
1C,FREE,2025-07-07 12:30:00,2025-07-07 14:55:00,145.0,
1C,OCCUPIED,2025-07-07 14:55:00,2025-07-07 16:35:00,100.0,25071033
1C,FREE,2025-07-07 16:35:00,2025-07-07 17:50:00,75.0,
1C,OCCUPIED,2025-07-07 17:50:00,2025-07-07 19:20:00,90.0,25071055
1C,FREE,2025-07-07 19:20:00,2025-07-07 19:55:00,35.0,
1C,OCCUPIED,2025-07-07 19:55:00,2025-07-07 21:20:00,85.0,25071068
1C,FREE,2025-07-07 21:20:00,2025-07-07 21:40:00,20.0,
1C,OCCUPIED,2025-07-07 21:40:00,2025-07-07 23:15:00,95.0,25071087
1C,FREE,2025-07-07 23:15:00,2025-07-07 23:59:59,44.983333333333334,
21,FREE,2025-07-07 00:00:00,2025-07-07 06:25:00,385.0,
21,OCCUPIED,2025-07-07 06:25:00,2025-07-07 08:00:00,95.0,25070974
21,FREE,2025-07-07 08:00:00,2025-07-07 20:45:00,765.0,
21,OCCUPIED,2025-07-07 20:45:00,2025-07-07 22:30:00,105.0,25071078
21,FREE,2025-07-07 22:30:00,2025-07-07 23:59:59,89.98333333333333,
