MVMTNO,AIRL,A/CTYPE,STA,STD,LOADTYPE,DESTN,PAXIN,PAXOUT,HIST_STAND,MODEL_STAND,TYPE
25073432,ABY,A320,2025-07-21 19:45:00,2025-07-22 03:55:00,Pax,BAH,163,122,35,35,PREDAY
25073441,ABY,A320,2025-07-21 20:25:00,2025-07-22 04:15:00,Pax,DAM,172,148,60,60,PREDAY
25073445,ABY,A320,2025-07-21 20:30:00,2025-07-22 09:00:00,Pax,DAC,161,0,52,52,PREDAY
25073444,ABY,A321,2025-07-21 20:50:00,2025-07-22 07:50:00,Pax,BKK,198,210,54,54,PREDAY
25073443,ABY,A320,2025-07-21 21:00:00,2025-07-22 00:10:00,Pax,CGP,174,150,39,39,PREDAY
25073451,ABY,A320,2025-07-21 21:10:00,2025-07-22 01:15:00,Pax,DAC,117,142,38,38,PREDAY
25073461,ABY,A320,2025-07-21 21:40:00,2025-07-22 05:20:00,Pax,AMM,158,172,36,36,PREDAY
25073458,ABY,A321,2025-07-21 21:50:00,2025-07-22 09:00:00,Pax,NBO,209,210,56,56,PREDAY
25073457,ABY,A321,2025-07-21 22:10:00,2025-07-22 08:10:00,Pax,TBS,147,151,58,58,PREDAY
25073448,AXB,A320,2025-07-21 22:30:00,2025-07-22 00:55:00,Pax,DEL,143,179,22,22,PREDAY
25073464,AXB,B738,2025-07-21 23:26:00,2025-07-22 03:05:00,Pax,BOM,58,133,23,23,PREDAY
25073463,QTR,A320,2025-07-21 23:30:00,2025-07-22 00:30:00,Pax,DOH,24,35,3,3,PREDAY
25073462,ABY,A320,2025-07-21 23:40:00,2025-07-22 02:10:00,Pax,KTM,174,120,16,16,PREDAY
25073465,PIA,A320,2025-07-21 23:45:00,2025-07-22 01:00:00,Pax,PEW,119,62,6,6,PREDAY
25073467,ABY,A320,2025-07-22 00:01:00,2025-07-22 01:20:00,Pax,NJF,146,139,5,4,OPS
25073471,AXB,B738,2025-07-22 00:25:00,2025-07-22 02:00:00,Pax,VGA,187,151,7,7,OPS
25073468,IGO,A320,2025-07-22 00:55:00,2025-07-22 01:55:00,Pax,LKO,159,177,8,3,OPS
25073470,ABY,A320,2025-07-22 01:30:00,2025-07-22 02:50:00,Pax,DOH,92,104,3,5,OPS
25073472,ABY,A320,2025-07-22 01:50:00,2025-07-22 03:50:00,Pax,DMM,27,172,6,6,OPS
25073477,TKJ,B738,2025-07-22 01:55:00,2025-07-22 03:55:00,Pax,SAW,186,174,8,8,OPS
25073473,MSR,B738,2025-07-22 02:00:00,2025-07-22 03:00:00,Pax,CAI,121,114,5,4,OPS
25073474,ABY,A320,2025-07-22 02:10:00,2025-07-22 07:00:00,Pax,KHI,170,67,32,29,OPS
25073487,SIA,B744,2025-07-22 02:20:00,2025-07-22 03:40:00,Cgo,SIN,0,0,53,51,OPS
25073588,GTI,B777,2025-07-22 03:10:00,2025-07-22 05:10:00,Cgo,LGG,0,0,51,55,OPS
25073475,AXB,A20N,2025-07-22 03:15:00,2025-07-22 04:15:00,Pax,CCJ,178,189,4,3,OPS
