MVMTNO,AIRL,A/CTYPE,STA,STD,LOADTYPE,DESTN,PAXIN,PAXOUT,HIST_STAND,MODEL_STAND,TYPE
25072184,AMA,A30B,2025-07-14 12:30:00,2025-07-16 19:30:00,Cgo,DWC,0,0,84,84,PREDAY
25072230,CGS,B738,2025-07-14 21:00:00,2025-07-16 22:02:00,Cgo,DWC,0,0,57,57,PREDAY
25072410,ABY,A320,2025-07-15 20:25:00,2025-07-16 01:15:00,Pax,DAC,141,154,40,40,PREDAY
25072398,ABY,A320,2025-07-15 20:30:00,2025-07-16 14:00:00,Pax,DOH,151,105,54,54,PREDAY
25072415,ABY,A320,2025-07-15 20:50:00,2025-07-16 00:16:00,Pax,BOM,173,169,1B,1B,PREDAY
25072414,ABY,A320,2025-07-15 20:55:00,2025-07-16 08:10:00,Pax,KWI,168,168,60,60,PREDAY
25072413,ABY,A320,2025-07-15 21:00:00,2025-07-16 00:10:00,Pax,CGP,163,157,52,52,PREDAY
25072419,ABY,A320,2025-07-15 21:10:00,2025-07-16 02:50:00,Pax,DOH,85,114,1C,1C,PREDAY
25072426,SVI,A320,2025-07-15 21:30:00,2025-07-16 05:00:00,Cgo,BSA,0,0,62,62,PREDAY
25072420,ABY,A321,2025-07-15 21:50:00,2025-07-16 07:40:00,Pax,BGY,207,116,34,34,PREDAY
25072424,ABY,A321,2025-07-15 22:10:00,2025-07-16 03:50:00,Pax,DMM,178,165,14,14,PREDAY
25072425,AXB,A320,2025-07-15 22:30:00,2025-07-16 00:55:00,Pax,DEL,149,173,22,22,PREDAY
25072432,AXB,B738,2025-07-15 23:35:00,2025-07-16 03:05:00,Pax,BOM,138,165,24,24,PREDAY
25072434,ABY,A320,2025-07-15 23:40:00,2025-07-16 00:25:00,Pax,AMD,174,171,5,5,PREDAY
25072433,PIA,A320,2025-07-15 23:45:00,2025-07-16 00:59:00,Pax,MUX,158,53,7,7,PREDAY
25072435,ABY,A320,2025-07-16 00:27:00,2025-07-16 03:00:00,Pax,KWI,162,163,16,8,OPS
25072436,UBG,B738,2025-07-16 00:30:00,2025-07-16 01:30:00,Pax,DAC,186,150,3,3,OPS
25072437,IGO,A320,2025-07-16 00:55:00,2025-07-16 01:55:00,Pax,LKO,173,176,4,5,OPS
25072439,ABY,A320,2025-07-16 01:30:00,2025-07-16 02:40:00,Pax,PEW,107,139,7,7,OPS
25072438,ABY,A320,2025-07-16 01:35:00,2025-07-16 03:55:00,Pax,BAH,173,75,23,1B,OPS
25072440,MSR,A321,2025-07-16 02:00:00,2025-07-16 03:00:00,Pax,CAI,145,172,8,6,OPS
25072441,ABY,A320,2025-07-16 02:10:00,2025-07-16 04:15:00,Pax,DAM,164,141,22,16,OPS
25072444,ABQ,A320,2025-07-16 03:10:00,2025-07-16 04:45:00,Pax,LHE,131,102,5,22,OPS
25072448,ABY,A320,2025-07-16 03:15:00,2025-07-16 05:50:00,Pax,TUU,67,132,24,1A,OPS
25072443,AXB,A320,2025-07-16 03:15:00,2025-07-16 04:15:00,Pax,CCJ,180,186,4,7,OPS
25072445,ABY,A321,2025-07-16 03:25:00,2025-07-16 07:30:00,Pax,RUH,71,153,30,58,OPS
25072446,ETH,B738,2025-07-16 03:25:00,2025-07-16 04:25:00,Pax,ADD,111,124,6,5,OPS
25072449,FJL,A320,2025-07-16 03:30:00,2025-07-16 05:07:00,Pax,LHE,126,176,25,3,OPS
25072447,PGT,A321,2025-07-16 03:40:00,2025-07-16 04:50:00,Pax,SAW,136,143,3,8,OPS
25072450,IGO,A320,2025-07-16 03:55:00,2025-07-16 04:55:00,Pax,TRV,150,188,7,4,OPS
25072452,ABY,A320,2025-07-16 04:00:00,2025-07-16 04:45:00,Pax,MUX,156,143,21,6,OPS
25072453,MNB,A333,2025-07-16 04:05:00,2025-07-16 06:00:00,Cgo,KWI,0,0,51,51,OPS
25072454,ABY,A320,2025-07-16 04:05:00,2025-07-16 07:20:00,Pax,KBL,29,155,32,40,OPS
25072455,ABY,A320,2025-07-16 04:10:00,2025-07-16 06:05:00,Pax,UET,154,72,26,14,OPS
25072451,QTR,A320,2025-07-16 04:10:00,2025-07-16 05:40:00,Pax,DOH,103,131,8,1C,OPS
25072460,ABY,A320,2025-07-16 04:40:00,2025-07-16 09:55:00,Pax,ALA,173,173,56,37,OPS
25072457,AXB,B738,2025-07-16 05:00:00,2025-07-16 06:00:00,Pax,COK,166,189,4,5,OPS
