MVMTNO,AIRL,A/CTYPE,STA,STD,LOADTYPE,DESTN,PAXIN,PAXOUT,HIST_STAND,MODEL_STAND,TYPE
25072771,SVI,A320,2025-07-17 22:00:00,2025-07-19 20:30:00,Cgo,DWC,0,0,84,84,PREDAY
25072875,ABY,A320,2025-07-18 14:25:00,2025-07-19 00:25:00,Pax,AMD,130,171,38,38,PREDAY
25072943,ABY,A320,2025-07-18 22:25:00,2025-07-19 02:40:00,Pax,PEW,18,141,29,29,PREDAY
25072938,AXB,A320,2025-07-18 22:30:00,2025-07-19 00:55:00,Pax,DEL,156,171,56,56,PREDAY
25072948,ABY,A320,2025-07-18 23:20:00,2025-07-19 01:15:00,Pax,DAC,105,151,6,6,PREDAY
25072946,ABY,A320,2025-07-18 23:25:00,2025-07-19 00:10:00,Pax,CGP,162,161,5,5,PREDAY
25072944,KQA,B738,2025-07-18 23:25:00,2025-07-19 10:00:00,Cgo,NBO,0,0,57,57,PREDAY
25072951,ABY,A320,2025-07-18 23:40:00,2025-07-19 02:10:00,Pax,KTM,169,159,26,26,PREDAY
25072947,AXB,B738,2025-07-18 23:41:00,2025-07-19 03:05:00,Pax,BOM,87,176,24,24,PREDAY
25072945,PIA,A320,2025-07-18 23:45:00,2025-07-19 01:00:00,Pax,ISB,127,93,8,8,PREDAY
25072949,BBC,B738,2025-07-18 23:50:00,2025-07-19 01:15:00,Pax,ZYL,157,139,3,3,PREDAY
25072952,ABY,A320,2025-07-19 00:05:00,2025-07-19 02:50:00,Pax,DOH,171,107,14,1C,OPS
25072966,AXB,B738,2025-07-19 00:25:00,2025-07-19 02:00:00,Pax,VGA,141,176,23,7,OPS
25072954,UBG,B738,2025-07-19 00:30:00,2025-07-19 01:30:00,Pax,DAC,177,0,4,5,OPS
25072953,SIA,B744,2025-07-19 00:34:00,2025-07-19 02:05:00,Cgo,BRU,0,0,51,51,OPS
25072955,IGO,A320,2025-07-19 00:55:00,2025-07-19 01:55:00,Pax,LKO,179,169,21,4,OPS
25072959,ABY,A320,2025-07-19 01:30:00,2025-07-19 03:55:00,Pax,BAH,152,77,16,1A,OPS
25072956,ABY,A320,2025-07-19 01:35:00,2025-07-19 07:30:00,Pax,JED,38,160,33,39,OPS
25072958,ABY,A321,2025-07-19 01:35:00,2025-07-19 07:40:00,Pax,BGY,211,169,34,38,OPS
25072960,PIA,A320,2025-07-19 01:45:00,2025-07-19 03:00:00,Pax,PEW,161,74,22,3,OPS
25072957,ABY,A320,2025-07-19 01:50:00,2025-07-19 09:00:00,Pax,GOX,30,171,40,58,OPS
25072962,TKJ,B738,2025-07-19 01:55:00,2025-07-19 03:40:00,Pax,SAW,162,192,6,8,OPS
25072964,MSR,A321,2025-07-19 02:00:00,2025-07-19 03:00:00,Pax,CAI,153,174,7,6,OPS
25072963,ABY,A320,2025-07-19 02:10:00,2025-07-19 03:50:00,Pax,DMM,167,172,8,1B,OPS
25072961,JAG,B734,2025-07-19 02:30:00,2025-07-19 04:35:00,Cgo,HGA,0,0,61,51,OPS
25072967,AXB,A320,2025-07-19 03:15:00,2025-07-19 04:15:00,Pax,CCJ,173,187,5,7,OPS
25072968,ABY,A320,2025-07-19 03:15:00,2025-07-19 04:15:00,Pax,DAM,53,132,22,5,OPS
25072965,ABY,A320,2025-07-19 03:25:00,2025-07-19 04:45:00,Pax,MUX,41,102,25,1C,OPS
25072980,ETH,B738,2025-07-19 03:25:00,2025-07-19 04:25:00,Pax,ADD,135,119,4,4,OPS
25072971,PGT,A321,2025-07-19 03:40:00,2025-07-19 04:50:00,Pax,SAW,221,189,3,3,OPS
25072973,IGO,A320,2025-07-19 03:55:00,2025-07-19 04:55:00,Pax,TRV,157,190,7,6,OPS
25072975,ABY,A321,2025-07-19 04:00:00,2025-07-19 07:50:00,Pax,BKK,213,219,52,60,OPS
25072972,ABY,A321,2025-07-19 04:05:00,2025-07-19 07:30:00,Pax,RUH,46,190,21,53,OPS
25072969,ABY,A320,2025-07-19 04:10:00,2025-07-19 08:50:00,Pax,FRU,143,159,35,50,OPS
25072970,QTR,A320,2025-07-19 04:10:00,2025-07-19 05:40:00,Pax,DOH,71,125,8,8,OPS
25072976,ABY,A320,2025-07-19 04:40:00,2025-07-19 09:25:00,Pax,IST,173,180,62,55,OPS
25072974,ETH,B763,2025-07-19 04:50:00,2025-07-19 06:30:00,Cgo,MGQ,0,0,55,61,OPS
25072984,UBG,B738,2025-07-19 05:00:00,2025-07-23 01:03:00,Pax,DAC,125,0,29,54,OPS
25072977,ABY,A320,2025-07-19 05:00:00,2025-07-19 07:10:00,Pax,SYZ,122,85,38,40,OPS
25072978,AMA,A30B,2025-07-19 05:00:00,2025-07-19 07:10:00,Cgo,FRU,0,0,53,51,OPS
25072983,AXB,B738,2025-07-19 05:00:00,2025-07-19 06:00:00,Pax,COK,169,191,6,4,OPS
25072981,ABY,A320,2025-07-19 05:20:00,2025-07-19 07:50:00,Pax,MLE,169,171,14,21,OPS
25072979,ABY,A320,2025-07-19 05:30:00,2025-07-19 08:45:00,Pax,AER,144,170,37,56,OPS
25072982,ABY,A320,2025-07-19 05:35:00,2025-07-19 09:00:00,Pax,NBO,175,174,36,62,OPS
25072988,ABY,A320,2025-07-19 05:50:00,2025-07-19 07:00:00,Pax,KHI,166,68,26,5,OPS
25072987,ABY,A320,2025-07-19 05:50:00,2025-07-19 13:40:00,Pax,AMM,172,179,1A,59,OPS
25072986,ABY,A320,2025-07-19 05:55:00,2025-07-19 08:05:00,Pax,EVN,169,172,30,24,OPS
25072985,ABY,A320,2025-07-19 06:00:00,2025-07-19 08:20:00,Pax,CMB,164,174,32,16,OPS
25073003,PGT,A321,2025-07-19 06:15:00,2025-07-19 07:20:00,Pax,SAW,146,169,23,6,OPS
25072996,ABY,A320,2025-07-19 06:15:00,2025-07-19 07:35:00,Pax,SLL,163,177,3,1C,OPS
25072993,ABY,A321,2025-07-19 06:25:00,2025-07-19 09:00:00,Pax,DAC,175,184,31,23,OPS
25072989,ABY,A321,2025-07-19 06:25:00,2025-07-19 12:45:00,Pax,CAI,207,207,56,52,OPS
25072998,ABY,A320,2025-07-19 06:25:00,2025-07-19 09:55:00,Pax,ALA,170,184,60,36,OPS
25072995,ABY,A320,2025-07-19 06:25:00,2025-07-19 07:35:00,Pax,ELQ,122,160,5,14,OPS
25073009,ABY,A320,2025-07-19 06:30:00,2025-07-19 08:10:00,Pax,DMM,170,150,6,1A,OPS
