MVMTNO,AIRL,A/CTYPE,STA,STD,LOADTYPE,DESTN,PAXIN,PAXOUT,HIST_STAND,MODEL_STAND,TYPE
25072594,ABY,A320,2025-07-16 23:20:00,2025-07-18 08:05:00,Pax,BAH,112,138,40,40,PREDAY
25072690,ABY,A320,2025-07-17 12:10:00,2025-07-18 00:10:00,Pax,CGP,143,161,58,58,PREDAY
25072740,ABY,A320,2025-07-17 19:45:00,2025-07-18 00:36:00,Pax,MAA,173,170,54,54,PREDAY
25072745,ABY,A320,2025-07-17 20:45:00,2025-07-18 12:55:00,Pax,CGP,148,150,37,37,PREDAY
25072774,ABY,A320,2025-07-17 22:25:00,2025-07-18 05:50:00,Pax,TUU,148,137,31,31,PREDAY
25072770,ABY,A320,2025-07-17 22:25:00,2025-07-18 07:30:00,Pax,MED,165,175,35,35,PREDAY
25072763,AXB,A320,2025-07-17 22:30:00,2025-07-18 00:55:00,Pax,DEL,148,183,23,23,PREDAY
25072769,FJL,A320,2025-07-17 22:55:00,2025-07-18 00:01:00,Pax,LHE,130,141,25,25,PREDAY
25072775,ABY,A320,2025-07-17 23:25:00,2025-07-18 01:20:00,Pax,NJF,165,102,7,7,PREDAY
25072773,AXB,B738,2025-07-17 23:28:00,2025-07-18 03:05:00,Pax,BOM,100,163,22,22,PREDAY
25072772,QTR,A320,2025-07-17 23:30:00,2025-07-18 00:30:00,Pax,DOH,134,58,3,3,PREDAY
25072776,ABY,A320,2025-07-17 23:40:00,2025-07-18 01:15:00,Pax,DAC,175,153,14,14,PREDAY
25072781,AXB,B738,2025-07-18 00:25:00,2025-07-18 02:00:00,Pax,ATQ,0,152,4,6,OPS
25072778,UBG,B738,2025-07-18 00:30:00,2025-07-18 01:30:00,Pax,DAC,186,145,6,5,OPS
25072780,MSR,A332,2025-07-18 00:54:00,2025-07-18 03:15:00,Cgo,CAI,0,0,51,53,OPS
25072779,IGO,A320,2025-07-18 00:55:00,2025-07-18 01:55:00,Pax,LKO,177,186,5,3,OPS
25072785,ABY,A320,2025-07-18 01:30:00,2025-07-18 07:10:00,Pax,ELQ,114,170,32,52,OPS
25072783,ABY,A320,2025-07-18 01:35:00,2025-07-18 02:50:00,Pax,DOH,174,122,7,4,OPS
25072784,MSR,A321,2025-07-18 02:00:00,2025-07-18 03:00:00,Pax,CAI,167,168,6,7,OPS
25072786,ABY,A320,2025-07-18 02:10:00,2025-07-18 03:55:00,Pax,BAH,177,94,8,1A,OPS
25072789,ETH,B763,2025-07-18 02:30:00,2025-07-18 04:40:00,Cgo,KAN,0,0,59,51,OPS
25072788,ABQ,A321,2025-07-18 03:10:00,2025-07-18 04:45:00,Pax,LHE,156,112,3,6,OPS
25072791,ABY,A320,2025-07-18 03:15:00,2025-07-18 04:15:00,Pax,DAM,60,129,14,5,OPS
25072787,AXB,A320,2025-07-18 03:15:00,2025-07-18 04:15:00,Pax,CCJ,154,186,5,3,OPS
25072790,ABY,A320,2025-07-18 03:25:00,2025-07-18 04:45:00,Pax,MUX,45,123,16,8,OPS
25072792,JAG,B734,2025-07-18 03:30:00,2025-07-18 05:30:00,Cgo,AKX,0,0,55,55,OPS
25072799,PGT,A321,2025-07-18 03:40:00,2025-07-18 04:50:00,Pax,SAW,140,155,7,7,OPS
25072798,IGO,A320,2025-07-18 03:55:00,2025-07-18 04:55:00,Pax,TRV,147,186,6,4,OPS
25072793,ABY,A321,2025-07-18 04:00:00,2025-07-18 07:40:00,Pax,BGY,162,158,30,39,OPS
25072795,QTR,A320,2025-07-18 04:10:00,2025-07-18 05:40:00,Pax,DOH,77,102,4,1C,OPS
25072794,ABY,A320,2025-07-18 04:10:00,2025-07-18 06:05:00,Pax,UET,159,71,22,1B,OPS
25072797,ABY,A320,2025-07-18 04:20:00,2025-07-18 09:55:00,Pax,ALA,168,171,52,50,OPS
25072833,AXB,B738,2025-07-18 05:00:00,2025-07-18 06:00:00,Pax,COK,175,181,23,3,OPS
25072805,ETH,B738,2025-07-18 05:20:00,2025-07-18 06:20:00,Cgo,JUB,0,0,53,51,OPS
25072809,ABY,A321,2025-07-18 05:30:00,2025-07-18 07:30:00,Pax,RUH,166,193,7,14,OPS
25072803,ABY,A320,2025-07-18 05:35:00,2025-07-18 13:40:00,Pax,AMM,162,174,1A,56,OPS
25072800,ABY,A320,2025-07-18 05:40:00,2025-07-18 08:55:00,Pax,KRK,173,137,58,54,OPS
25072804,ABY,A320,2025-07-18 05:45:00,2025-07-18 07:10:00,Pax,PEW,128,125,26,32,OPS
25072801,ABY,A321,2025-07-18 05:55:00,2025-07-18 09:00:00,Pax,DAC,171,196,33,38,OPS
25072802,ABY,A320,2025-07-18 06:00:00,2025-07-18 09:45:00,Pax,EBL,164,151,1C,58,OPS
25072813,PGT,A321,2025-07-18 06:15:00,2025-07-18 07:20:00,Pax,SAW,162,120,23,30,OPS
25072811,ABY,A320,2025-07-18 06:15:00,2025-07-18 08:05:00,Pax,EVN,154,171,29,26,OPS
25072810,ABY,A320,2025-07-18 06:15:00,2025-07-18 08:45:00,Pax,DOH,149,139,54,25,OPS
25072816,ABY,A320,2025-07-18 06:25:00,2025-07-18 13:25:00,Pax,TBS,164,162,62,62,OPS
25072807,ABY,A320,2025-07-18 06:30:00,2025-07-18 08:20:00,Pax,AMM,145,179,31,24,OPS
25072808,KQA,B738,2025-07-18 06:30:00,2025-07-18 10:00:00,Cgo,NBO,0,0,59,55,OPS
25072826,ABY,A320,2025-07-18 06:30:00,2025-07-18 08:10:00,Pax,TBS,157,147,14,21,OPS
25072815,ABY,A320,2025-07-18 06:35:00,2025-07-18 07:30:00,Pax,JED,108,169,4,3,OPS
25072843,ETH,B763,2025-07-18 06:35:00,2025-07-18 08:35:00,Cgo,NBO,0,0,61,53,OPS
25072806,ABY,A320,2025-07-18 06:35:00,2025-07-18 09:55:00,Pax,BGW,160,143,56,60,OPS
25072817,ABY,A320,2025-07-18 06:35:00,2025-07-18 08:05:00,Pax,MCT,152,161,3,1B,OPS
25072822,ABY,A320,2025-07-18 06:35:00,2025-07-18 07:50:00,Pax,MLE,159,169,6,5,OPS
25072821,ABY,A320,2025-07-18 06:40:00,2025-07-18 07:50:00,Pax,GYD,153,171,21,22,OPS
25072824,ABY,A320,2025-07-18 06:40:00,2025-07-18 09:25:00,Pax,IST,113,134,60,36,OPS
25072819,ABY,A320,2025-07-18 06:40:00,2025-07-18 08:10:00,Pax,DMM,116,167,34,1C,OPS
25072829,ABY,A320,2025-07-18 06:40:00,2025-07-18 09:00:00,Pax,GOX,150,167,1B,33,OPS
25072812,ABY,A320,2025-07-18 06:40:00,2025-07-18 08:45:00,Pax,AER,173,119,36,34,OPS
25072827,SIA,B744,2025-07-18 06:45:00,2025-07-18 08:30:00,Cgo,SIN,0,0,55,51,OPS
25072830,ABY,A321,2025-07-18 06:45:00,2025-07-18 07:50:00,Pax,BKK,202,219,5,4,OPS
25072828,ABY,A320,2025-07-18 06:50:00,2025-07-18 09:10:00,Pax,EBB,159,163,50,23,OPS
25072823,ABY,A320,2025-07-18 06:55:00,2025-07-18 09:00:00,Pax,DME,167,94,39,31,OPS
25072825,ABY,A320,2025-07-18 07:00:00,2025-07-18 08:20:00,Pax,CMB,157,169,16,16,OPS
25072818,ABY,A320,2025-07-18 07:00:00,2025-07-18 08:00:00,Pax,VIE,174,161,22,6,OPS
25072814,AXB,B738,2025-07-18 07:05:00,2025-07-18 08:05:00,Pax,CNN,96,185,24,29,OPS
25072820,ABY,A320,2025-07-18 07:05:00,2025-07-18 07:55:00,Pax,CAI,160,165,8,7,OPS
25072831,ABY,A320,2025-07-18 07:20:00,2025-07-18 08:10:00,Pax,KWI,150,166,25,1A,OPS
25072839,RWD,B738,2025-07-18 08:10:00,2025-07-18 11:00:00,Cgo,KGL,0,0,53,57,OPS
25072834,ABY,A320,2025-07-18 08:10:00,2025-07-18 10:00:00,Pax,LRR,156,77,7,8,OPS
25072835,FJL,A320,2025-07-18 08:15:00,2025-07-18 09:05:00,Pax,ISB,168,169,6,3,OPS
25072838,MSC,B738,2025-07-18 09:00:00,2025-07-18 10:00:00,Pax,CAI,180,191,5,4,OPS
25072837,ABY,A320,2025-07-18 09:40:00,2025-07-18 10:45:00,Pax,DAM,163,127,4,3,OPS
25072840,QTR,A320,2025-07-18 09:55:00,2025-07-18 11:20:00,Pax,DOH,52,120,3,7,OPS
25072842,SYR,A320,2025-07-18 10:05:00,2025-07-18 11:05:00,Pax,DAM,18,143,8,6,OPS
25072845,ABY,A321,2025-07-18 10:30:00,2025-07-18 12:45:00,Pax,CAI,170,211,7,29,OPS
25072846,AXB,B738,2025-07-18 10:40:00,2025-07-18 14:00:00,Pax,TRV,137,0,24,34,OPS
25072847,AXB,A320,2025-07-18 10:40:00,2025-07-18 12:05:00,Pax,VNS,152,172,23,24,OPS
25072844,ABY,A320,2025-07-18 10:45:00,2025-07-18 12:00:00,Pax,YNB,173,158,26,5,OPS
25072851,ABY,A320,2025-07-18 10:55:00,2025-07-18 12:45:00,Pax,AHB,172,174,29,1A,OPS
25072849,ABY,A320,2025-07-18 11:00:00,2025-07-18 11:45:00,Pax,BSR,50,99,5,8,OPS
25072850,ABY,A320,2025-07-18 11:10:00,2025-07-18 12:30:00,Pax,MED,141,173,14,1B,OPS
25072848,ABY,A320,2025-07-18 11:15:00,2025-07-18 12:10:00,Pax,MHD,81,94,16,4,OPS
25072853,ABY,A320,2025-07-18 11:20:00,2025-07-18 12:10:00,Pax,IKA,174,171,35,3,OPS
25072854,ABY,A320,2025-07-18 11:40:00,2025-07-18 13:15:00,Pax,DAC,170,158,33,16,OPS
25072852,ABY,A320,2025-07-18 11:40:00,2025-07-18 12:30:00,Pax,SYZ,20,163,8,1C,OPS
25072859,ABY,A320,2025-07-18 11:55:00,2025-07-18 13:05:00,Pax,GYD,166,166,21,7,OPS
25072857,ABY,A320,2025-07-18 11:55:00,2025-07-18 13:05:00,Pax,KRK,174,80,31,22,OPS
25072855,ABY,A320,2025-07-18 12:00:00,2025-07-18 12:55:00,Pax,TRV,167,171,3,6,OPS
25072861,ABY,A321,2025-07-18 12:05:00,2025-07-18 14:25:00,Pax,AJF,174,168,30,21,OPS
25072863,ABY,A320,2025-07-18 12:10:00,2025-07-18 13:05:00,Pax,DEL,97,167,5,8,OPS
25072869,SIA,B744,2025-07-18 12:15:00,2025-07-18 13:45:00,Cgo,SIN,0,0,51,51,OPS
25072860,ABY,A321,2025-07-18 12:15:00,2025-07-18 14:40:00,Pax,TZX,197,214,32,23,OPS
25072856,ABY,A320,2025-07-18 12:20:00,2025-07-18 13:10:00,Pax,COK,113,171,25,5,OPS
25072858,ABY,A321,2025-07-18 12:20:00,2025-07-18 14:00:00,Pax,JED,209,198,4,14,OPS
25072870,ABY,A321,2025-07-18 13:10:00,2025-07-18 14:55:00,Pax,DAC,203,173,8,3,OPS
25072865,ABY,A320,2025-07-18 13:20:00,2025-07-18 14:20:00,Pax,GIZ,29,174,7,4,OPS
25072872,ABY,A320,2025-07-18 13:40:00,2025-07-18 15:10:00,Pax,RUH,165,176,14,6,OPS
