MVMTNO,AIRL,A/CTYPE,STA,STD,LOADTYPE,DESTN,PAXIN,PAXOUT,HIST_STAND,MODEL_STAND,TYPE
25074979,ABY,A320,2025-07-30 21:00:00,2025-07-31 02:10:00,Pax,KTM,168,174,40,40,PREDAY
25074999,ABY,A320,2025-07-30 22:25:00,2025-07-31 00:10:00,Pax,JAI,140,164,6,6,PREDAY
25074997,ABY,A321,2025-07-30 22:25:00,2025-07-31 09:00:00,Pax,NBO,212,214,39,39,PREDAY
25074986,AXB,A320,2025-07-30 22:30:00,2025-07-31 00:55:00,Pax,DEL,167,180,24,24,PREDAY
25075000,ABY,A320,2025-07-30 23:20:00,2025-07-31 00:25:00,Pax,AMD,175,144,5,5,PREDAY
25075001,ABY,A320,2025-07-30 23:25:00,2025-07-31 00:10:00,Pax,CGP,162,164,4,4,PREDAY
25075002,QTR,A320,2025-07-30 23:30:00,2025-07-31 00:30:00,Pax,DOH,61,80,7,7,PREDAY
25075004,ABY,A320,2025-07-30 23:40:00,2025-07-31 03:00:00,Pax,KWI,173,161,26,26,PREDAY
25075003,PIA,A320,2025-07-30 23:45:00,2025-07-31 01:00:00,Pax,PEW,126,157,23,23,PREDAY
25075005,AXB,B738,2025-07-30 23:47:00,2025-07-31 03:05:00,Pax,BOM,129,165,22,22,PREDAY
25075006,BBC,B738,2025-07-30 23:53:00,2025-07-31 01:15:00,Pax,ZYL,160,117,8,8,PREDAY
25075007,ABY,A320,2025-07-31 00:10:00,2025-07-31 01:15:00,Pax,DAC,171,150,25,1C,OPS
25075008,AXB,B738,2025-07-31 00:25:00,2025-07-31 02:00:00,Pax,ATQ,154,176,3,14,OPS
25075009,UBG,B738,2025-07-31 00:30:00,2025-07-31 01:30:00,Pax,DAC,188,137,6,3,OPS
25075010,IGO,A320,2025-07-31 00:55:00,2025-07-31 01:55:00,Pax,LKO,168,181,4,6,OPS
25075016,ABY,A320,2025-07-31 01:30:00,2025-07-31 07:35:00,Pax,WAW,163,151,34,32,OPS
25075011,ABY,A320,2025-07-31 01:35:00,2025-07-31 02:40:00,Pax,PEW,167,144,7,4,OPS
25075012,ABY,A320,2025-07-31 01:50:00,2025-07-31 02:50:00,Pax,DOH,97,103,5,8,OPS
25075017,MSR,A321,2025-07-31 02:00:00,2025-07-31 03:00:00,Pax,CAI,183,174,23,5,OPS
25075020,ABY,A320,2025-07-31 02:10:00,2025-07-31 08:10:00,Pax,DMM,164,162,29,54,OPS
25075014,ETH,B763,2025-07-31 02:25:00,2025-07-31 04:25:00,Cgo,LOS,0,0,53,51,OPS
25075015,TKJ,B738,2025-07-31 02:45:00,2025-07-31 03:55:00,Pax,SAW,169,138,4,6,OPS
25075018,AXB,A20N,2025-07-31 03:15:00,2025-07-31 04:15:00,Pax,CCJ,177,188,6,7,OPS
25075021,ABY,A320,2025-07-31 03:15:00,2025-07-31 04:15:00,Pax,DAM,143,145,25,4,OPS
25075024,ETH,B738,2025-07-31 03:25:00,2025-07-31 04:25:00,Pax,ADD,126,122,7,8,OPS
25075023,PGT,A321,2025-07-31 03:40:00,2025-07-31 04:50:00,Pax,SAW,212,211,3,5,OPS
