STAND,STATUS,FROM,TO,DURATION_MIN,MVMTNO
14,OCCUPIED,2025-07-03 21:50:00,2025-07-04 00:10:00,140.0,25070444
14,FREE,2025-07-04 00:10:00,2025-07-04 00:30:00,20.0,
14,OCCUPIED,2025-07-04 00:30:00,2025-07-04 01:30:00,60.0,25070455
14,FREE,2025-07-04 01:30:00,2025-07-04 07:00:00,330.0,
14,OCCUPIED,2025-07-04 07:00:00,2025-07-04 09:00:00,120.0,25070501
14,FREE,2025-07-04 09:00:00,2025-07-04 12:05:00,185.0,
14,OCCUPIED,2025-07-04 12:05:00,2025-07-04 14:55:00,170.0,25070529
14,FREE,2025-07-04 14:55:00,2025-07-04 16:45:00,110.0,
14,OCCUPIED,2025-07-04 16:45:00,2025-07-04 17:45:00,60.0,25070554
14,FREE,2025-07-04 17:45:00,2025-07-04 18:15:00,30.0,
14,OCCUPIED,2025-07-04 18:15:00,2025-07-04 19:15:00,60.0,25070561
14,FREE,2025-07-04 19:15:00,2025-07-04 19:55:00,40.0,
14,OCCUPIED,2025-07-04 19:55:00,2025-07-04 21:45:00,110.0,25070574
14,FREE,2025-07-04 21:45:00,2025-07-04 22:25:00,40.0,
14,OCCUPIED,2025-07-04 22:25:00,2025-07-05 00:10:00,105.0,25070606
16,OCCUPIED,2025-07-03 22:25:00,2025-07-04 00:10:00,105.0,25070448
16,FREE,2025-07-04 00:10:00,2025-07-04 04:15:00,245.0,
16,OCCUPIED,2025-07-04 04:15:00,2025-07-04 07:10:00,175.0,25070471
16,FREE,2025-07-04 07:10:00,2025-07-04 10:40:00,210.0,
16,OCCUPIED,2025-07-04 10:40:00,2025-07-04 12:05:00,85.0,25070516
16,FREE,2025-07-04 12:05:00,2025-07-04 15:05:00,180.0,
16,OCCUPIED,2025-07-04 15:05:00,2025-07-04 16:30:00,85.0,25070546
16,FREE,2025-07-04 16:30:00,2025-07-04 17:15:00,45.0,
16,OCCUPIED,2025-07-04 17:15:00,2025-07-04 18:55:00,100.0,25070560
16,FREE,2025-07-04 18:55:00,2025-07-04 21:10:00,135.0,
16,OCCUPIED,2025-07-04 21:10:00,2025-07-04 22:05:00,55.0,25070592
16,FREE,2025-07-04 22:05:00,2025-07-04 22:30:00,25.0,
16,OCCUPIED,2025-07-04 22:30:00,2025-07-05 00:55:00,145.0,25070601
1A,FREE,2025-07-04 00:00:00,2025-07-04 00:21:00,21.0,
1A,OCCUPIED,2025-07-04 00:21:00,2025-07-04 01:15:00,54.0,25070454
1A,FREE,2025-07-04 01:15:00,2025-07-04 06:40:00,325.0,
1A,OCCUPIED,2025-07-04 06:40:00,2025-07-04 08:05:00,85.0,25070499
1A,FREE,2025-07-04 08:05:00,2025-07-04 12:10:00,245.0,
1A,OCCUPIED,2025-07-04 12:10:00,2025-07-04 13:20:00,70.0,25070531
1A,FREE,2025-07-04 13:20:00,2025-07-04 15:55:00,155.0,
1A,OCCUPIED,2025-07-04 15:55:00,2025-07-04 17:10:00,75.0,25070551
1A,FREE,2025-07-04 17:10:00,2025-07-04 19:00:00,110.0,
1A,OCCUPIED,2025-07-04 19:00:00,2025-07-04 20:30:00,90.0,25070569
1A,FREE,2025-07-04 20:30:00,2025-07-04 20:50:00,20.0,
1A,OCCUPIED,2025-07-04 20:50:00,2025-07-04 21:45:00,55.0,25070591
1A,FREE,2025-07-04 21:45:00,2025-07-04 22:25:00,40.0,
1A,OCCUPIED,2025-07-04 22:25:00,2025-07-05 00:34:00,129.0,25070604
1B,FREE,2025-07-04 00:00:00,2025-07-04 06:15:00,375.0,
1B,OCCUPIED,2025-07-04 06:15:00,2025-07-04 08:10:00,115.0,25070486
1B,FREE,2025-07-04 08:10:00,2025-07-04 11:00:00,170.0,
1B,OCCUPIED,2025-07-04 11:00:00,2025-07-04 12:55:00,115.0,25070521
1B,FREE,2025-07-04 12:55:00,2025-07-04 15:45:00,170.0,
1B,OCCUPIED,2025-07-04 15:45:00,2025-07-04 16:50:00,65.0,25070547
1B,FREE,2025-07-04 16:50:00,2025-07-04 18:20:00,90.0,
1B,OCCUPIED,2025-07-04 18:20:00,2025-07-04 19:20:00,60.0,25070567
1B,FREE,2025-07-04 19:20:00,2025-07-04 20:20:00,60.0,
1B,OCCUPIED,2025-07-04 20:20:00,2025-07-04 21:25:00,65.0,25070579
1B,FREE,2025-07-04 21:25:00,2025-07-04 21:50:00,25.0,
1B,OCCUPIED,2025-07-04 21:50:00,2025-07-05 00:18:00,148.0,25070605
1C,FREE,2025-07-04 00:00:00,2025-07-04 06:05:00,365.0,
