MVMTNO,AIRL,A/CTYPE,STA,STD,LOADTYPE,DESTN,PAXIN,PAXOUT,HIST_STAND,MODEL_STAND,TYPE
25070754,ABY,A320,2025-07-05 20:35:00,2025-07-06 00:30:00,Pax,BOM,132,171,1C,1C,PREDAY
25070753,EAU,B744,2025-07-05 21:00:00,2025-07-06 02:00:00,Cgo,MJI,0,0,53,53,PREDAY
25070764,ABY,A320,2025-07-05 22:25:00,2025-07-06 00:22:00,Pax,KHI,61,133,31,31,PREDAY
25070768,ABY,A320,2025-07-05 22:25:00,2025-07-06 00:25:00,Pax,AMD,131,176,16,16,PREDAY
25070760,AXB,A320,2025-07-05 22:30:00,2025-07-06 00:55:00,Pax,DEL,165,171,26,26,PREDAY
25070765,ABY,A320,2025-07-05 22:40:00,2025-07-06 00:14:00,Pax,JAI,102,160,25,25,PREDAY
25070767,FJL,A320,2025-07-05 22:55:00,2025-07-06 00:44:00,Pax,LHE,144,171,5,5,PREDAY
25070771,ABY,A320,2025-07-05 23:20:00,2025-07-06 01:15:00,Pax,DAC,174,158,8,8,PREDAY
25070772,ABY,A320,2025-07-05 23:25:00,2025-07-06 03:50:00,Pax,DMM,139,171,21,21,PREDAY
25070770,BBC,B738,2025-07-05 23:54:00,2025-07-06 01:15:00,Pax,CGP,163,159,7,7,PREDAY
25070773,AXB,B738,2025-07-06 00:25:00,2025-07-06 02:00:00,Pax,TRV,139,149,3,4,OPS
25070774,UBG,B738,2025-07-06 00:30:00,2025-07-06 01:30:00,Pax,DAC,189,148,6,3,OPS
25070799,KQA,B738,2025-07-06 00:30:00,2025-07-06 08:00:00,Cgo,NBO,0,0,59,55,OPS
25070775,IGO,A320,2025-07-06 00:55:00,2025-07-06 01:55:00,Pax,LKO,164,184,4,6,OPS
25070777,ABY,A321,2025-07-06 01:35:00,2025-07-06 02:50:00,Pax,DOH,215,114,14,8,OPS
25070782,ABY,A320,2025-07-06 01:35:00,2025-07-06 03:55:00,Pax,BAH,29,71,8,7,OPS
25070779,MSR,A321,2025-07-06 02:00:00,2025-07-06 03:00:00,Pax,CAI,145,170,5,5,OPS
25070778,ABY,A320,2025-07-06 02:10:00,2025-07-06 03:00:00,Pax,KWI,155,53,7,3,OPS
25070781,ABQ,A321,2025-07-06 03:10:00,2025-07-06 04:45:00,Pax,LHE,177,110,4,6,OPS
25070783,AXB,A320,2025-07-06 03:15:00,2025-07-06 04:15:00,Pax,CCJ,157,188,6,4,OPS
25070784,ABY,A320,2025-07-06 03:15:00,2025-07-06 04:45:00,Pax,MUX,149,160,32,1B,OPS
25070786,ABY,A320,2025-07-06 03:15:00,2025-07-06 05:50:00,Pax,TUU,49,172,35,1A,OPS
25070785,ABY,A320,2025-07-06 03:25:00,2025-07-06 07:30:00,Pax,JED,52,174,37,58,OPS
25070788,PGT,A321,2025-07-06 03:40:00,2025-07-06 04:50:00,Pax,SAW,146,134,3,5,OPS
25070789,MNB,A333,2025-07-06 03:50:00,2025-07-06 05:35:00,Cgo,KWI,0,0,53,51,OPS
25070790,IGO,A320,2025-07-06 03:55:00,2025-07-06 04:55:00,Pax,TRV,174,187,5,3,OPS
25070797,ABY,A320,2025-07-06 04:00:00,2025-07-06 14:00:00,Pax,DOH,149,74,40,37,OPS
