MVMTNO,AIRL,A/CTYPE,STA,STD,LOADTYPE,DESTN,PAXIN,PAXOUT,HIST_STAND,MODEL_STAND,TYPE
25064353,ABY,A320,2025-06-29 13:55:00,2025-07-01 09:00:00,Pax,DME,47,126,52,52,PREDAY
25064413,KQA,B738,2025-06-29 22:00:00,2025-07-01 10:50:00,Cgo,BOM,0,0,57,57,PREDAY
25064516,ABY,A320,2025-06-30 18:20:00,2025-07-01 09:20:00,Pax,BEY,142,179,37,37,PREDAY
25064524,ABY,A321,2025-06-30 20:00:00,2025-07-01 09:10:00,Pax,EBB,185,198,59,59,PREDAY
25064540,ABY,A320,2025-06-30 20:30:00,2025-07-01 04:45:00,Pax,MUX,149,177,36,36,PREDAY
25064544,ABY,A320,2025-06-30 20:35:00,2025-07-01 07:10:00,Pax,PEW,74,158,1C,1C,PREDAY
25064542,ABY,A321,2025-06-30 20:45:00,2025-07-01 07:30:00,Pax,RUH,216,188,38,38,PREDAY
25064546,ABY,A320,2025-06-30 21:40:00,2025-07-01 07:00:00,Pax,KHI,150,102,54,54,PREDAY
25064556,ABY,A321,2025-06-30 21:50:00,2025-07-01 07:50:00,Pax,BKK,194,209,30,30,PREDAY
25064554,ABY,A320,2025-06-30 22:20:00,2025-07-01 06:30:00,Pax,RKT,216,0,62,62,PREDAY
25064557,ABY,A320,2025-06-30 22:40:00,2025-07-01 07:35:00,Pax,WAW,164,101,40,40,PREDAY
25064564,ABY,A320,2025-06-30 23:25:00,2025-07-01 13:25:00,Pax,TBS,149,168,31,31,PREDAY
25064571,ABY,A321,2025-07-01 01:35:00,2025-07-01 12:45:00,Pax,CAI,216,206,32,39,OPS
25064573,AMA,A30B,2025-07-01 02:00:00,2025-07-01 06:00:00,Cgo,PZU,0,0,61,53,OPS
25064578,ABY,A320,2025-07-01 03:15:00,2025-07-01 09:55:00,Pax,BGW,160,169,34,50,OPS
25064575,AXB,A20N,2025-07-01 03:15:00,2025-07-01 04:15:00,Pax,CCJ,165,188,6,3,OPS
25064579,PGT,A321,2025-07-01 03:40:00,2025-07-01 04:50:00,Pax,SAW,133,137,8,6,OPS
25064580,IGO,A320,2025-07-01 03:55:00,2025-07-01 04:55:00,Pax,TRV,135,155,21,8,OPS
25070001,ABY,A320,2025-07-01 04:00:00,2025-07-01 08:20:00,Pax,CMB,157,172,35,55,OPS
25064582,ABY,A320,2025-07-01 04:05:00,2025-07-01 08:10:00,Pax,KWI,26,100,33,35,OPS
25070003,QTR,A320,2025-07-01 04:10:00,2025-07-01 05:40:00,Pax,DOH,108,128,7,4,OPS
25070002,ABY,A320,2025-07-01 04:10:00,2025-07-01 13:40:00,Pax,AMM,160,183,39,60,OPS
25064577,MNB,A333,2025-07-01 04:30:00,2025-07-01 06:30:00,Cgo,HKG,0,0,51,51,OPS
25070005,AXB,B738,2025-07-01 05:00:00,2025-07-01 06:00:00,Pax,COK,164,182,6,5,OPS
25070004,ABY,A320,2025-07-01 05:05:00,2025-07-01 09:55:00,Pax,ALA,104,130,22,36,OPS
25070006,ABY,A320,2025-07-01 05:20:00,2025-07-01 07:30:00,Pax,JED,128,153,24,16,OPS
25070007,ABY,A321,2025-07-01 05:30:00,2025-07-01 13:15:00,Pax,DAC,34,200,36,58,OPS
25070008,ABY,A320,2025-07-01 05:30:00,2025-07-01 07:50:00,Pax,MLE,167,153,56,24,OPS
25070020,ABY,A320,2025-07-01 05:35:00,2025-07-01 07:55:00,Pax,BGW,129,174,5,21,OPS
25070017,ABY,A320,2025-07-01 05:50:00,2025-07-01 08:20:00,Pax,AMM,158,165,25,33,OPS
25070009,ABY,A320,2025-07-01 05:55:00,2025-07-01 08:10:00,Pax,DMM,158,155,8,1B,OPS
25064581,ABY,A320,2025-07-01 06:00:00,2025-07-01 08:05:00,Pax,BAH,168,77,1B,29,OPS
25070016,ABY,A320,2025-07-01 06:00:00,2025-07-01 08:00:00,Pax,VIE,165,141,29,23,OPS
25070013,ABY,A320,2025-07-01 06:15:00,2025-07-01 07:55:00,Pax,CAI,167,174,26,26,OPS
25070019,ABY,A320,2025-07-01 06:15:00,2025-07-01 07:30:00,Pax,MED,153,60,14,6,OPS
