MVMTNO,AIRL,A/CTYPE,STA,STD,LOADTYPE,DESTN,PAXIN,PAXOUT,HIST_STAND,MODEL_STAND,TYPE
25070564,AMA,A30B,2025-07-04 18:00:00,2025-07-05 05:30:00,Cgo,FRU,0,0,57,57,PREDAY
25070596,ABY,A320,2025-07-04 21:40:00,2025-07-05 00:36:00,Pax,BOM,91,171,1B,1B,PREDAY
25070605,ABY,A320,2025-07-04 21:50:00,2025-07-05 00:18:00,Pax,SKT,151,163,6,6,PREDAY
25070602,ABY,A320,2025-07-04 22:20:00,2025-07-05 00:15:00,Pax,DEL,160,172,14,14,PREDAY
25070606,ABY,A320,2025-07-04 22:25:00,2025-07-05 00:10:00,Pax,CGP,80,154,24,24,PREDAY
25070604,ABY,A320,2025-07-04 22:25:00,2025-07-05 00:34:00,Pax,JAI,101,172,8,8,PREDAY
25070601,AXB,A320,2025-07-04 22:30:00,2025-07-05 00:55:00,Pax,DEL,162,179,26,26,PREDAY
25070607,ABY,A320,2025-07-04 22:40:00,2025-07-05 00:25:00,Pax,AMD,124,169,16,16,PREDAY
25070608,FJL,A320,2025-07-04 22:55:00,2025-07-05 01:15:00,Pax,LHE,175,172,5,5,PREDAY
25070609,ABY,A320,2025-07-04 23:20:00,2025-07-05 01:15:00,Pax,DAC,87,161,7,7,PREDAY
25070612,ABY,A320,2025-07-04 23:25:00,2025-07-05 01:20:00,Pax,NJF,167,134,1A,1A,PREDAY
25070610,ABY,A320,2025-07-04 23:40:00,2025-07-05 02:50:00,Pax,DOH,174,88,25,25,PREDAY
25070611,PIA,A320,2025-07-04 23:45:00,2025-07-05 01:00:00,Pax,ISB,158,154,21,21,PREDAY
25070614,BBC,B738,2025-07-04 23:55:00,2025-07-05 01:15:00,Pax,ZYL,162,158,3,3,PREDAY
25070613,AXB,B738,2025-07-05 00:25:00,2025-07-05 02:00:00,Pax,TRV,66,166,23,22,OPS
25070615,UBG,B738,2025-07-05 00:30:00,2025-07-05 01:30:00,Pax,DAC,186,153,22,4,OPS
25070616,IGO,A320,2025-07-05 00:55:00,2025-07-05 01:55:00,Pax,LKO,145,188,4,6,OPS
25070617,ABY,A320,2025-07-05 01:35:00,2025-07-05 02:40:00,Pax,PEW,30,167,5,3,OPS
25070620,PIA,A320,2025-07-05 01:45:00,2025-07-05 03:00:00,Pax,PEW,158,151,3,7,OPS
25070619,TKJ,B738,2025-07-05 01:55:00,2025-07-05 03:40:00,Pax,SAW,127,171,6,8,OPS
25070621,MSR,A321,2025-07-05 02:00:00,2025-07-05 03:00:00,Pax,CAI,152,178,7,5,OPS
25070624,JAG,B734,2025-07-05 02:00:00,2025-07-05 04:30:00,Cgo,HGA,0,0,60,53,OPS
25070622,ABY,A320,2025-07-05 02:10:00,2025-07-05 03:50:00,Pax,DMM,80,146,16,1A,OPS
25070656,KQA,B738,2025-07-05 02:30:00,2025-07-05 10:00:00,Cgo,NBO,0,0,62,51,OPS
25070627,ABY,A320,2025-07-05 03:15:00,2025-07-05 07:30:00,Pax,JED,156,160,39,60,OPS
25070626,AXB,A320,2025-07-05 03:15:00,2025-07-05 04:15:00,Pax,CCJ,162,180,8,3,OPS
25070623,ABY,A320,2025-07-05 03:25:00,2025-07-05 04:45:00,Pax,MUX,23,176,35,6,OPS
25070629,ETH,B738,2025-07-05 03:25:00,2025-07-05 04:25:00,Pax,ADD,130,134,5,4,OPS
25070628,PGT,A321,2025-07-05 03:40:00,2025-07-05 04:50:00,Pax,SAW,138,190,23,7,OPS
25070630,IGO,A320,2025-07-05 03:55:00,2025-07-05 04:55:00,Pax,TRV,137,193,4,5,OPS
25070635,ABY,A321,2025-07-05 04:00:00,2025-07-05 07:50:00,Pax,BKK,199,216,33,54,OPS
25070632,ABY,A320,2025-07-05 04:05:00,2025-07-05 09:45:00,Pax,EBL,27,176,31,39,OPS
25070631,QTR,A320,2025-07-05 04:10:00,2025-07-05 05:40:00,Pax,DOH,67,129,3,8,OPS
25070633,ABY,A320,2025-07-05 04:10:00,2025-07-05 09:55:00,Pax,ALA,157,136,30,58,OPS
25070634,ETH,B763,2025-07-05 04:25:00,2025-07-05 06:25:00,Cgo,MGQ,0,0,50,55,OPS
25070637,AXB,B738,2025-07-05 05:00:00,2025-07-05 06:00:00,Pax,COK,156,188,7,3,OPS
25070638,ABY,A320,2025-07-05 05:20:00,2025-07-05 13:15:00,Pax,TUU,73,165,38,37,OPS
25070636,ABY,A321,2025-07-05 05:30:00,2025-07-05 07:40:00,Pax,BGY,70,192,14,21,OPS
25070639,ABY,A320,2025-07-05 05:35:00,2025-07-05 08:45:00,Pax,DOH,166,148,1C,40,OPS
25070649,ABY,A320,2025-07-05 05:50:00,2025-07-05 13:25:00,Pax,TBS,145,179,54,36,OPS
25070657,ABY,A320,2025-07-05 05:55:00,2025-07-05 09:55:00,Pax,BGW,161,141,1B,52,OPS
25070641,ABY,A320,2025-07-05 06:00:00,2025-07-05 07:30:00,Pax,MED,168,145,1A,16,OPS
25070642,ABY,A320,2025-07-05 06:05:00,2025-07-05 07:55:00,Pax,CAI,172,173,4,26,OPS
25070645,ABY,A320,2025-07-05 06:15:00,2025-07-05 07:35:00,Pax,ELQ,151,136,5,14,OPS
25070646,PGT,A321,2025-07-05 06:15:00,2025-07-05 07:20:00,Pax,SAW,137,136,23,5,OPS
25070660,ABY,A320,2025-07-05 06:25:00,2025-07-05 08:50:00,Pax,FRU,96,178,25,29,OPS
25070666,ABY,A320,2025-07-05 06:25:00,2025-07-05 13:40:00,Pax,AMM,147,170,58,56,OPS
25070647,ABY,A320,2025-07-05 06:25:00,2025-07-05 07:50:00,Pax,MLE,160,174,6,1A,OPS
25070644,ABY,A321,2025-07-05 06:25:00,2025-07-05 09:00:00,Pax,DAC,146,200,35,23,OPS
25070662,ABY,A320,2025-07-05 06:30:00,2025-07-05 09:00:00,Pax,NBO,164,174,26,24,OPS
25070640,ABY,A320,2025-07-05 06:30:00,2025-07-05 08:20:00,Pax,CMB,162,176,22,1B,OPS
25070653,ABY,A320,2025-07-05 06:30:00,2025-07-05 08:55:00,Pax,KRK,168,124,24,33,OPS
25070664,ABY,A320,2025-07-05 06:35:00,2025-07-05 08:45:00,Pax,AER,140,73,56,35,OPS
25070643,ABY,A320,2025-07-05 06:35:00,2025-07-05 07:35:00,Pax,SLL,168,109,8,3,OPS
25070659,ABY,A320,2025-07-05 06:40:00,2025-07-05 09:00:00,Pax,DME,135,130,34,31,OPS
25070658,ABY,A320,2025-07-05 06:40:00,2025-07-05 08:10:00,Pax,DMM,165,145,7,1C,OPS
25070654,ABY,A320,2025-07-05 06:40:00,2025-07-05 08:05:00,Pax,EVN,114,114,52,30,OPS
25070663,ABY,A320,2025-07-05 06:40:00,2025-07-05 09:20:00,Pax,ATH,158,142,40,32,OPS
25070665,ABY,A320,2025-07-05 06:40:00,2025-07-05 09:25:00,Pax,IST,129,149,50,34,OPS
25070650,ABY,A321,2025-07-05 06:45:00,2025-07-05 12:45:00,Pax,CAI,193,214,60,38,OPS
25070655,ABY,A320,2025-07-05 07:00:00,2025-07-05 08:10:00,Pax,KWI,112,121,36,6,OPS
25070652,ABY,A320,2025-07-05 07:00:00,2025-07-05 07:55:00,Pax,BGW,174,134,3,4,OPS
25070648,ABY,A320,2025-07-05 07:00:00,2025-07-05 08:05:00,Pax,MCT,61,139,16,7,OPS
25070651,ABY,A320,2025-07-05 07:00:00,2025-07-05 08:05:00,Pax,BAH,123,81,32,8,OPS
25070671,ABY,A320,2025-07-05 07:20:00,2025-07-05 09:10:00,Pax,EBB,161,153,21,22,OPS
25070661,ABY,A320,2025-07-05 07:25:00,2025-07-05 08:20:00,Pax,AMM,147,175,37,25,OPS
25070668,NIA,A320,2025-07-05 08:00:00,2025-07-05 09:00:00,Pax,CAI,130,175,8,5,OPS
