STAND,STATUS,FROM,TO,DURATION_MIN,MVMTNO
14,OCCUPIED,2025-07-07 22:25:00,2025-07-08 00:25:00,120.0,25071098
14,FREE,2025-07-08 00:25:00,2025-07-08 06:25:00,360.0,
14,OCCUPIED,2025-07-08 06:25:00,2025-07-08 07:50:00,85.0,25071150
14,FREE,2025-07-08 07:50:00,2025-07-08 12:15:00,265.0,
14,OCCUPIED,2025-07-08 12:15:00,2025-07-08 14:00:00,105.0,25071168
14,FREE,2025-07-08 14:00:00,2025-07-08 20:20:00,380.0,
14,OCCUPIED,2025-07-08 20:20:00,2025-07-08 22:15:00,115.0,25071232
14,FREE,2025-07-08 22:15:00,2025-07-08 23:59:59,104.98333333333333,
16,FREE,2025-07-08 00:00:00,2025-07-08 06:05:00,365.0,
16,OCCUPIED,2025-07-08 06:05:00,2025-07-08 07:50:00,105.0,25071129
16,FREE,2025-07-08 07:50:00,2025-07-08 13:45:00,355.0,
16,OCCUPIED,2025-07-08 13:45:00,2025-07-08 15:01:00,76.0,25071177
16,FREE,2025-07-08 15:01:00,2025-07-08 16:55:00,114.0,
16,OCCUPIED,2025-07-08 16:55:00,2025-07-08 18:30:00,95.0,25071194
16,FREE,2025-07-08 18:30:00,2025-07-08 20:40:00,130.0,
16,OCCUPIED,2025-07-08 20:40:00,2025-07-08 22:10:00,90.0,25071225
16,FREE,2025-07-08 22:10:00,2025-07-08 23:59:59,109.98333333333333,
1A,FREE,2025-07-08 00:00:00,2025-07-08 06:30:00,390.0,
1A,OCCUPIED,2025-07-08 06:30:00,2025-07-08 08:10:00,100.0,25071139
1A,FREE,2025-07-08 08:10:00,2025-07-08 10:40:00,150.0,
1A,OCCUPIED,2025-07-08 10:40:00,2025-07-08 12:05:00,85.0,25071158
1A,FREE,2025-07-08 12:05:00,2025-07-08 13:20:00,75.0,
1A,OCCUPIED,2025-07-08 13:20:00,2025-07-08 14:20:00,60.0,25071173
1A,FREE,2025-07-08 14:20:00,2025-07-08 14:55:00,35.0,
1A,OCCUPIED,2025-07-08 14:55:00,2025-07-08 16:15:00,80.0,25071185
1A,FREE,2025-07-08 16:15:00,2025-07-08 18:05:00,110.0,
1A,OCCUPIED,2025-07-08 18:05:00,2025-07-08 20:30:00,145.0,25071202
1A,FREE,2025-07-08 20:30:00,2025-07-08 21:00:00,30.0,
1A,OCCUPIED,2025-07-08 21:00:00,2025-07-08 22:25:00,85.0,25071231
1A,FREE,2025-07-08 22:25:00,2025-07-08 23:59:59,94.98333333333333,
1B,FREE,2025-07-08 00:00:00,2025-07-08 00:55:00,55.0,
1B,OCCUPIED,2025-07-08 00:55:00,2025-07-08 01:55:00,60.0,25071107
1B,FREE,2025-07-08 01:55:00,2025-07-08 06:15:00,260.0,
1B,OCCUPIED,2025-07-08 06:15:00,2025-07-08 08:10:00,115.0,25071138
1B,FREE,2025-07-08 08:10:00,2025-07-08 11:40:00,210.0,
1B,OCCUPIED,2025-07-08 11:40:00,2025-07-08 13:20:00,100.0,25071170
1B,FREE,2025-07-08 13:20:00,2025-07-08 14:35:00,75.0,
1B,OCCUPIED,2025-07-08 14:35:00,2025-07-08 15:30:00,55.0,25071184
1B,FREE,2025-07-08 15:30:00,2025-07-08 18:00:00,150.0,
1B,OCCUPIED,2025-07-08 18:00:00,2025-07-08 19:15:00,75.0,25071203
1B,FREE,2025-07-08 19:15:00,2025-07-08 20:20:00,65.0,
1B,OCCUPIED,2025-07-08 20:20:00,2025-07-08 21:25:00,65.0,25071216
1B,FREE,2025-07-08 21:25:00,2025-07-08 23:59:59,154.98333333333332,
1C,FREE,2025-07-08 00:00:00,2025-07-08 06:30:00,390.0,
1C,OCCUPIED,2025-07-08 06:30:00,2025-07-08 08:05:00,95.0,25071134
1C,FREE,2025-07-08 08:05:00,2025-07-08 11:20:00,195.0,
1C,OCCUPIED,2025-07-08 11:20:00,2025-07-08 12:55:00,95.0,25071162
1C,FREE,2025-07-08 12:55:00,2025-07-08 13:55:00,60.0,
1C,OCCUPIED,2025-07-08 13:55:00,2025-07-08 15:00:00,65.0,25071179
1C,FREE,2025-07-08 15:00:00,2025-07-08 15:45:00,45.0,
1C,OCCUPIED,2025-07-08 15:45:00,2025-07-08 16:50:00,65.0,25071189
1C,FREE,2025-07-08 16:50:00,2025-07-08 18:20:00,90.0,
1C,OCCUPIED,2025-07-08 18:20:00,2025-07-08 19:20:00,60.0,25071201
1C,FREE,2025-07-08 19:20:00,2025-07-08 19:45:00,25.0,
1C,OCCUPIED,2025-07-08 19:45:00,2025-07-08 20:50:00,65.0,25071215
1C,FREE,2025-07-08 20:50:00,2025-07-08 21:10:00,20.0,
1C,OCCUPIED,2025-07-08 21:10:00,2025-07-08 22:30:00,80.0,25071228
1C,FREE,2025-07-08 22:30:00,2025-07-08 23:59:59,89.98333333333333,
21,OCCUPIED,2025-07-07 23:40:00,2025-07-08 02:50:00,190.0,25071103
21,FREE,2025-07-08 02:50:00,2025-07-08 05:30:00,160.0,
21,OCCUPIED,2025-07-08 05:30:00,2025-07-08 08:20:00,170.0,25071125
21,FREE,2025-07-08 08:20:00,2025-07-08 19:30:00,670.0,
21,OCCUPIED,2025-07-08 19:30:00,2025-07-08 22:10:00,160.0,25071212
21,FREE,2025-07-08 22:10:00,2025-07-08 23:59:59,109.98333333333333,
22,OCCUPIED,2025-07-07 21:50:00,2025-07-08 00:59:00,189.0,25071104
22,FREE,2025-07-08 00:59:00,2025-07-08 05:55:00,296.0,
22,OCCUPIED,2025-07-08 05:55:00,2025-07-08 08:05:00,130.0,25071131
22,FREE,2025-07-08 08:05:00,2025-07-08 20:05:00,720.0,
22,OCCUPIED,2025-07-08 20:05:00,2025-07-08 21:35:00,90.0,25071214
22,FREE,2025-07-08 21:35:00,2025-07-08 23:59:59,144.98333333333332,
23,OCCUPIED,2025-07-07 22:30:00,2025-07-08 00:55:00,145.0,25071089
23,FREE,2025-07-08 00:55:00,2025-07-08 05:20:00,265.0,
23,OCCUPIED,2025-07-08 05:20:00,2025-07-08 07:35:00,135.0,25071124
23,FREE,2025-07-08 07:35:00,2025-07-08 11:55:00,260.0,
23,OCCUPIED,2025-07-08 11:55:00,2025-07-08 13:40:00,105.0,25071165
23,FREE,2025-07-08 13:40:00,2025-07-08 20:30:00,410.0,
23,OCCUPIED,2025-07-08 20:30:00,2025-07-08 21:45:00,75.0,25071219
23,FREE,2025-07-08 21:45:00,2025-07-08 23:59:59,134.98333333333332,
24,FREE,2025-07-08 00:00:00,2025-07-08 06:40:00,400.0,
24,OCCUPIED,2025-07-08 06:40:00,2025-07-08 09:00:00,140.0,25071141
24,FREE,2025-07-08 09:00:00,2025-07-08 20:45:00,705.0,
24,OCCUPIED,2025-07-08 20:45:00,2025-07-08 22:20:00,95.0,25071226
24,FREE,2025-07-08 22:20:00,2025-07-08 23:59:59,99.98333333333333,
25,FREE,2025-07-08 00:00:00,2025-07-08 07:25:00,445.0,
25,OCCUPIED,2025-07-08 07:25:00,2025-07-08 09:10:00,105.0,25071147
25,FREE,2025-07-08 09:10:00,2025-07-08 20:30:00,680.0,
25,OCCUPIED,2025-07-08 20:30:00,2025-07-08 22:00:00,90.0,25071236
25,FREE,2025-07-08 22:00:00,2025-07-08 23:59:59,119.98333333333333,
26,FREE,2025-07-08 00:00:00,2025-07-08 06:35:00,395.0,
26,OCCUPIED,2025-07-08 06:35:00,2025-07-08 08:00:00,85.0,25071145
26,FREE,2025-07-08 08:00:00,2025-07-08 21:20:00,800.0,
26,OCCUPIED,2025-07-08 21:20:00,2025-07-08 23:35:00,135.0,25071235
26,FREE,2025-07-08 23:35:00,2025-07-08 23:59:59,24.983333333333334,
29,FREE,2025-07-08 00:00:00,2025-07-08 00:19:00,19.0,
29,OCCUPIED,2025-07-08 00:19:00,2025-07-08 03:55:00,216.0,25071106
29,FREE,2025-07-08 03:55:00,2025-07-08 06:00:00,125.0,
29,OCCUPIED,2025-07-08 06:00:00,2025-07-08 08:55:00,175.0,25071128
29,FREE,2025-07-08 08:55:00,2025-07-08 15:05:00,370.0,
29,OCCUPIED,2025-07-08 15:05:00,2025-07-08 21:45:00,400.0,25071186
29,FREE,2025-07-08 21:45:00,2025-07-08 22:20:00,35.0,
29,OCCUPIED,2025-07-08 22:20:00,2025-07-09 01:20:00,180.0,25071246
3,OCCUPIED,2025-07-07 22:40:00,2025-07-08 00:10:00,90.0,25071099
3,FREE,2025-07-08 00:10:00,2025-07-08 01:55:00,105.0,
3,OCCUPIED,2025-07-08 01:55:00,2025-07-08 03:55:00,120.0,25071110
3,FREE,2025-07-08 03:55:00,2025-07-08 07:20:00,205.0,
3,OCCUPIED,2025-07-08 07:20:00,2025-07-08 08:20:00,60.0,25071149
3,FREE,2025-07-08 08:20:00,2025-07-08 10:45:00,145.0,
3,OCCUPIED,2025-07-08 10:45:00,2025-07-08 11:45:00,60.0,25071160
3,FREE,2025-07-08 11:45:00,2025-07-08 12:10:00,25.0,
3,OCCUPIED,2025-07-08 12:10:00,2025-07-08 13:15:00,65.0,25071167
3,FREE,2025-07-08 13:15:00,2025-07-08 14:00:00,45.0,
3,OCCUPIED,2025-07-08 14:00:00,2025-07-08 14:55:00,55.0,25071178
3,FREE,2025-07-08 14:55:00,2025-07-08 15:45:00,50.0,
3,OCCUPIED,2025-07-08 15:45:00,2025-07-08 17:00:00,75.0,25071191
3,FREE,2025-07-08 17:00:00,2025-07-08 18:50:00,110.0,
3,OCCUPIED,2025-07-08 18:50:00,2025-07-08 20:00:00,70.0,25071204
3,FREE,2025-07-08 20:00:00,2025-07-08 20:35:00,35.0,
3,OCCUPIED,2025-07-08 20:35:00,2025-07-08 21:40:00,65.0,25071218
3,FREE,2025-07-08 21:40:00,2025-07-08 22:25:00,45.0,
3,OCCUPIED,2025-07-08 22:25:00,2025-07-08 23:10:00,45.0,25071244
3,FREE,2025-07-08 23:10:00,2025-07-08 23:45:00,35.0,
