STAND,STATUS,FROM,TO,DURATION_MIN,MVMTNO
14,FREE,2025-07-17 00:00:00,2025-07-17 06:40:00,400.0,
14,OCCUPIED,2025-07-17 06:40:00,2025-07-17 08:20:00,100.0,25072646
14,FREE,2025-07-17 08:20:00,2025-07-17 12:15:00,235.0,
14,OCCUPIED,2025-07-17 12:15:00,2025-07-17 14:00:00,105.0,25072694
14,FREE,2025-07-17 14:00:00,2025-07-17 20:20:00,380.0,
14,OCCUPIED,2025-07-17 20:20:00,2025-07-17 21:45:00,85.0,25072753
14,FREE,2025-07-17 21:45:00,2025-07-17 23:59:59,134.98333333333332,
16,OCCUPIED,2025-07-16 23:25:00,2025-07-17 00:25:00,60.0,25072599
16,FREE,2025-07-17 00:25:00,2025-07-17 05:10:00,285.0,
16,OCCUPIED,2025-07-17 05:10:00,2025-07-17 07:30:00,140.0,25072622
16,FREE,2025-07-17 07:30:00,2025-07-17 11:40:00,250.0,
16,OCCUPIED,2025-07-17 11:40:00,2025-07-17 12:55:00,75.0,25072685
16,FREE,2025-07-17 12:55:00,2025-07-17 20:25:00,450.0,
16,OCCUPIED,2025-07-17 20:25:00,2025-07-17 21:45:00,80.0,25072741
16,FREE,2025-07-17 21:45:00,2025-07-17 23:59:59,134.98333333333332,
1A,FREE,2025-07-17 00:00:00,2025-07-17 04:10:00,250.0,
1A,OCCUPIED,2025-07-17 04:10:00,2025-07-17 05:40:00,90.0,25072619
1A,FREE,2025-07-17 05:40:00,2025-07-17 06:05:00,25.0,
1A,OCCUPIED,2025-07-17 06:05:00,2025-07-17 07:35:00,90.0,25072634
1A,FREE,2025-07-17 07:35:00,2025-07-17 11:00:00,205.0,
1A,OCCUPIED,2025-07-17 11:00:00,2025-07-17 12:10:00,70.0,25072680
1A,FREE,2025-07-17 12:10:00,2025-07-17 18:50:00,400.0,
1A,OCCUPIED,2025-07-17 18:50:00,2025-07-17 20:50:00,120.0,25072731
1A,FREE,2025-07-17 20:50:00,2025-07-17 21:20:00,30.0,
1A,OCCUPIED,2025-07-17 21:20:00,2025-07-17 23:15:00,115.0,25072765
1A,FREE,2025-07-17 23:15:00,2025-07-17 23:59:59,44.983333333333334,
1B,FREE,2025-07-17 00:00:00,2025-07-17 05:55:00,355.0,
1B,OCCUPIED,2025-07-17 05:55:00,2025-07-17 08:05:00,130.0,25072635
1B,FREE,2025-07-17 08:05:00,2025-07-17 11:50:00,225.0,
1B,OCCUPIED,2025-07-17 11:50:00,2025-07-17 13:15:00,85.0,25072689
1B,FREE,2025-07-17 13:15:00,2025-07-17 15:15:00,120.0,
1B,OCCUPIED,2025-07-17 15:15:00,2025-07-17 16:35:00,80.0,25072708
1B,FREE,2025-07-17 16:35:00,2025-07-17 17:05:00,30.0,
1B,OCCUPIED,2025-07-17 17:05:00,2025-07-17 19:50:00,165.0,25072728
1B,FREE,2025-07-17 19:50:00,2025-07-17 20:20:00,30.0,
