STAND,STATUS,FROM,TO,DURATION_MIN,MVMTNO
14,FREE,2025-07-14 00:00:00,2025-07-14 05:30:00,330.0,
14,OCCUPIED,2025-07-14 05:30:00,2025-07-14 07:30:00,120.0,25072129
14,FREE,2025-07-14 07:30:00,2025-07-14 11:55:00,265.0,
14,OCCUPIED,2025-07-14 11:55:00,2025-07-14 14:00:00,125.0,25072176
14,FREE,2025-07-14 14:00:00,2025-07-14 15:25:00,85.0,
14,OCCUPIED,2025-07-14 15:25:00,2025-07-14 16:45:00,80.0,25072192
14,FREE,2025-07-14 16:45:00,2025-07-14 17:05:00,20.0,
14,OCCUPIED,2025-07-14 17:05:00,2025-07-14 19:00:00,115.0,25072211
14,FREE,2025-07-14 19:00:00,2025-07-14 19:40:00,40.0,
14,OCCUPIED,2025-07-14 19:40:00,2025-07-14 21:20:00,100.0,25072234
14,FREE,2025-07-14 21:20:00,2025-07-14 21:40:00,20.0,
14,OCCUPIED,2025-07-14 21:40:00,2025-07-15 00:25:00,165.0,25072261
16,FREE,2025-07-14 00:00:00,2025-07-14 06:00:00,360.0,
16,OCCUPIED,2025-07-14 06:00:00,2025-07-14 07:30:00,90.0,25072128
16,FREE,2025-07-14 07:30:00,2025-07-14 10:45:00,195.0,
16,OCCUPIED,2025-07-14 10:45:00,2025-07-14 12:30:00,105.0,25072167
16,FREE,2025-07-14 12:30:00,2025-07-14 18:50:00,380.0,
16,OCCUPIED,2025-07-14 18:50:00,2025-07-14 20:30:00,100.0,25072224
16,FREE,2025-07-14 20:30:00,2025-07-14 20:50:00,20.0,
16,OCCUPIED,2025-07-14 20:50:00,2025-07-14 22:20:00,90.0,25072243
16,FREE,2025-07-14 22:20:00,2025-07-14 23:59:59,99.98333333333333,
1A,FREE,2025-07-14 00:00:00,2025-07-14 00:06:00,6.0,
1A,OCCUPIED,2025-07-14 00:06:00,2025-07-14 02:50:00,164.0,25072100
1A,FREE,2025-07-14 02:50:00,2025-07-14 03:15:00,25.0,
1A,OCCUPIED,2025-07-14 03:15:00,2025-07-14 06:05:00,170.0,25072116
1A,FREE,2025-07-14 06:05:00,2025-07-14 06:35:00,30.0,
1A,OCCUPIED,2025-07-14 06:35:00,2025-07-14 08:10:00,95.0,25072131
1A,FREE,2025-07-14 08:10:00,2025-07-14 11:15:00,185.0,
1A,OCCUPIED,2025-07-14 11:15:00,2025-07-14 12:45:00,90.0,25072170
1A,FREE,2025-07-14 12:45:00,2025-07-14 14:55:00,130.0,
1A,OCCUPIED,2025-07-14 14:55:00,2025-07-14 16:25:00,90.0,25072197
1A,FREE,2025-07-14 16:25:00,2025-07-14 18:05:00,100.0,
1A,OCCUPIED,2025-07-14 18:05:00,2025-07-14 18:55:00,50.0,25072219
1A,FREE,2025-07-14 18:55:00,2025-07-14 20:05:00,70.0,
1A,OCCUPIED,2025-07-14 20:05:00,2025-07-14 21:25:00,80.0,25072233
1A,FREE,2025-07-14 21:25:00,2025-07-14 22:30:00,65.0,
1A,OCCUPIED,2025-07-14 22:30:00,2025-07-15 00:55:00,145.0,25072256
1B,FREE,2025-07-14 00:00:00,2025-07-14 01:35:00,95.0,
1B,OCCUPIED,2025-07-14 01:35:00,2025-07-14 03:55:00,140.0,25072108
1B,FREE,2025-07-14 03:55:00,2025-07-14 06:30:00,155.0,
1B,OCCUPIED,2025-07-14 06:30:00,2025-07-14 08:05:00,95.0,25072146
1B,FREE,2025-07-14 08:05:00,2025-07-14 11:40:00,215.0,
1B,OCCUPIED,2025-07-14 11:40:00,2025-07-14 13:05:00,85.0,25072173
1B,FREE,2025-07-14 13:05:00,2025-07-14 14:35:00,90.0,
1B,OCCUPIED,2025-07-14 14:35:00,2025-07-14 15:35:00,60.0,25072195
1B,FREE,2025-07-14 15:35:00,2025-07-14 18:20:00,165.0,
1B,OCCUPIED,2025-07-14 18:20:00,2025-07-14 19:50:00,90.0,25072223
1B,FREE,2025-07-14 19:50:00,2025-07-14 20:25:00,35.0,
1B,OCCUPIED,2025-07-14 20:25:00,2025-07-14 23:10:00,165.0,25072238
1B,FREE,2025-07-14 23:10:00,2025-07-14 23:59:59,49.983333333333334,
1C,OCCUPIED,2025-07-13 20:50:00,2025-07-14 00:00:00,190.0,25072067
1C,FREE,2025-07-14 00:00:00,2025-07-14 02:10:00,130.0,
1C,OCCUPIED,2025-07-14 02:10:00,2025-07-14 04:45:00,155.0,25072109
1C,FREE,2025-07-14 04:45:00,2025-07-14 06:40:00,115.0,
1C,OCCUPIED,2025-07-14 06:40:00,2025-07-14 08:05:00,85.0,25072135
1C,FREE,2025-07-14 08:05:00,2025-07-14 11:40:00,215.0,
1C,OCCUPIED,2025-07-14 11:40:00,2025-07-14 12:30:00,50.0,25072172
1C,FREE,2025-07-14 12:30:00,2025-07-14 15:45:00,195.0,
1C,OCCUPIED,2025-07-14 15:45:00,2025-07-14 16:50:00,65.0,25072201
1C,FREE,2025-07-14 16:50:00,2025-07-14 18:10:00,80.0,
1C,OCCUPIED,2025-07-14 18:10:00,2025-07-14 19:10:00,60.0,25072215
1C,FREE,2025-07-14 19:10:00,2025-07-14 20:20:00,70.0,
1C,OCCUPIED,2025-07-14 20:20:00,2025-07-14 21:25:00,65.0,25072232
1C,FREE,2025-07-14 21:25:00,2025-07-14 23:59:59,154.98333333333332,
21,FREE,2025-07-14 00:00:00,2025-07-14 06:55:00,415.0,
21,OCCUPIED,2025-07-14 06:55:00,2025-07-14 08:20:00,85.0,25072148
21,FREE,2025-07-14 08:20:00,2025-07-14 12:15:00,235.0,
21,OCCUPIED,2025-07-14 12:15:00,2025-07-14 14:50:00,155.0,25072186
21,FREE,2025-07-14 14:50:00,2025-07-14 17:15:00,145.0,
21,OCCUPIED,2025-07-14 17:15:00,2025-07-14 18:55:00,100.0,25072212
21,FREE,2025-07-14 18:55:00,2025-07-14 19:45:00,50.0,
21,OCCUPIED,2025-07-14 19:45:00,2025-07-14 22:25:00,160.0,25072231
21,FREE,2025-07-14 22:25:00,2025-07-14 23:59:59,94.98333333333333,
22,OCCUPIED,2025-07-13 23:20:00,2025-07-14 01:20:00,120.0,25072093
22,FREE,2025-07-14 01:20:00,2025-07-14 06:05:00,285.0,
22,OCCUPIED,2025-07-14 06:05:00,2025-07-14 08:10:00,125.0,25072130
22,FREE,2025-07-14 08:10:00,2025-07-14 11:40:00,210.0,
22,OCCUPIED,2025-07-14 11:40:00,2025-07-14 12:55:00,75.0,25072175
22,FREE,2025-07-14 12:55:00,2025-07-14 20:00:00,425.0,
22,OCCUPIED,2025-07-14 20:00:00,2025-07-14 21:45:00,105.0,25072235
22,FREE,2025-07-14 21:45:00,2025-07-14 23:59:59,134.98333333333332,
23,FREE,2025-07-14 00:00:00,2025-07-14 07:00:00,420.0,
23,OCCUPIED,2025-07-14 07:00:00,2025-07-14 08:45:00,105.0,25072149
23,FREE,2025-07-14 08:45:00,2025-07-14 11:20:00,155.0,
23,OCCUPIED,2025-07-14 11:20:00,2025-07-14 13:10:00,110.0,25072179
23,FREE,2025-07-14 13:10:00,2025-07-14 20:50:00,460.0,
23,OCCUPIED,2025-07-14 20:50:00,2025-07-14 22:40:00,110.0,25072236
23,FREE,2025-07-14 22:40:00,2025-07-14 23:59:59,79.98333333333333,
24,FREE,2025-07-14 00:00:00,2025-07-14 06:40:00,400.0,
24,OCCUPIED,2025-07-14 06:40:00,2025-07-14 09:00:00,140.0,25072143
24,FREE,2025-07-14 09:00:00,2025-07-14 10:40:00,100.0,
24,OCCUPIED,2025-07-14 10:40:00,2025-07-14 12:05:00,85.0,25072168
24,FREE,2025-07-14 12:05:00,2025-07-14 19:30:00,445.0,
24,OCCUPIED,2025-07-14 19:30:00,2025-07-14 22:10:00,160.0,25072227
24,FREE,2025-07-14 22:10:00,2025-07-14 23:59:59,109.98333333333333,
25,OCCUPIED,2025-07-13 22:30:00,2025-07-14 00:55:00,145.0,25072080
25,FREE,2025-07-14 00:55:00,2025-07-14 06:30:00,335.0,
25,OCCUPIED,2025-07-14 06:30:00,2025-07-14 08:50:00,140.0,25072153
25,FREE,2025-07-14 08:50:00,2025-07-14 10:55:00,125.0,
25,OCCUPIED,2025-07-14 10:55:00,2025-07-14 12:55:00,120.0,25072177
25,FREE,2025-07-14 12:55:00,2025-07-14 20:05:00,430.0,
25,OCCUPIED,2025-07-14 20:05:00,2025-07-14 21:35:00,90.0,25072244
25,FREE,2025-07-14 21:35:00,2025-07-14 23:59:59,144.98333333333332,
26,OCCUPIED,2025-07-13 22:25:00,2025-07-14 00:38:00,133.0,25072091
26,FREE,2025-07-14 00:38:00,2025-07-14 06:30:00,352.0,
26,OCCUPIED,2025-07-14 06:30:00,2025-07-14 08:05:00,95.0,25072144
26,FREE,2025-07-14 08:05:00,2025-07-14 23:59:59,954.9833333333333,
29,FREE,2025-07-14 00:00:00,2025-07-14 00:05:00,5.0,
29,OCCUPIED,2025-07-14 00:05:00,2025-07-14 03:05:00,180.0,25072101
29,FREE,2025-07-14 03:05:00,2025-07-14 06:40:00,215.0,
29,OCCUPIED,2025-07-14 06:40:00,2025-07-14 08:20:00,100.0,25072151
29,FREE,2025-07-14 08:20:00,2025-07-14 19:00:00,640.0,
29,OCCUPIED,2025-07-14 19:00:00,2025-07-14 22:10:00,190.0,25072226
29,FREE,2025-07-14 22:10:00,2025-07-14 23:20:00,70.0,
29,OCCUPIED,2025-07-14 23:20:00,2025-07-15 04:15:00,295.0,25072263
3,OCCUPIED,2025-07-13 22:55:00,2025-07-14 00:07:00,72.0,25072094
3,FREE,2025-07-14 00:07:00,2025-07-14 00:55:00,48.0,
3,OCCUPIED,2025-07-14 00:55:00,2025-07-14 01:55:00,60.0,25072103
3,FREE,2025-07-14 01:55:00,2025-07-14 03:15:00,80.0,
3,OCCUPIED,2025-07-14 03:15:00,2025-07-14 04:15:00,60.0,25072111
3,FREE,2025-07-14 04:15:00,2025-07-14 05:00:00,45.0,
3,OCCUPIED,2025-07-14 05:00:00,2025-07-14 06:00:00,60.0,25072122
