STAND,STATUS,FROM,TO,DURATION_MIN,MVMTNO
14,FREE,2025-07-30 00:00:00,2025-07-30 06:45:00,405.0,
14,OCCUPIED,2025-07-30 06:45:00,2025-07-30 09:00:00,135.0,25074884
14,FREE,2025-07-30 09:00:00,2025-07-30 12:15:00,195.0,
14,OCCUPIED,2025-07-30 12:15:00,2025-07-30 14:00:00,105.0,25074923
14,FREE,2025-07-30 14:00:00,2025-07-30 15:05:00,65.0,
14,OCCUPIED,2025-07-30 15:05:00,2025-07-30 16:45:00,100.0,25074931
14,FREE,2025-07-30 16:45:00,2025-07-30 20:50:00,245.0,
14,OCCUPIED,2025-07-30 20:50:00,2025-07-30 22:15:00,85.0,25074981
14,FREE,2025-07-30 22:15:00,2025-07-30 23:59:59,104.98333333333333,
16,FREE,2025-07-30 00:00:00,2025-07-30 06:35:00,395.0,
16,OCCUPIED,2025-07-30 06:35:00,2025-07-30 08:05:00,90.0,25074879
16,FREE,2025-07-30 08:05:00,2025-07-30 12:10:00,245.0,
16,OCCUPIED,2025-07-30 12:10:00,2025-07-30 14:55:00,165.0,25074918
16,FREE,2025-07-30 14:55:00,2025-07-30 17:15:00,140.0,
16,OCCUPIED,2025-07-30 17:15:00,2025-07-30 18:55:00,100.0,25074949
16,FREE,2025-07-30 18:55:00,2025-07-30 19:40:00,45.0,
16,OCCUPIED,2025-07-30 19:40:00,2025-07-30 21:35:00,115.0,25074965
16,FREE,2025-07-30 21:35:00,2025-07-30 22:00:00,25.0,
16,OCCUPIED,2025-07-30 22:00:00,2025-07-30 22:50:00,50.0,25074995
16,FREE,2025-07-30 22:50:00,2025-07-30 23:59:59,69.98333333333333,
1A,FREE,2025-07-30 00:00:00,2025-07-30 02:10:00,130.0,
1A,OCCUPIED,2025-07-30 02:10:00,2025-07-30 03:55:00,105.0,25074842
1A,FREE,2025-07-30 03:55:00,2025-07-30 05:45:00,110.0,
1A,OCCUPIED,2025-07-30 05:45:00,2025-07-30 07:00:00,75.0,25074860
1A,FREE,2025-07-30 07:00:00,2025-07-30 07:20:00,20.0,
1A,OCCUPIED,2025-07-30 07:20:00,2025-07-30 08:45:00,85.0,25074888
1A,FREE,2025-07-30 08:45:00,2025-07-30 11:00:00,135.0,
1A,OCCUPIED,2025-07-30 11:00:00,2025-07-30 12:45:00,105.0,25074915
1A,FREE,2025-07-30 12:45:00,2025-07-30 15:15:00,150.0,
1A,OCCUPIED,2025-07-30 15:15:00,2025-07-30 17:00:00,105.0,25074934
1A,FREE,2025-07-30 17:00:00,2025-07-30 17:50:00,50.0,
1A,OCCUPIED,2025-07-30 17:50:00,2025-07-30 19:20:00,90.0,25074959
1A,FREE,2025-07-30 19:20:00,2025-07-30 19:45:00,25.0,
1A,OCCUPIED,2025-07-30 19:45:00,2025-07-30 21:25:00,100.0,25074966
1A,FREE,2025-07-30 21:25:00,2025-07-30 21:50:00,25.0,
1A,OCCUPIED,2025-07-30 21:50:00,2025-07-30 22:50:00,60.0,25074987
1A,FREE,2025-07-30 22:50:00,2025-07-30 23:59:59,69.98333333333333,
1B,FREE,2025-07-30 00:00:00,2025-07-30 04:10:00,250.0,
1B,OCCUPIED,2025-07-30 04:10:00,2025-07-30 05:40:00,90.0,25074850
1B,FREE,2025-07-30 05:40:00,2025-07-30 06:40:00,60.0,
1B,OCCUPIED,2025-07-30 06:40:00,2025-07-30 08:10:00,90.0,25074873
1B,FREE,2025-07-30 08:10:00,2025-07-30 11:10:00,180.0,
1B,OCCUPIED,2025-07-30 11:10:00,2025-07-30 12:45:00,95.0,25074909
1B,FREE,2025-07-30 12:45:00,2025-07-30 17:05:00,260.0,
1B,OCCUPIED,2025-07-30 17:05:00,2025-07-30 18:00:00,55.0,25074943
1B,FREE,2025-07-30 18:00:00,2025-07-30 18:20:00,20.0,
1B,OCCUPIED,2025-07-30 18:20:00,2025-07-30 20:30:00,130.0,25074953
1B,FREE,2025-07-30 20:30:00,2025-07-30 20:50:00,20.0,
1B,OCCUPIED,2025-07-30 20:50:00,2025-07-30 22:10:00,80.0,25074978
1B,FREE,2025-07-30 22:10:00,2025-07-30 22:30:00,20.0,
1B,OCCUPIED,2025-07-30 22:30:00,2025-07-31 00:55:00,145.0,25074986
1C,FREE,2025-07-30 00:00:00,2025-07-30 00:16:00,16.0,
1C,OCCUPIED,2025-07-30 00:16:00,2025-07-30 02:50:00,154.0,25074834
1C,FREE,2025-07-30 02:50:00,2025-07-30 07:00:00,250.0,
1C,OCCUPIED,2025-07-30 07:00:00,2025-07-30 08:05:00,65.0,25074885
1C,FREE,2025-07-30 08:05:00,2025-07-30 09:10:00,65.0,
1C,OCCUPIED,2025-07-30 09:10:00,2025-07-30 10:00:00,50.0,25074896
1C,FREE,2025-07-30 10:00:00,2025-07-30 10:45:00,45.0,
1C,OCCUPIED,2025-07-30 10:45:00,2025-07-30 12:10:00,85.0,25074904
1C,FREE,2025-07-30 12:10:00,2025-07-30 17:10:00,300.0,
1C,OCCUPIED,2025-07-30 17:10:00,2025-07-30 18:55:00,105.0,25074950
1C,FREE,2025-07-30 18:55:00,2025-07-30 20:30:00,95.0,
1C,OCCUPIED,2025-07-30 20:30:00,2025-07-30 21:45:00,75.0,25074973
1C,FREE,2025-07-30 21:45:00,2025-07-30 22:25:00,40.0,
1C,OCCUPIED,2025-07-30 22:25:00,2025-07-31 00:10:00,105.0,25074999
21,FREE,2025-07-30 00:00:00,2025-07-30 06:50:00,410.0,
21,OCCUPIED,2025-07-30 06:50:00,2025-07-30 09:00:00,130.0,25074871
21,FREE,2025-07-30 09:00:00,2025-07-30 12:05:00,185.0,
21,OCCUPIED,2025-07-30 12:05:00,2025-07-30 13:35:00,90.0,25074924
21,FREE,2025-07-30 13:35:00,2025-07-30 19:40:00,365.0,
21,OCCUPIED,2025-07-30 19:40:00,2025-07-30 22:25:00,165.0,25074963
21,FREE,2025-07-30 22:25:00,2025-07-30 23:59:59,94.98333333333333,
22,FREE,2025-07-30 00:00:00,2025-07-30 06:40:00,400.0,
22,OCCUPIED,2025-07-30 06:40:00,2025-07-30 09:10:00,150.0,25074878
22,FREE,2025-07-30 09:10:00,2025-07-30 11:40:00,150.0,
22,OCCUPIED,2025-07-30 11:40:00,2025-07-30 12:55:00,75.0,25074905
22,FREE,2025-07-30 12:55:00,2025-07-30 19:40:00,405.0,
