MVMTNO,AIRL,A/CTYPE,STA,STD,LOADTYPE,DESTN,PAXIN,PAXOUT,HIST_STAND,MODEL_STAND,TYPE
25073946,ABY,A320,2025-07-24 19:30:00,2025-07-25 01:20:00,Pax,BOM,167,170,31,31,PREDAY
25073937,ABY,A321,2025-07-24 19:40:00,2025-07-25 09:00:00,Pax,DAC,214,159,56,56,PREDAY
25073939,ABY,A320,2025-07-24 19:55:00,2025-07-25 02:10:00,Pax,KTM,147,149,35,35,PREDAY
25073948,ABY,A320,2025-07-24 20:30:00,2025-07-25 10:45:00,Pax,DAM,153,114,58,58,PREDAY
25073959,ABY,A321,2025-07-24 20:35:00,2025-07-25 07:40:00,Pax,BGY,168,187,54,54,PREDAY
25073963,ABY,A320,2025-07-24 21:50:00,2025-07-25 01:20:00,Pax,NJF,159,136,1B,1B,PREDAY
25073967,ABY,A321,2025-07-24 22:10:00,2025-07-25 03:50:00,Pax,DMM,184,209,29,29,PREDAY
25073965,AXB,A320,2025-07-24 22:30:00,2025-07-25 00:55:00,Pax,DEL,144,169,24,24,PREDAY
25073975,ABY,A320,2025-07-24 23:25:00,2025-07-25 00:10:00,Pax,CGP,163,165,5,5,PREDAY
25073973,QTR,A320,2025-07-24 23:30:00,2025-07-25 00:30:00,Pax,DOH,133,92,4,4,PREDAY
25073974,AXB,B738,2025-07-24 23:34:00,2025-07-25 03:05:00,Pax,BOM,100,135,22,22,PREDAY
25073976,ABY,A320,2025-07-24 23:40:00,2025-07-25 00:25:00,Pax,AMD,166,167,3,3,PREDAY
25073977,ABY,A320,2025-07-25 00:08:00,2025-07-25 01:15:00,Pax,DAC,170,152,6,7,OPS
25073979,AXB,B738,2025-07-25 00:25:00,2025-07-25 02:00:00,Pax,ATQ,185,170,23,8,OPS
25073980,UBG,B738,2025-07-25 00:30:00,2025-07-25 01:30:00,Pax,DAC,184,129,7,6,OPS
25073978,IGO,A320,2025-07-25 00:55:00,2025-07-25 01:55:00,Pax,LKO,169,183,8,3,OPS
25073982,ABY,A320,2025-07-25 01:30:00,2025-07-25 04:15:00,Pax,DAM,63,141,14,5,OPS
25073983,ABY,A320,2025-07-25 01:35:00,2025-07-25 04:45:00,Pax,MUX,52,119,16,32,OPS
25073981,ABY,A320,2025-07-25 01:35:00,2025-07-25 02:50:00,Pax,DOH,172,113,3,4,OPS
25073986,MSR,A321,2025-07-25 02:00:00,2025-07-25 03:00:00,Pax,CAI,175,171,4,7,OPS
25073984,ABY,A320,2025-07-25 02:10:00,2025-07-25 03:55:00,Pax,BAH,127,112,6,1A,OPS
25073985,ABQ,A320,2025-07-25 03:10:00,2025-07-25 04:45:00,Pax,LHE,176,103,8,8,OPS
25073987,AXB,A20N,2025-07-25 03:15:00,2025-07-25 04:15:00,Pax,CCJ,171,189,7,3,OPS
25073990,ABY,A320,2025-07-25 03:15:00,2025-07-25 06:05:00,Pax,UET,93,44,24,1C,OPS
25073988,ABY,A320,2025-07-25 03:25:00,2025-07-25 07:30:00,Pax,MED,63,175,39,50,OPS
25073997,PGT,A321,2025-07-25 03:40:00,2025-07-25 04:50:00,Pax,SAW,167,168,4,6,OPS
25073989,JAG,B734,2025-07-25 03:45:00,2025-07-25 05:30:00,Cgo,AKX,0,0,57,51,OPS
25073991,IGO,A320,2025-07-25 03:55:00,2025-07-25 04:55:00,Pax,TRV,154,189,3,4,OPS
25073992,ABY,A320,2025-07-25 04:00:00,2025-07-25 05:50:00,Pax,TUU,160,91,26,7,OPS
25073995,ABY,A320,2025-07-25 04:05:00,2025-07-25 08:10:00,Pax,KWI,105,161,35,60,OPS
25073993,QTR,A320,2025-07-25 04:10:00,2025-07-25 05:40:00,Pax,DOH,77,112,5,1B,OPS
25074008,ABY,A320,2025-07-25 04:10:00,2025-07-25 13:40:00,Pax,AMM,162,174,52,40,OPS
25073994,ABY,A320,2025-07-25 04:20:00,2025-07-25 08:20:00,Pax,AMM,167,169,33,62,OPS
25073996,AXB,B738,2025-07-25 05:00:00,2025-07-25 06:00:00,Pax,COK,179,189,6,3,OPS
25073998,KQA,B738,2025-07-25 05:30:00,2025-07-25 09:00:00,Cgo,NBO,0,0,53,53,OPS
25074002,ABY,A321,2025-07-25 05:30:00,2025-07-25 07:30:00,Pax,RUH,192,174,7,6,OPS
25074001,ABY,A320,2025-07-25 05:35:00,2025-07-25 09:55:00,Pax,ALA,166,173,31,38,OPS
25073999,ABY,A320,2025-07-25 05:40:00,2025-07-25 08:20:00,Pax,CMB,68,166,36,30,OPS
25074006,ABY,A320,2025-07-25 05:45:00,2025-07-25 07:10:00,Pax,ELQ,164,165,62,16,OPS
25074004,ABY,A320,2025-07-25 05:50:00,2025-07-25 07:30:00,Pax,JED,171,174,1A,4,OPS
