MVMTNO,AIRL,A/CTYPE,STA,STD,LOADTYPE,DESTN,PAXIN,PAXOUT,HIST_STAND,MODEL_STAND,TYPE
25070096,ABY,A320,2025-07-01 19:45:00,2025-07-03 09:45:00,Pax,EBL,175,169,30,30,PREDAY
25070235,ABY,A320,2025-07-02 17:15:00,2025-07-03 09:00:00,Pax,GOX,88,169,57,57,PREDAY
25070247,PXA,B744,2025-07-02 19:30:00,2025-07-03 07:25:00,Cgo,NDJ,0,0,59,59,PREDAY
25070275,ABY,A320,2025-07-02 20:35:00,2025-07-03 01:19:00,Pax,BOM,81,170,1B,1B,PREDAY
25070281,ABY,A321,2025-07-02 21:20:00,2025-07-03 02:50:00,Pax,DOH,204,85,35,35,PREDAY
25070276,ABY,A321,2025-07-02 21:50:00,2025-07-03 09:00:00,Pax,NBO,209,207,32,32,PREDAY
25070282,ABY,A320,2025-07-02 22:20:00,2025-07-03 00:35:00,Pax,DEL,174,171,5,5,PREDAY
25070283,ABY,A321,2025-07-02 22:25:00,2025-07-03 00:08:00,Pax,KHI,63,120,8,8,PREDAY
25070279,ABY,A320,2025-07-02 22:25:00,2025-07-03 00:58:00,Pax,JAI,110,167,16,16,PREDAY
25070273,AXB,A320,2025-07-02 22:30:00,2025-07-03 00:55:00,Pax,DEL,155,184,31,31,PREDAY
25070278,AXB,B38M,2025-07-02 22:30:00,2025-07-03 00:41:00,Pax,CNN,167,175,4,4,PREDAY
25070280,ABY,A320,2025-07-02 22:40:00,2025-07-03 03:50:00,Pax,DMM,130,163,25,25,PREDAY
25070285,RMX,B738,2025-07-02 23:00:00,2025-07-03 01:30:00,Cgo,CAI,0,0,51,51,PREDAY
25070288,ABY,A320,2025-07-02 23:20:00,2025-07-03 00:25:00,Pax,AMD,174,167,23,23,PREDAY
25070286,ABY,A320,2025-07-02 23:25:00,2025-07-03 00:10:00,Pax,CGP,129,155,7,7,PREDAY
25070289,ABY,A320,2025-07-02 23:40:00,2025-07-03 01:15:00,Pax,DAC,174,158,21,21,PREDAY
25070287,PIA,A320,2025-07-02 23:45:00,2025-07-03 01:00:00,Pax,PEW,144,152,3,3,PREDAY
25070290,BBC,B738,2025-07-03 00:00:00,2025-07-03 01:15:00,Pax,ZYL,158,162,24,6,OPS
25070293,FJL,A320,2025-07-03 00:12:00,2025-07-03 04:19:00,Pax,LHE,156,121,26,29,OPS
25070292,AXB,B738,2025-07-03 00:25:00,2025-07-03 02:00:00,Pax,TRV,99,163,22,8,OPS
25070291,UBG,B738,2025-07-03 00:30:00,2025-07-03 01:30:00,Pax,DAC,183,150,6,7,OPS
25070295,IGO,A320,2025-07-03 00:55:00,2025-07-03 01:55:00,Pax,LKO,150,190,29,5,OPS
25070297,ABY,A320,2025-07-03 01:30:00,2025-07-03 02:40:00,Pax,PEW,138,166,4,3,OPS
25070298,MSR,A321,2025-07-03 02:00:00,2025-07-03 03:00:00,Pax,CAI,161,161,5,4,OPS
25070299,ABY,A320,2025-07-03 02:10:00,2025-07-03 03:00:00,Pax,KWI,96,78,23,6,OPS
25070300,TKJ,B738,2025-07-03 02:45:00,2025-07-03 03:55:00,Pax,SAW,162,186,7,5,OPS
25070301,AXB,A320,2025-07-03 03:15:00,2025-07-03 04:15:00,Pax,CCJ,146,180,6,3,OPS
25070303,ABY,A320,2025-07-03 03:25:00,2025-07-03 04:45:00,Pax,MUX,51,176,14,7,OPS
25070302,ETH,B738,2025-07-03 03:25:00,2025-07-03 04:25:00,Pax,ADD,109,142,4,8,OPS
25070324,ETH,B763,2025-07-03 03:30:00,2025-07-03 08:25:00,Cgo,LOS,0,0,55,51,OPS
25070304,PGT,A321,2025-07-03 03:40:00,2025-07-03 04:50:00,Pax,SAW,145,148,3,4,OPS
25070306,IGO,A20N,2025-07-03 03:55:00,2025-07-03 04:55:00,Pax,TRV,77,188,5,6,OPS
25070312,ABY,A321,2025-07-03 04:00:00,2025-07-03 09:00:00,Pax,DAC,210,201,29,40,OPS
25070307,ABY,A320,2025-07-03 04:05:00,2025-07-03 07:30:00,Pax,JED,23,161,22,58,OPS
25070309,QTR,A320,2025-07-03 04:10:00,2025-07-03 05:40:00,Pax,DOH,101,104,8,1A,OPS
25070308,ABY,A320,2025-07-03 04:10:00,2025-07-03 13:20:00,Pax,KHI,170,138,36,36,OPS
25070310,AXB,B738,2025-07-03 05:00:00,2025-07-03 06:00:00,Pax,COK,107,185,7,3,OPS
25070311,ABY,A320,2025-07-03 05:00:00,2025-07-03 07:35:00,Pax,SLL,90,153,1A,33,OPS
25070314,ABY,A320,2025-07-03 05:15:00,2025-07-03 08:20:00,Pax,CMB,97,180,33,38,OPS
25070315,ABY,A321,2025-07-03 05:30:00,2025-07-03 07:30:00,Pax,RUH,50,168,6,5,OPS
25070322,ABY,A320,2025-07-03 05:35:00,2025-07-03 08:05:00,Pax,BAH,170,104,26,29,OPS
25070316,ABY,A320,2025-07-03 05:50:00,2025-07-03 07:00:00,Pax,KHI,160,120,3,7,OPS
25070321,ABY,A320,2025-07-03 05:50:00,2025-07-03 13:25:00,Pax,TBS,122,176,38,37,OPS
25070329,ABY,A321,2025-07-03 05:55:00,2025-07-03 12:45:00,Pax,CAI,202,209,58,60,OPS
25070317,ABY,A321,2025-07-03 06:00:00,2025-07-03 07:50:00,Pax,BKK,213,210,5,14,OPS
25070325,ABY,A320,2025-07-03 06:05:00,2025-07-03 07:35:00,Pax,WAW,105,99,4,26,OPS
25070326,ABY,A320,2025-07-03 06:05:00,2025-07-03 09:20:00,Pax,ATH,170,170,14,54,OPS
25070319,ABY,A320,2025-07-03 06:05:00,2025-07-03 08:10:00,Pax,DME,171,159,16,22,OPS
25070339,ABY,A320,2025-07-03 06:15:00,2025-07-03 12:45:00,Pax,TIF,135,162,35,56,OPS
25070318,ABY,A321,2025-07-03 06:25:00,2025-07-03 09:10:00,Pax,EBB,153,208,21,21,OPS
25070338,ABY,A320,2025-07-03 06:30:00,2025-07-03 08:20:00,Pax,AMM,168,179,1B,25,OPS
25070337,ABY,A320,2025-07-03 06:30:00,2025-07-03 09:25:00,Pax,IST,161,117,40,34,OPS
