MVMTNO,AIRL,A/CTYPE,STA,STD,LOADTYPE,DESTN,PAXIN,PAXOUT,HIST_STAND,MODEL_STAND,TYPE
25073763,ABY,A320,2025-07-23 19:55:00,2025-07-24 05:20:00,Pax,AMM,156,171,37,37,PREDAY
25073790,ABY,A320,2025-07-23 20:25:00,2025-07-24 09:25:00,Pax,IST,93,133,1C,1C,PREDAY
25073781,ABY,A321,2025-07-23 20:50:00,2025-07-24 07:50:00,Pax,BKK,176,216,29,29,PREDAY
25073797,ABY,A320,2025-07-23 22:00:00,2025-07-24 04:45:00,Pax,MUX,134,95,31,31,PREDAY
25073801,ABY,A320,2025-07-23 22:25:00,2025-07-24 00:10:00,Pax,CGP,96,156,21,21,PREDAY
25073793,ABY,A321,2025-07-23 22:25:00,2025-07-24 07:30:00,Pax,RUH,128,171,39,39,PREDAY
25073786,AXB,A320,2025-07-23 22:30:00,2025-07-24 00:55:00,Pax,DEL,122,174,23,23,PREDAY
25073798,ABY,A320,2025-07-23 23:16:00,2025-07-24 00:03:00,Pax,JAI,105,150,6,6,PREDAY
25073799,AXB,B738,2025-07-23 23:28:00,2025-07-24 03:05:00,Pax,BOM,42,161,22,22,PREDAY
25073800,QTR,A320,2025-07-23 23:30:00,2025-07-24 00:30:00,Pax,DOH,51,71,8,8,PREDAY
25073803,ABY,A320,2025-07-23 23:40:00,2025-07-24 00:25:00,Pax,AMD,170,163,3,3,PREDAY
25073802,BBC,B738,2025-07-23 23:40:00,2025-07-24 01:15:00,Pax,ZYL,161,113,35,35,PREDAY
25073804,ABY,A320,2025-07-24 00:04:00,2025-07-24 01:15:00,Pax,DAC,174,164,4,4,OPS
25073805,ABY,A320,2025-07-24 00:10:00,2025-07-24 01:47:00,Pax,BOM,158,162,14,7,OPS
25073808,KQA,B738,2025-07-24 00:30:00,2025-07-24 02:00:00,Cgo,NBO,0,0,59,51,OPS
25073806,UBG,B738,2025-07-24 00:30:00,2025-07-24 01:30:00,Pax,DAC,186,123,5,5,OPS
25073807,IGO,A320,2025-07-24 00:55:00,2025-07-24 01:55:00,Pax,LKO,151,174,7,3,OPS
25073809,ABY,A320,2025-07-24 01:30:00,2025-07-24 02:50:00,Pax,DOH,137,131,8,6,OPS
25073812,ABY,A320,2025-07-24 01:50:00,2025-07-24 03:00:00,Pax,KWI,66,135,3,8,OPS
25073813,MSR,B738,2025-07-24 02:00:00,2025-07-24 03:00:00,Pax,CAI,129,140,4,4,OPS
25073814,ABY,A320,2025-07-24 02:10:00,2025-07-24 03:55:00,Pax,BAH,172,132,21,5,OPS
25073821,AXB,A320,2025-07-24 03:15:00,2025-07-24 04:15:00,Pax,CCJ,180,189,6,3,OPS
25073816,ABY,A320,2025-07-24 03:25:00,2025-07-24 04:15:00,Pax,DAM,63,99,23,7,OPS
25073817,ETH,B738,2025-07-24 03:25:00,2025-07-24 04:25:00,Pax,ADD,128,121,7,6,OPS
25073820,IGO,A320,2025-07-24 03:55:00,2025-07-24 04:55:00,Pax,TRV,177,186,8,4,OPS
25073823,ABY,A321,2025-07-24 04:00:00,2025-07-24 09:00:00,Pax,NBO,208,213,35,52,OPS
25073819,ABY,A320,2025-07-24 04:05:00,2025-07-24 08:20:00,Pax,CMB,72,172,34,38,OPS
25073825,ABY,A320,2025-07-24 04:10:00,2025-07-24 13:40:00,Pax,AMM,108,184,32,56,OPS
25073822,QTR,A320,2025-07-24 04:10:00,2025-07-24 05:40:00,Pax,DOH,93,111,4,8,OPS
25073824,AXB,B38M,2025-07-24 05:00:00,2025-07-24 06:00:00,Pax,COK,165,171,3,7,OPS
25073826,ABY,A320,2025-07-24 05:00:00,2025-07-24 07:55:00,Pax,CAI,172,155,30,36,OPS
25073829,ABY,A320,2025-07-24 05:10:00,2025-07-24 07:35:00,Pax,SLL,173,173,33,32,OPS
25073828,ABY,A320,2025-07-24 05:30:00,2025-07-24 07:00:00,Pax,KHI,171,84,24,6,OPS
25073840,ABY,A320,2025-07-24 05:35:00,2025-07-24 08:20:00,Pax,AMM,175,175,37,33,OPS
25073832,ABY,A320,2025-07-24 05:40:00,2025-07-24 08:50:00,Pax,FRU,174,173,54,60,OPS
25073836,ABY,A320,2025-07-24 05:50:00,2025-07-24 09:55:00,Pax,ALA,161,172,31,40,OPS
25073833,ABY,A320,2025-07-24 05:50:00,2025-07-24 09:00:00,Pax,DME,167,113,58,58,OPS
25073830,ABY,A320,2025-07-24 05:55:00,2025-07-24 09:20:00,Pax,BEY,160,167,40,50,OPS
25073835,ABY,A320,2025-07-24 06:00:00,2025-07-24 07:35:00,Pax,WAW,147,116,8,24,OPS
25073857,ABY,A320,2025-07-24 06:05:00,2025-07-24 07:50:00,Pax,GYD,171,177,5,31,OPS
25073834,ABY,A321,2025-07-24 06:05:00,2025-07-24 09:00:00,Pax,DAC,172,172,36,21,OPS
25073838,ABY,A320,2025-07-24 06:05:00,2025-07-24 08:45:00,Pax,AER,173,109,52,37,OPS
25073839,ABY,A320,2025-07-24 06:15:00,2025-07-24 07:30:00,Pax,MED,152,176,21,3,OPS
25073844,ABY,A321,2025-07-24 06:25:00,2025-07-24 08:10:00,Pax,TBS,211,155,3,23,OPS
25073849,ABY,A320,2025-07-24 06:30:00,2025-07-24 07:50:00,Pax,MLE,152,174,4,16,OPS
25073842,ABY,A320,2025-07-24 06:35:00,2025-07-24 07:30:00,Pax,JED,138,172,6,5,OPS
25073837,ABY,A320,2025-07-24 06:35:00,2025-07-24 08:05:00,Pax,BAH,158,165,51,25,OPS
25073848,ABY,A320,2025-07-24 06:40:00,2025-07-24 08:45:00,Pax,DOH,172,169,38,1B,OPS
25073845,ABY,A320,2025-07-24 06:40:00,2025-07-24 09:20:00,Pax,ATH,161,129,62,34,OPS
25073854,ABY,A320,2025-07-24 06:40:00,2025-07-24 13:25:00,Pax,TBS,161,126,56,62,OPS
25073851,ABY,A320,2025-07-24 06:40:00,2025-07-24 09:10:00,Pax,EBB,158,165,60,22,OPS
25073856,ABY,A320,2025-07-24 06:40:00,2025-07-24 08:55:00,Pax,KRK,168,117,50,35,OPS
25073852,ABY,A321,2025-07-24 06:45:00,2025-07-24 08:00:00,Pax,HKT,204,211,7,8,OPS
25073843,ABY,A320,2025-07-24 06:45:00,2025-07-24 08:10:00,Pax,ELQ,158,164,1A,14,OPS
25073853,ABY,A320,2025-07-24 07:00:00,2025-07-24 08:10:00,Pax,DMM,173,151,16,7,OPS
25073847,ABY,A320,2025-07-24 07:00:00,2025-07-24 07:55:00,Pax,BGW,163,82,23,26,OPS
25073846,ABY,A320,2025-07-24 07:00:00,2025-07-24 08:05:00,Pax,MCT,123,167,14,1A,OPS
25073850,ABY,A320,2025-07-24 07:00:00,2025-07-24 11:15:00,Pax,HAS,137,178,1B,54,OPS
25073855,ABY,A320,2025-07-24 07:00:00,2025-07-24 09:00:00,Pax,GOX,164,160,25,30,OPS
25073841,AXB,B738,2025-07-24 07:05:00,2025-07-24 08:05:00,Pax,CNN,158,194,22,4,OPS
25073858,ABY,A320,2025-07-24 07:20:00,2025-07-24 08:10:00,Pax,KWI,155,171,26,6,OPS
25073861,NIA,A320,2025-07-24 08:00:00,2025-07-24 09:00:00,Pax,CAI,170,159,24,5,OPS
25073867,ABY,A321,2025-07-24 08:10:00,2025-07-24 12:45:00,Pax,CAI,203,214,23,29,OPS
25073860,FJL,A320,2025-07-24 08:15:00,2025-07-24 09:05:00,Pax,ISB,171,92,8,3,OPS
25073865,ETH,B763,2025-07-24 09:00:00,2025-07-24 11:00:00,Cgo,LOS,0,0,55,55,OPS
25073869,MSC,B738,2025-07-24 09:00:00,2025-07-24 10:00:00,Pax,CAI,177,118,3,6,OPS
25073871,ABY,A320,2025-07-24 09:05:00,2025-07-24 10:45:00,Pax,DAM,171,130,7,7,OPS
25073868,CGS,B738,2025-07-24 09:10:00,2025-07-24 10:25:00,Cgo,EDL,0,0,53,53,OPS
25073866,ABY,A320,2025-07-24 09:10:00,2025-07-24 09:55:00,Pax,BGW,158,94,4,8,OPS
25073864,ABY,A320,2025-07-24 09:10:00,2025-07-24 11:20:00,Pax,SYZ,173,153,14,4,OPS
25073863,MSR,B738,2025-07-24 09:15:00,2025-07-24 10:45:00,Cgo,CAI,0,0,61,59,OPS
25073870,KQA,B738,2025-07-24 09:30:00,2025-07-24 11:30:00,Cgo,NBO,0,0,51,57,OPS
25073873,QTR,A320,2025-07-24 09:55:00,2025-07-24 11:20:00,Pax,DOH,121,93,5,5,OPS
25073872,SVI,A321,2025-07-24 10:00:00,2025-07-24 12:00:00,Cgo,CAI,0,0,57,51,OPS
25073874,SYR,A320,2025-07-24 10:05:00,2025-07-24 11:05:00,Pax,DAM,23,111,6,3,OPS
25073875,AXB,A320,2025-07-24 10:40:00,2025-07-24 12:05:00,Pax,VNS,98,160,24,22,OPS
25073876,ABY,A320,2025-07-24 10:45:00,2025-07-24 12:30:00,Pax,MED,168,173,8,1A,OPS
25073879,ABY,A320,2025-07-24 10:55:00,2025-07-24 12:55:00,Pax,CGP,173,116,30,24,OPS
25073933,RMX,B738,2025-07-24 11:00:00,2025-07-24 21:00:00,Cgo,CAI,0,0,59,53,OPS
25073878,ABY,A320,2025-07-24 11:00:00,2025-07-24 12:10:00,Pax,IKA,162,174,22,8,OPS
25073880,ABY,A320,2025-07-24 11:10:00,2025-07-24 12:10:00,Pax,MHD,171,110,4,6,OPS
25073888,ABY,A320,2025-07-24 11:20:00,2025-07-24 12:55:00,Pax,TRV,175,167,6,23,OPS
25073882,ABY,A320,2025-07-24 11:40:00,2025-07-24 13:05:00,Pax,GYD,169,168,3,1B,OPS
25073886,ABY,A320,2025-07-24 11:40:00,2025-07-24 13:15:00,Pax,DAC,153,134,5,21,OPS
25073877,ABY,A320,2025-07-24 11:40:00,2025-07-24 13:15:00,Pax,TUU,33,172,16,1C,OPS
25073881,ABY,A320,2025-07-24 11:50:00,2025-07-24 13:05:00,Pax,KRK,55,71,14,25,OPS
25073887,ABY,A320,2025-07-24 11:50:00,2025-07-24 13:10:00,Pax,COK,173,172,7,16,OPS
25073884,ABY,A320,2025-07-24 11:55:00,2025-07-24 12:45:00,Pax,TIF,157,173,25,4,OPS
25073883,ABY,A320,2025-07-24 11:55:00,2025-07-24 12:45:00,Pax,AHB,172,170,1A,7,OPS
25073889,ABY,A321,2025-07-24 12:05:00,2025-07-24 13:20:00,Pax,KHI,173,154,21,3,OPS
25073885,ABY,A320,2025-07-24 12:05:00,2025-07-24 13:05:00,Pax,DEL,59,149,26,5,OPS
25073891,ABY,A320,2025-07-24 12:10:00,2025-07-24 14:40:00,Pax,TZX,165,174,31,26,OPS
25073890,ABY,A321,2025-07-24 12:15:00,2025-07-24 13:35:00,Pax,EVN,188,214,4,14,OPS
25073892,ABY,A320,2025-07-24 13:10:00,2025-07-24 14:00:00,Pax,DOH,108,138,22,6,OPS
25073893,ABY,A320,2025-07-24 13:15:00,2025-07-24 16:55:00,Pax,KTM,106,123,33,31,OPS
25073894,ABY,A320,2025-07-24 13:20:00,2025-07-24 14:25:00,Pax,AJF,121,165,8,7,OPS
25073895,PIA,A320,2025-07-24 13:45:00,2025-07-24 15:00:00,Pax,ISB,171,71,6,1C,OPS
25073898,ABY,A320,2025-07-24 13:55:00,2025-07-24 14:55:00,Pax,DAC,84,136,5,4,OPS
25073896,TQQ,B738,2025-07-24 14:00:00,2025-07-24 15:00:00,Pax,PZU,87,79,3,8,OPS
25073900,ABY,A320,2025-07-24 14:25:00,2025-07-24 15:10:00,Pax,RUH,155,163,7,3,OPS
25073902,ABY,A320,2025-07-24 14:30:00,2025-07-24 15:30:00,Pax,ELQ,125,175,25,5,OPS
25073899,IGO,A320,2025-07-24 14:35:00,2025-07-24 15:35:00,Pax,ATQ,178,123,23,1B,OPS
25073903,FJL,A320,2025-07-24 14:40:00,2025-07-24 15:40:00,Pax,LHE,145,135,4,6,OPS
25073901,AXB,B738,2025-07-24 15:05:00,2025-07-24 16:25:00,Pax,IDR,139,141,24,16,OPS
25073907,ABY,A320,2025-07-24 15:05:00,2025-07-24 16:15:00,Pax,SLL,73,178,8,7,OPS
25073904,ABY,A320,2025-07-24 15:15:00,2025-07-24 16:35:00,Pax,BOM,95,167,14,1A,OPS
25073914,ABY,A321,2025-07-24 15:20:00,2025-07-24 17:20:00,Pax,BGY,218,112,6,14,OPS
25073906,ABY,A320,2025-07-24 15:45:00,2025-07-24 16:35:00,Pax,DMM,95,146,3,8,OPS
