MVMTNO,AIRL,A/CTYPE,STA,STD,LOADTYPE,DESTN,PAXIN,PAXOUT,HIST_STAND,MODEL_STAND,TYPE
25074081,AMA,A30B,2025-07-25 15:00:00,2025-07-26 05:30:00,Cgo,FRU,0,0,57,57,PREDAY
25074138,ACP,B762,2025-07-25 16:30:00,2025-07-26 03:50:00,Cgo,JUB,0,0,59,59,PREDAY
25074123,ABY,A320,2025-07-25 20:35:00,2025-07-26 00:38:00,Pax,BOM,180,171,1C,1C,PREDAY
25074136,ABY,A321,2025-07-25 22:25:00,2025-07-26 07:40:00,Pax,BGY,206,185,33,33,PREDAY
25074132,AXB,B38M,2025-07-25 22:30:00,2025-07-26 00:14:00,Pax,CNN,166,182,22,22,PREDAY
25074130,AXB,A320,2025-07-25 22:30:00,2025-07-26 00:55:00,Pax,DEL,154,176,24,24,PREDAY
25074141,ABY,A320,2025-07-25 23:20:00,2025-07-26 02:10:00,Pax,KTM,43,170,16,16,PREDAY
25074143,ABY,A320,2025-07-25 23:25:00,2025-07-26 07:35:00,Pax,SLL,167,169,35,35,PREDAY
25074139,QTR,A320,2025-07-25 23:30:00,2025-07-26 00:30:00,Pax,DOH,37,90,4,4,PREDAY
25074144,ABY,A320,2025-07-25 23:40:00,2025-07-26 00:25:00,Pax,AMD,172,163,3,3,PREDAY
25074142,AXB,B738,2025-07-25 23:44:00,2025-07-26 03:05:00,Pax,BOM,81,172,29,29,PREDAY
25074140,PIA,A320,2025-07-25 23:45:00,2025-07-26 01:00:00,Pax,ISB,142,93,26,26,PREDAY
25074145,BBC,B738,2025-07-25 23:55:00,2025-07-26 01:15:00,Pax,ZYL,159,103,7,7,PREDAY
25074146,ABY,A320,2025-07-26 00:05:00,2025-07-26 01:15:00,Pax,DAC,168,153,21,5,OPS
25074150,AXB,B738,2025-07-26 00:25:00,2025-07-26 02:00:00,Pax,VGA,166,180,8,6,OPS
25074148,UBG,B738,2025-07-26 00:30:00,2025-07-26 01:30:00,Pax,DAC,181,132,23,8,OPS
25074147,IGO,A320,2025-07-26 00:55:00,2025-07-26 01:55:00,Pax,LKO,180,180,6,3,OPS
25074149,SIA,B744,2025-07-26 00:57:00,2025-07-26 02:05:00,Cgo,BRU,0,0,51,51,OPS
25074151,ABY,A320,2025-07-26 01:30:00,2025-07-26 02:40:00,Pax,PEW,98,117,5,4,OPS
25074153,ABY,A321,2025-07-26 01:35:00,2025-07-26 03:50:00,Pax,DMM,215,195,37,14,OPS
25074152,ABY,A320,2025-07-26 01:35:00,2025-07-26 02:50:00,Pax,DOH,163,147,34,7,OPS
25074155,ABY,A320,2025-07-26 01:50:00,2025-07-26 04:15:00,Pax,DAM,117,135,26,1A,OPS
25074157,TKJ,B38M,2025-07-26 01:55:00,2025-07-26 03:40:00,Pax,SAW,175,180,3,5,OPS
25074156,MSR,A321,2025-07-26 02:00:00,2025-07-26 03:00:00,Pax,CAI,168,165,4,8,OPS
25074159,ABY,A320,2025-07-26 02:10:00,2025-07-26 03:55:00,Pax,BAH,136,138,21,1C,OPS
25074154,JAG,B734,2025-07-26 02:30:00,2025-07-26 04:55:00,Cgo,HGA,0,0,55,51,OPS
25074158,AXB,A20N,2025-07-26 03:15:00,2025-07-26 04:15:00,Pax,CCJ,181,188,6,6,OPS
25074161,ABY,A320,2025-07-26 03:15:00,2025-07-26 04:45:00,Pax,MUX,95,122,24,3,OPS
25074162,ETH,B763,2025-07-26 03:15:00,2025-07-26 05:15:00,Cgo,ADD,0,0,53,53,OPS
25074165,ETH,B738,2025-07-26 03:25:00,2025-07-26 04:25:00,Pax,ADD,133,116,8,4,OPS
25074164,PGT,A321,2025-07-26 03:40:00,2025-07-26 04:50:00,Pax,SAW,218,207,4,8,OPS
25074163,IGO,A320,2025-07-26 03:55:00,2025-07-26 04:55:00,Pax,TRV,164,188,5,7,OPS
