STAND,STATUS,FROM,TO,DURATION_MIN,MVMTNO
14,FREE,2025-07-15 00:00:00,2025-07-15 06:25:00,385.0,
14,OCCUPIED,2025-07-15 06:25:00,2025-07-15 07:50:00,85.0,25072301
14,FREE,2025-07-15 07:50:00,2025-07-15 12:05:00,255.0,
14,OCCUPIED,2025-07-15 12:05:00,2025-07-15 14:00:00,115.0,25072344
14,FREE,2025-07-15 14:00:00,2025-07-15 15:05:00,65.0,
14,OCCUPIED,2025-07-15 15:05:00,2025-07-15 17:20:00,135.0,25072365
14,FREE,2025-07-15 17:20:00,2025-07-15 19:55:00,155.0,
14,OCCUPIED,2025-07-15 19:55:00,2025-07-15 22:15:00,140.0,25072394
14,FREE,2025-07-15 22:15:00,2025-07-15 23:59:59,104.98333333333333,
16,OCCUPIED,2025-07-14 23:25:00,2025-07-15 00:10:00,45.0,25072269
16,FREE,2025-07-15 00:10:00,2025-07-15 05:40:00,330.0,
16,OCCUPIED,2025-07-15 05:40:00,2025-07-15 08:10:00,150.0,25072294
16,FREE,2025-07-15 08:10:00,2025-07-15 15:05:00,415.0,
16,OCCUPIED,2025-07-15 15:05:00,2025-07-15 16:25:00,80.0,25072361
16,FREE,2025-07-15 16:25:00,2025-07-15 19:45:00,200.0,
16,OCCUPIED,2025-07-15 19:45:00,2025-07-15 22:25:00,160.0,25072403
16,FREE,2025-07-15 22:25:00,2025-07-15 23:59:59,94.98333333333333,
1A,FREE,2025-07-15 00:00:00,2025-07-15 03:25:00,205.0,
1A,OCCUPIED,2025-07-15 03:25:00,2025-07-15 04:45:00,80.0,25072281
1A,FREE,2025-07-15 04:45:00,2025-07-15 06:35:00,110.0,
1A,OCCUPIED,2025-07-15 06:35:00,2025-07-15 08:10:00,95.0,25072308
1A,FREE,2025-07-15 08:10:00,2025-07-15 11:20:00,190.0,
1A,OCCUPIED,2025-07-15 11:20:00,2025-07-15 12:55:00,95.0,25072338
1A,FREE,2025-07-15 12:55:00,2025-07-15 13:15:00,20.0,
1A,OCCUPIED,2025-07-15 13:15:00,2025-07-15 15:00:00,105.0,25072354
1A,FREE,2025-07-15 15:00:00,2025-07-15 15:20:00,20.0,
1A,OCCUPIED,2025-07-15 15:20:00,2025-07-15 16:55:00,95.0,25072363
1A,FREE,2025-07-15 16:55:00,2025-07-15 17:50:00,55.0,
1A,OCCUPIED,2025-07-15 17:50:00,2025-07-15 19:20:00,90.0,25072376
1A,FREE,2025-07-15 19:20:00,2025-07-15 20:05:00,45.0,
1A,OCCUPIED,2025-07-15 20:05:00,2025-07-15 21:45:00,100.0,25072408
1A,FREE,2025-07-15 21:45:00,2025-07-15 23:59:59,134.98333333333332,
1B,OCCUPIED,2025-07-14 21:00:00,2025-07-15 03:55:00,415.0,25072247
1B,FREE,2025-07-15 03:55:00,2025-07-15 05:35:00,100.0,
1B,OCCUPIED,2025-07-15 05:35:00,2025-07-15 07:30:00,115.0,25072296
1B,FREE,2025-07-15 07:30:00,2025-07-15 11:40:00,250.0,
1B,OCCUPIED,2025-07-15 11:40:00,2025-07-15 13:05:00,85.0,25072335
1B,FREE,2025-07-15 13:05:00,2025-07-15 14:35:00,90.0,
1B,OCCUPIED,2025-07-15 14:35:00,2025-07-15 15:35:00,60.0,25072357
1B,FREE,2025-07-15 15:35:00,2025-07-15 18:00:00,145.0,
1B,OCCUPIED,2025-07-15 18:00:00,2025-07-15 19:00:00,60.0,25072380
1B,FREE,2025-07-15 19:00:00,2025-07-15 20:20:00,80.0,
1B,OCCUPIED,2025-07-15 20:20:00,2025-07-15 21:25:00,65.0,25072397
1B,FREE,2025-07-15 21:25:00,2025-07-15 23:59:59,154.98333333333332,
1C,FREE,2025-07-15 00:00:00,2025-07-15 06:40:00,400.0,
1C,OCCUPIED,2025-07-15 06:40:00,2025-07-15 08:05:00,85.0,25072315
1C,FREE,2025-07-15 08:05:00,2025-07-15 10:40:00,155.0,
1C,OCCUPIED,2025-07-15 10:40:00,2025-07-15 12:05:00,85.0,25072332
1C,FREE,2025-07-15 12:05:00,2025-07-15 17:35:00,330.0,
1C,OCCUPIED,2025-07-15 17:35:00,2025-07-15 20:30:00,175.0,25072379
1C,FREE,2025-07-15 20:30:00,2025-07-15 20:50:00,20.0,
1C,OCCUPIED,2025-07-15 20:50:00,2025-07-15 21:35:00,45.0,25072407
1C,FREE,2025-07-15 21:35:00,2025-07-15 23:59:59,144.98333333333332,
21,FREE,2025-07-15 00:00:00,2025-07-15 07:20:00,440.0,
21,OCCUPIED,2025-07-15 07:20:00,2025-07-15 08:50:00,90.0,25072320
21,FREE,2025-07-15 08:50:00,2025-07-15 20:00:00,670.0,
21,OCCUPIED,2025-07-15 20:00:00,2025-07-15 22:15:00,135.0,25072395
21,FREE,2025-07-15 22:15:00,2025-07-15 23:59:59,104.98333333333333,
22,OCCUPIED,2025-07-14 21:20:00,2025-07-15 07:35:00,615.0,25072251
22,FREE,2025-07-15 07:35:00,2025-07-15 20:25:00,770.0,
22,OCCUPIED,2025-07-15 20:25:00,2025-07-15 21:35:00,70.0,25072405
22,FREE,2025-07-15 21:35:00,2025-07-15 23:59:59,144.98333333333332,
23,FREE,2025-07-15 00:00:00,2025-07-15 06:45:00,405.0,
23,OCCUPIED,2025-07-15 06:45:00,2025-07-15 08:05:00,80.0,25072322
23,FREE,2025-07-15 08:05:00,2025-07-15 12:15:00,250.0,
23,OCCUPIED,2025-07-15 12:15:00,2025-07-15 15:10:00,175.0,25072347
23,FREE,2025-07-15 15:10:00,2025-07-15 20:50:00,340.0,
23,OCCUPIED,2025-07-15 20:50:00,2025-07-15 22:50:00,120.0,25072416
23,FREE,2025-07-15 22:50:00,2025-07-15 23:59:59,69.98333333333333,
24,OCCUPIED,2025-07-14 22:30:00,2025-07-15 00:55:00,145.0,25072256
24,FREE,2025-07-15 00:55:00,2025-07-15 06:15:00,320.0,
24,OCCUPIED,2025-07-15 06:15:00,2025-07-15 08:10:00,115.0,25072316
24,FREE,2025-07-15 08:10:00,2025-07-15 19:30:00,680.0,
24,OCCUPIED,2025-07-15 19:30:00,2025-07-15 22:10:00,160.0,25072392
24,FREE,2025-07-15 22:10:00,2025-07-15 23:59:59,109.98333333333333,
25,FREE,2025-07-15 00:00:00,2025-07-15 06:30:00,390.0,
25,OCCUPIED,2025-07-15 06:30:00,2025-07-15 08:00:00,90.0,25072319
25,FREE,2025-07-15 08:00:00,2025-07-15 20:05:00,725.0,
25,OCCUPIED,2025-07-15 20:05:00,2025-07-15 21:25:00,80.0,25072396
25,FREE,2025-07-15 21:25:00,2025-07-15 23:59:59,154.98333333333332,
26,FREE,2025-07-15 00:00:00,2025-07-15 06:15:00,375.0,
26,OCCUPIED,2025-07-15 06:15:00,2025-07-15 08:00:00,105.0,25072305
26,FREE,2025-07-15 08:00:00,2025-07-15 20:45:00,765.0,
26,OCCUPIED,2025-07-15 20:45:00,2025-07-15 22:25:00,100.0,25072406
26,FREE,2025-07-15 22:25:00,2025-07-15 23:59:59,94.98333333333333,
29,OCCUPIED,2025-07-14 22:20:00,2025-07-15 12:55:00,875.0,25072258
29,FREE,2025-07-15 12:55:00,2025-07-15 16:00:00,185.0,
29,OCCUPIED,2025-07-15 16:00:00,2025-07-15 19:50:00,230.0,25072369
29,FREE,2025-07-15 19:50:00,2025-07-15 20:35:00,45.0,
29,OCCUPIED,2025-07-15 20:35:00,2025-07-15 22:40:00,125.0,25072401
29,FREE,2025-07-15 22:40:00,2025-07-15 23:35:00,55.0,
