STAND,STATUS,FROM,TO,DURATION_MIN,MVMTNO
14,FREE,2025-07-27 00:00:00,2025-07-27 05:30:00,330.0,
14,OCCUPIED,2025-07-27 05:30:00,2025-07-27 07:30:00,120.0,25074353
14,FREE,2025-07-27 07:30:00,2025-07-27 12:15:00,285.0,
14,OCCUPIED,2025-07-27 12:15:00,2025-07-27 14:00:00,105.0,25074411
14,FREE,2025-07-27 14:00:00,2025-07-27 15:05:00,65.0,
14,OCCUPIED,2025-07-27 15:05:00,2025-07-27 16:25:00,80.0,25074421
14,FREE,2025-07-27 16:25:00,2025-07-27 17:05:00,40.0,
14,OCCUPIED,2025-07-27 17:05:00,2025-07-27 19:50:00,165.0,25074439
14,FREE,2025-07-27 19:50:00,2025-07-27 20:50:00,60.0,
14,OCCUPIED,2025-07-27 20:50:00,2025-07-27 22:40:00,110.0,25074471
14,FREE,2025-07-27 22:40:00,2025-07-27 23:59:59,79.98333333333333,
16,FREE,2025-07-27 00:00:00,2025-07-27 06:05:00,365.0,
16,OCCUPIED,2025-07-27 06:05:00,2025-07-27 08:20:00,135.0,25074367
16,FREE,2025-07-27 08:20:00,2025-07-27 11:50:00,210.0,
16,OCCUPIED,2025-07-27 11:50:00,2025-07-27 13:10:00,80.0,25074404
16,FREE,2025-07-27 13:10:00,2025-07-27 19:40:00,390.0,
16,OCCUPIED,2025-07-27 19:40:00,2025-07-27 21:25:00,105.0,25074454
16,FREE,2025-07-27 21:25:00,2025-07-27 23:59:59,154.98333333333332,
1A,FREE,2025-07-27 00:00:00,2025-07-27 04:10:00,250.0,
1A,OCCUPIED,2025-07-27 04:10:00,2025-07-27 05:40:00,90.0,25074338
1A,FREE,2025-07-27 05:40:00,2025-07-27 06:25:00,45.0,
1A,OCCUPIED,2025-07-27 06:25:00,2025-07-27 08:05:00,100.0,25074371
1A,FREE,2025-07-27 08:05:00,2025-07-27 11:00:00,175.0,
1A,OCCUPIED,2025-07-27 11:00:00,2025-07-27 12:30:00,90.0,25074399
1A,FREE,2025-07-27 12:30:00,2025-07-27 14:00:00,90.0,
1A,OCCUPIED,2025-07-27 14:00:00,2025-07-27 15:30:00,90.0,25074423
1A,FREE,2025-07-27 15:30:00,2025-07-27 18:55:00,205.0,
1A,OCCUPIED,2025-07-27 18:55:00,2025-07-27 20:30:00,95.0,25074452
1A,FREE,2025-07-27 20:30:00,2025-07-27 20:50:00,20.0,
1A,OCCUPIED,2025-07-27 20:50:00,2025-07-27 22:10:00,80.0,25074466
