MVMTNO,AIRL,A/CTYPE,STA,STD,LOADTYPE,DESTN,PAXIN,PAXOUT,HIST_STAND,MODEL_STAND,TYPE
25074786,ABY,A321,2025-07-29 18:20:00,2025-07-30 07:30:00,Pax,RUH,202,180,37,37,PREDAY
25074787,ABY,A320,2025-07-29 18:50:00,2025-07-30 09:10:00,Pax,EBB,44,160,30,30,PREDAY
25074791,ABY,A320,2025-07-29 19:40:00,2025-07-30 00:25:00,Pax,AMD,175,147,54,54,PREDAY
25074809,ABY,A320,2025-07-29 20:05:00,2025-07-30 02:10:00,Pax,KTM,157,129,52,52,PREDAY
25074817,ABY,A320,2025-07-29 20:40:00,2025-07-30 05:50:00,Pax,TUU,175,102,60,60,PREDAY
25074805,ABY,A320,2025-07-29 20:45:00,2025-07-30 06:05:00,Pax,UET,176,62,62,62,PREDAY
25074812,ABY,A320,2025-07-29 20:55:00,2025-07-30 04:15:00,Pax,DAM,171,132,58,58,PREDAY
25074822,ABY,A321,2025-07-29 21:50:00,2025-07-30 07:50:00,Pax,BKK,214,215,56,56,PREDAY
25074827,ABY,A320,2025-07-29 22:25:00,2025-07-30 00:10:00,Pax,CGP,110,160,5,5,PREDAY
25074826,KQA,B738,2025-07-29 22:30:00,2025-07-30 04:00:00,Cgo,NBO,0,0,57,57,PREDAY
25074818,AXB,A320,2025-07-29 22:30:00,2025-07-30 00:55:00,Pax,DEL,151,177,23,23,PREDAY
25074828,FJL,A320,2025-07-29 22:55:00,2025-07-30 00:38:00,Pax,LHE,155,127,7,7,PREDAY
25074830,AXB,B738,2025-07-29 23:38:00,2025-07-30 03:05:00,Pax,BOM,160,82,24,24,PREDAY
25074832,SIA,B744,2025-07-29 23:40:00,2025-07-30 01:50:00,Cgo,BRU,0,0,51,51,PREDAY
25074829,ABY,A320,2025-07-29 23:40:00,2025-07-30 01:15:00,Pax,DAC,174,136,6,6,PREDAY
25074831,PIA,A320,2025-07-29 23:45:00,2025-07-30 00:59:00,Pax,MUX,141,60,4,4,PREDAY
25074833,BBC,B738,2025-07-30 00:00:00,2025-07-30 01:15:00,Pax,DAC,160,50,36,8,OPS
25074834,ABY,A320,2025-07-30 00:16:00,2025-07-30 02:50:00,Pax,DOH,163,95,14,1C,OPS
25074838,AXB,B738,2025-07-30 00:25:00,2025-07-30 02:00:00,Pax,ATQ,171,148,8,3,OPS
25074837,UBG,B738,2025-07-30 00:30:00,2025-07-30 01:30:00,Pax,DAC,189,135,22,5,OPS
25074836,IGO,A320,2025-07-30 00:55:00,2025-07-30 01:55:00,Pax,LKO,181,148,5,7,OPS
25074841,ABY,A320,2025-07-30 01:30:00,2025-07-30 03:00:00,Pax,KWI,146,70,4,4,OPS
25074840,ABY,A320,2025-07-30 01:35:00,2025-07-30 02:40:00,Pax,PEW,174,134,7,6,OPS
25074844,MSR,A320,2025-07-30 02:00:00,2025-07-30 03:00:00,Pax,CAI,128,120,3,8,OPS
25074842,ABY,A320,2025-07-30 02:10:00,2025-07-30 03:55:00,Pax,BAH,173,145,16,1A,OPS
25074843,AXB,A20N,2025-07-30 03:15:00,2025-07-30 04:15:00,Pax,CCJ,174,182,6,3,OPS
25074846,ABY,A320,2025-07-30 03:15:00,2025-07-30 04:45:00,Pax,MUX,134,125,21,6,OPS
25074845,ABY,A320,2025-07-30 03:25:00,2025-07-30 08:00:00,Pax,BEY,137,0,32,52,OPS
25074848,ETH,B38M,2025-07-30 03:25:00,2025-07-30 04:25:00,Pax,ADD,125,129,7,5,OPS
25074847,PGT,A321,2025-07-30 03:40:00,2025-07-30 04:50:00,Pax,SAW,165,159,5,7,OPS
25074849,IGO,A320,2025-07-30 03:55:00,2025-07-30 04:55:00,Pax,TRV,170,191,8,8,OPS
25074855,ABY,A321,2025-07-30 04:00:00,2025-07-30 07:40:00,Pax,BGY,193,155,35,40,OPS
25074853,ABY,A320,2025-07-30 04:05:00,2025-07-30 05:20:00,Pax,AMM,117,169,3,4,OPS
25074851,MNB,A333,2025-07-30 04:05:00,2025-07-30 06:00:00,Cgo,KWI,0,0,53,53,OPS
25074850,QTR,A320,2025-07-30 04:10:00,2025-07-30 05:40:00,Pax,DOH,116,120,4,1B,OPS
25074856,ABY,A320,2025-07-30 04:40:00,2025-07-30 09:25:00,Pax,IST,177,143,54,36,OPS
25074852,AXB,B38M,2025-07-30 05:00:00,2025-07-30 06:00:00,Pax,COK,166,176,6,5,OPS
25074858,CGS,B738,2025-07-30 05:10:00,2025-07-30 06:30:00,Cgo,EDL,0,0,59,51,OPS
25074862,ABY,A321,2025-07-30 05:30:00,2025-07-30 09:20:00,Pax,BEY,168,162,29,54,OPS
25074859,SEP,B738,2025-07-30 05:40:00,2025-07-30 06:40:00,Pax,PEW,181,42,22,7,OPS
25074857,NCR,B744,2025-07-30 05:40:00,2025-07-30 08:10:00,Cgo,NDJ,0,0,61,55,OPS
25074860,ABY,A320,2025-07-30 05:45:00,2025-07-30 07:00:00,Pax,KHI,129,123,21,1A,OPS
25074890,ABY,A320,2025-07-30 05:50:00,2025-07-30 13:40:00,Pax,AMM,170,0,58,38,OPS
25074861,ABY,A320,2025-07-30 05:50:00,2025-07-30 13:15:00,Pax,IST,174,116,40,39,OPS
25074866,ABY,A320,2025-07-30 05:55:00,2025-07-30 07:55:00,Pax,CAI,155,165,25,29,OPS
25074864,ABY,A320,2025-07-30 06:00:00,2025-07-30 07:10:00,Pax,ELQ,154,176,3,8,OPS
25074869,ABY,A320,2025-07-30 06:15:00,2025-07-30 07:30:00,Pax,JED,178,173,8,6,OPS
25074867,ABY,A320,2025-07-30 06:15:00,2025-07-30 09:00:00,Pax,GOX,107,162,38,35,OPS
25074876,ABY,A320,2025-07-30 06:25:00,2025-07-30 09:55:00,Pax,ALA,165,183,1C,60,OPS
25074875,ABY,A320,2025-07-30 06:25:00,2025-07-30 08:45:00,Pax,AER,177,174,39,31,OPS
25074881,ABY,A320,2025-07-30 06:30:00,2025-07-30 08:45:00,Pax,TAS,170,177,34,34,OPS
25074883,ABY,A320,2025-07-30 06:30:00,2025-07-30 08:55:00,Pax,KRK,154,168,23,33,OPS
25074874,ABY,A320,2025-07-30 06:35:00,2025-07-30 07:30:00,Pax,MED,164,161,7,3,OPS
25074879,ABY,A320,2025-07-30 06:35:00,2025-07-30 08:05:00,Pax,BAH,160,165,6,16,OPS
25074868,ABY,A320,2025-07-30 06:40:00,2025-07-30 07:35:00,Pax,SLL,133,177,1A,25,OPS
25074887,ABY,A320,2025-07-30 06:40:00,2025-07-30 13:25:00,Pax,TBS,91,112,60,58,OPS
25074872,ABY,A320,2025-07-30 06:40:00,2025-07-30 07:50:00,Pax,MLE,174,164,31,5,OPS
25074878,ABY,A320,2025-07-30 06:40:00,2025-07-30 09:10:00,Pax,IKA,172,163,1B,22,OPS
25074880,ABY,A320,2025-07-30 06:40:00,2025-07-30 08:10:00,Pax,TBS,160,128,16,23,OPS
25074873,ABY,A320,2025-07-30 06:40:00,2025-07-30 08:10:00,Pax,KWI,165,171,33,1B,OPS
25074884,ABY,A321,2025-07-30 06:45:00,2025-07-30 09:00:00,Pax,DAC,208,190,14,14,OPS
25074871,ABY,A320,2025-07-30 06:50:00,2025-07-30 09:00:00,Pax,NBO,167,167,50,21,OPS
25074885,ABY,A320,2025-07-30 07:00:00,2025-07-30 08:05:00,Pax,MCT,155,159,52,1C,OPS
25074870,ABY,A320,2025-07-30 07:00:00,2025-07-30 09:00:00,Pax,DME,162,170,62,24,OPS
25074877,ABY,A320,2025-07-30 07:00:00,2025-07-30 08:20:00,Pax,AMM,92,175,22,32,OPS
25074886,ABY,A320,2025-07-30 07:00:00,2025-07-30 07:50:00,Pax,GYD,165,166,26,4,OPS
25074882,ABY,A321,2025-07-30 07:00:00,2025-07-30 08:10:00,Pax,DMM,212,198,5,7,OPS
25074891,RWD,B738,2025-07-30 07:00:00,2025-07-30 09:00:00,Cgo,KGL,0,0,53,51,OPS
25074865,AXB,B738,2025-07-30 07:05:00,2025-07-30 08:05:00,Pax,CNN,137,192,24,26,OPS
25074888,ABY,A320,2025-07-30 07:20:00,2025-07-30 08:45:00,Pax,DOH,164,158,21,1A,OPS
25074892,NIA,A320,2025-07-30 08:00:00,2025-07-30 09:00:00,Pax,CAI,162,160,4,8,OPS
25074893,ABY,A320,2025-07-30 08:10:00,2025-07-30 09:20:00,Pax,ATH,164,124,3,3,OPS
25074889,FJL,A320,2025-07-30 08:15:00,2025-07-30 09:05:00,Pax,ISB,155,152,8,6,OPS
25074898,MSC,B738,2025-07-30 09:00:00,2025-07-30 10:00:00,Pax,CAI,181,165,5,5,OPS
25074895,ABY,A320,2025-07-30 09:05:00,2025-07-30 09:55:00,Pax,BGW,175,171,7,7,OPS
25074896,ABY,A320,2025-07-30 09:10:00,2025-07-30 10:00:00,Pax,LRR,175,80,6,1C,OPS
25074897,ABY,A320,2025-07-30 09:10:00,2025-07-30 10:45:00,Pax,DAM,170,141,16,4,OPS
25074900,QTR,A320,2025-07-30 09:55:00,2025-07-30 11:20:00,Pax,DOH,97,95,4,8,OPS
25074899,SYR,A320,2025-07-30 10:05:00,2025-07-30 11:05:00,Pax,DAM,82,84,3,6,OPS
25074902,ABY,A320,2025-07-30 10:20:00,2025-07-30 11:30:00,Pax,EBL,160,144,8,3,OPS
25074903,AXB,A320,2025-07-30 10:40:00,2025-07-30 12:05:00,Pax,VNS,182,153,22,24,OPS
25074906,AXB,B738,2025-07-30 10:40:00,2025-07-30 13:40:00,Pax,TRV,172,187,24,33,OPS
25074904,ABY,A320,2025-07-30 10:45:00,2025-07-30 12:10:00,Pax,MHD,172,156,6,1C,OPS
25074908,ABY,A320,2025-07-30 10:55:00,2025-07-30 12:00:00,Pax,YNB,169,146,14,5,OPS
25074915,ABY,A320,2025-07-30 11:00:00,2025-07-30 12:45:00,Pax,TIF,142,173,25,1A,OPS
25074901,ETH,B763,2025-07-30 11:00:00,2025-07-30 12:45:00,Cgo,NBO,0,0,51,51,OPS
25074909,ABY,A320,2025-07-30 11:10:00,2025-07-30 12:45:00,Pax,AHB,145,176,23,1B,OPS
25074907,ABY,A320,2025-07-30 11:15:00,2025-07-30 12:10:00,Pax,IKA,130,176,7,7,OPS
25074912,ABY,A321,2025-07-30 11:20:00,2025-07-30 12:45:00,Pax,CAI,196,213,5,23,OPS
25074911,ABY,A320,2025-07-30 11:40:00,2025-07-30 12:30:00,Pax,MED,122,170,34,4,OPS
25074905,ABY,A320,2025-07-30 11:40:00,2025-07-30 12:55:00,Pax,TRV,83,164,16,22,OPS
25074910,ABY,A320,2025-07-30 11:40:00,2025-07-30 16:05:00,Pax,WAW,167,159,37,29,OPS
25074920,ABY,A320,2025-07-30 11:50:00,2025-07-30 13:05:00,Pax,DEL,165,125,31,6,OPS
25074913,ABY,A320,2025-07-30 11:55:00,2025-07-30 12:55:00,Pax,CGP,86,140,26,26,OPS
25074914,ABY,A320,2025-07-30 11:55:00,2025-07-30 13:10:00,Pax,COK,174,165,21,8,OPS
25074922,ABY,A320,2025-07-30 12:05:00,2025-07-30 13:20:00,Pax,KHI,124,162,33,25,OPS
25074924,ABY,A321,2025-07-30 12:05:00,2025-07-30 13:35:00,Pax,EVN,183,216,3,21,OPS
25074919,ABY,A320,2025-07-30 12:10:00,2025-07-30 13:05:00,Pax,GYD,161,176,32,3,OPS
25074918,ABY,A320,2025-07-30 12:10:00,2025-07-30 14:55:00,Pax,DAC,150,171,35,16,OPS
25074923,ABY,A321,2025-07-30 12:15:00,2025-07-30 14:00:00,Pax,JED,209,216,7,14,OPS
25074917,ABY,A321,2025-07-30 12:20:00,2025-07-30 14:40:00,Pax,TZX,210,170,30,34,OPS
25074916,ABY,A320,2025-07-30 12:20:00,2025-07-30 13:05:00,Pax,KRK,171,158,8,5,OPS
25074925,ABY,A321,2025-07-30 13:10:00,2025-07-30 14:50:00,Pax,KUL,217,214,6,7,OPS
25074929,PIA,A320,2025-07-30 13:45:00,2025-07-30 15:00:00,Pax,SKT,157,93,23,6,OPS
