STAND,STATUS,FROM,TO,DURATION_MIN,MVMTNO
14,OCCUPIED,2025-07-22 23:40:00,2025-07-23 01:15:00,95.0,25073634
14,FREE,2025-07-23 01:15:00,2025-07-23 06:50:00,335.0,
14,OCCUPIED,2025-07-23 06:50:00,2025-07-23 08:10:00,80.0,25073680
14,FREE,2025-07-23 08:10:00,2025-07-23 12:15:00,245.0,
14,OCCUPIED,2025-07-23 12:15:00,2025-07-23 13:35:00,80.0,25073722
14,FREE,2025-07-23 13:35:00,2025-07-23 15:05:00,90.0,
14,OCCUPIED,2025-07-23 15:05:00,2025-07-23 16:45:00,100.0,25073730
14,FREE,2025-07-23 16:45:00,2025-07-23 18:05:00,80.0,
14,OCCUPIED,2025-07-23 18:05:00,2025-07-23 19:15:00,70.0,25073752
14,FREE,2025-07-23 19:15:00,2025-07-23 19:40:00,25.0,
14,OCCUPIED,2025-07-23 19:40:00,2025-07-23 22:25:00,165.0,25073769
14,FREE,2025-07-23 22:25:00,2025-07-23 23:59:59,94.98333333333333,
16,FREE,2025-07-23 00:00:00,2025-07-23 06:00:00,360.0,
16,OCCUPIED,2025-07-23 06:00:00,2025-07-23 07:30:00,90.0,25073659
16,FREE,2025-07-23 07:30:00,2025-07-23 11:55:00,265.0,
16,OCCUPIED,2025-07-23 11:55:00,2025-07-23 12:55:00,60.0,25073717
16,FREE,2025-07-23 12:55:00,2025-07-23 17:05:00,250.0,
16,OCCUPIED,2025-07-23 17:05:00,2025-07-23 18:55:00,110.0,25073746
16,FREE,2025-07-23 18:55:00,2025-07-23 20:45:00,110.0,
16,OCCUPIED,2025-07-23 20:45:00,2025-07-23 22:30:00,105.0,25073782
16,FREE,2025-07-23 22:30:00,2025-07-23 23:59:59,89.98333333333333,
1A,FREE,2025-07-23 00:00:00,2025-07-23 03:15:00,195.0,
1A,OCCUPIED,2025-07-23 03:15:00,2025-07-23 05:50:00,155.0,25073646
1A,FREE,2025-07-23 05:50:00,2025-07-23 06:35:00,45.0,
1A,OCCUPIED,2025-07-23 06:35:00,2025-07-23 08:10:00,95.0,25073676
1A,FREE,2025-07-23 08:10:00,2025-07-23 11:10:00,180.0,
1A,OCCUPIED,2025-07-23 11:10:00,2025-07-23 12:45:00,95.0,25073709
1A,FREE,2025-07-23 12:45:00,2025-07-23 17:30:00,285.0,
1A,OCCUPIED,2025-07-23 17:30:00,2025-07-23 18:55:00,85.0,25073749
1A,FREE,2025-07-23 18:55:00,2025-07-23 20:05:00,70.0,
1A,OCCUPIED,2025-07-23 20:05:00,2025-07-23 21:45:00,100.0,25073771
1A,FREE,2025-07-23 21:45:00,2025-07-23 22:30:00,45.0,
1A,OCCUPIED,2025-07-23 22:30:00,2025-07-24 00:55:00,145.0,25073786
1B,FREE,2025-07-23 00:00:00,2025-07-23 04:00:00,240.0,
1B,OCCUPIED,2025-07-23 04:00:00,2025-07-23 06:05:00,125.0,25073651
1B,FREE,2025-07-23 06:05:00,2025-07-23 06:40:00,35.0,
1B,OCCUPIED,2025-07-23 06:40:00,2025-07-23 08:05:00,85.0,25073669
1B,FREE,2025-07-23 08:05:00,2025-07-23 10:45:00,160.0,
1B,OCCUPIED,2025-07-23 10:45:00,2025-07-23 12:30:00,105.0,25073704
1B,FREE,2025-07-23 12:30:00,2025-07-23 14:35:00,125.0,
1B,OCCUPIED,2025-07-23 14:35:00,2025-07-23 15:35:00,60.0,25073731
1B,FREE,2025-07-23 15:35:00,2025-07-23 17:15:00,100.0,
1B,OCCUPIED,2025-07-23 17:15:00,2025-07-23 18:55:00,100.0,25073744
1B,FREE,2025-07-23 18:55:00,2025-07-23 20:25:00,90.0,
1B,OCCUPIED,2025-07-23 20:25:00,2025-07-23 21:45:00,80.0,25073775
1B,FREE,2025-07-23 21:45:00,2025-07-23 22:25:00,40.0,
1B,OCCUPIED,2025-07-23 22:25:00,2025-07-24 00:10:00,105.0,25073801
1C,FREE,2025-07-23 00:00:00,2025-07-23 06:15:00,375.0,
1C,OCCUPIED,2025-07-23 06:15:00,2025-07-23 07:35:00,80.0,25073665
1C,FREE,2025-07-23 07:35:00,2025-07-23 11:50:00,255.0,
1C,OCCUPIED,2025-07-23 11:50:00,2025-07-23 14:25:00,155.0,25073713
1C,FREE,2025-07-23 14:25:00,2025-07-23 17:50:00,205.0,
1C,OCCUPIED,2025-07-23 17:50:00,2025-07-23 19:20:00,90.0,25073747
1C,FREE,2025-07-23 19:20:00,2025-07-23 20:20:00,60.0,
1C,OCCUPIED,2025-07-23 20:20:00,2025-07-23 21:25:00,65.0,25073766
1C,FREE,2025-07-23 21:25:00,2025-07-23 21:50:00,25.0,
1C,OCCUPIED,2025-07-23 21:50:00,2025-07-23 23:35:00,105.0,25073794
1C,FREE,2025-07-23 23:35:00,2025-07-23 23:59:59,24.983333333333334,
21,OCCUPIED,2025-07-22 22:25:00,2025-07-23 03:55:00,330.0,25073630
21,FREE,2025-07-23 03:55:00,2025-07-23 06:25:00,150.0,
21,OCCUPIED,2025-07-23 06:25:00,2025-07-23 09:10:00,165.0,25073663
21,FREE,2025-07-23 09:10:00,2025-07-23 11:20:00,130.0,
21,OCCUPIED,2025-07-23 11:20:00,2025-07-23 12:45:00,85.0,25073711
